pkmn_id|pkmn_id_evolve_to|evol_req_gender|evol_req_held_item|evol_req_item|evol_req_known_move|evol_req_known_move_type|evol_req_location|evol_req_min_affection|evol_req_min_beauty|evol_req_min_happiness|evol_req_min_level|evol_req_needs_overworld_rain|evol_req_party_species|evol_req_party_type|evol_req_relative_physical_stats|evol_req_time_of_day|evol_req_trade_species|evol_req_turn_upside_down|evol_req_baby|transformar_datetime
11|12.0||||||||||10.0|False||||||False|False|2024-08-17 12:10:02.329461
12|10.0||||||||||||||||||True|2024-08-17 12:10:02.329461
12|11.0||||||||||7.0|False||||||False|False|2024-08-17 12:10:02.329461
12|12.0||||||||||10.0|False||||||False|False|2024-08-17 12:10:02.329461
13|13.0||||||||||||||||||True|2024-08-17 12:10:02.329461
13|14.0||||||||||7.0|False||||||False|False|2024-08-17 12:10:02.329461
13|15.0||||||||||10.0|False||||||False|False|2024-08-17 12:10:02.329461
14|13.0||||||||||||||||||True|2024-08-17 12:10:02.329461
14|14.0||||||||||7.0|False||||||False|False|2024-08-17 12:10:02.329461
14|15.0||||||||||10.0|False||||||False|False|2024-08-17 12:10:02.329461
15|13.0||||||||||||||||||True|2024-08-17 12:10:02.329461
15|14.0||||||||||7.0|False||||||False|False|2024-08-17 12:10:02.329461
15|15.0||||||||||10.0|False||||||False|False|2024-08-17 12:10:02.329461
16|16.0||||||||||||||||||True|2024-08-17 12:10:02.329461
16|17.0||||||||||18.0|False||||||False|False|2024-08-17 12:10:02.329461
16|18.0||||||||||36.0|False||||||False|False|2024-08-17 12:10:02.329461
17|16.0||||||||||||||||||True|2024-08-17 12:10:02.329461
17|17.0||||||||||18.0|False||||||False|False|2024-08-17 12:10:02.329461
17|18.0||||||||||36.0|False||||||False|False|2024-08-17 12:10:02.329461
18|16.0||||||||||||||||||True|2024-08-17 12:10:02.329461
18|17.0||||||||||18.0|False||||||False|False|2024-08-17 12:10:02.329461
18|18.0||||||||||36.0|False||||||False|False|2024-08-17 12:10:02.329461
19|19.0||||||||||||||||||True|2024-08-17 12:10:02.329461
19|20.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
20|19.0||||||||||||||||||True|2024-08-17 12:10:02.329461
20|20.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
21|21.0||||||||||||||||||True|2024-08-17 12:10:02.329461
21|22.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
22|21.0||||||||||||||||||True|2024-08-17 12:10:02.329461
22|22.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
23|23.0||||||||||||||||||True|2024-08-17 12:10:02.329461
23|24.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
24|23.0||||||||||||||||||True|2024-08-17 12:10:02.329461
24|24.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
25|172.0||||||||||||||||||True|2024-08-17 12:10:02.329461
25|25.0|||||||||220.0||False||||||False|False|2024-08-17 12:10:02.329461
25|26.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
26|172.0||||||||||||||||||True|2024-08-17 12:10:02.329461
26|25.0|||||||||220.0||False||||||False|False|2024-08-17 12:10:02.329461
26|26.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
27|27.0||||||||||||||||||True|2024-08-17 12:10:02.329461
27|28.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
28|27.0||||||||||||||||||True|2024-08-17 12:10:02.329461
28|28.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
29|29.0||||||||||||||||||True|2024-08-17 12:10:02.329461
29|30.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
29|31.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
30|29.0||||||||||||||||||True|2024-08-17 12:10:02.329461
30|30.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
30|31.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
31|29.0||||||||||||||||||True|2024-08-17 12:10:02.329461
31|30.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
31|31.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
32|32.0||||||||||||||||||True|2024-08-17 12:10:02.329461
32|33.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
32|34.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
33|32.0||||||||||||||||||True|2024-08-17 12:10:02.329461
33|33.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
33|34.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
34|32.0||||||||||||||||||True|2024-08-17 12:10:02.329461
34|33.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
34|34.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
35|173.0||||||||||||||||||True|2024-08-17 12:10:02.329461
35|35.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
35|36.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
36|173.0||||||||||||||||||True|2024-08-17 12:10:02.329461
36|35.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
36|36.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
37|37.0||||||||||||||||||True|2024-08-17 12:10:02.329461
37|38.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
38|37.0||||||||||||||||||True|2024-08-17 12:10:02.329461
38|38.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
39|174.0||||||||||||||||||True|2024-08-17 12:10:02.329461
39|39.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
39|40.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
40|174.0||||||||||||||||||True|2024-08-17 12:10:02.329461
40|39.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
40|40.0|||moon-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
41|41.0||||||||||||||||||True|2024-08-17 12:10:02.329461
41|42.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
41|169.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
42|41.0||||||||||||||||||True|2024-08-17 12:10:02.329461
42|42.0||||||||||22.0|False||||||False|False|2024-08-17 12:10:02.329461
42|169.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
43|43.0||||||||||||||||||True|2024-08-17 12:10:02.329461
43|44.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
43|45.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
43|182.0|||sun-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
44|43.0||||||||||||||||||True|2024-08-17 12:10:02.329461
44|44.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
44|45.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
44|182.0|||sun-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
45|43.0||||||||||||||||||True|2024-08-17 12:10:02.329461
45|44.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
45|45.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
45|182.0|||sun-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
46|46.0||||||||||||||||||True|2024-08-17 12:10:02.329461
46|47.0||||||||||24.0|False||||||False|False|2024-08-17 12:10:02.329461
47|46.0||||||||||||||||||True|2024-08-17 12:10:02.329461
47|47.0||||||||||24.0|False||||||False|False|2024-08-17 12:10:02.329461
48|48.0||||||||||||||||||True|2024-08-17 12:10:02.329461
48|49.0||||||||||31.0|False||||||False|False|2024-08-17 12:10:02.329461
49|48.0||||||||||||||||||True|2024-08-17 12:10:02.329461
49|49.0||||||||||31.0|False||||||False|False|2024-08-17 12:10:02.329461
50|50.0||||||||||||||||||True|2024-08-17 12:10:02.329461
50|51.0||||||||||26.0|False||||||False|False|2024-08-17 12:10:02.329461
51|50.0||||||||||||||||||True|2024-08-17 12:10:02.329461
51|51.0||||||||||26.0|False||||||False|False|2024-08-17 12:10:02.329461
52|52.0||||||||||||||||||True|2024-08-17 12:10:02.329461
52|53.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
52|863.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
53|52.0||||||||||||||||||True|2024-08-17 12:10:02.329461
53|53.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
53|863.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
54|54.0||||||||||||||||||True|2024-08-17 12:10:02.329461
54|55.0||||||||||33.0|False||||||False|False|2024-08-17 12:10:02.329461
55|54.0||||||||||||||||||True|2024-08-17 12:10:02.329461
55|55.0||||||||||33.0|False||||||False|False|2024-08-17 12:10:02.329461
56|56.0||||||||||||||||||True|2024-08-17 12:10:02.329461
56|57.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
56|979.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
57|56.0||||||||||||||||||True|2024-08-17 12:10:02.329461
57|57.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
57|979.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
58|58.0||||||||||||||||||True|2024-08-17 12:10:02.329461
58|59.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
59|58.0||||||||||||||||||True|2024-08-17 12:10:02.329461
59|59.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
60|60.0||||||||||||||||||True|2024-08-17 12:10:02.329461
60|61.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
60|62.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
60|186.0||kings-rock|||||||||False||||||False|False|2024-08-17 12:10:02.329461
61|60.0||||||||||||||||||True|2024-08-17 12:10:02.329461
61|61.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
61|62.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
61|186.0||kings-rock|||||||||False||||||False|False|2024-08-17 12:10:02.329461
62|60.0||||||||||||||||||True|2024-08-17 12:10:02.329461
62|61.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
62|62.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
62|186.0||kings-rock|||||||||False||||||False|False|2024-08-17 12:10:02.329461
63|63.0||||||||||||||||||True|2024-08-17 12:10:02.329461
63|64.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
63|65.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
64|63.0||||||||||||||||||True|2024-08-17 12:10:02.329461
64|64.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
64|65.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
65|63.0||||||||||||||||||True|2024-08-17 12:10:02.329461
65|64.0||||||||||16.0|False||||||False|False|2024-08-17 12:10:02.329461
65|65.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
66|66.0||||||||||||||||||True|2024-08-17 12:10:02.329461
66|67.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
66|68.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
67|66.0||||||||||||||||||True|2024-08-17 12:10:02.329461
67|67.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
67|68.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
68|66.0||||||||||||||||||True|2024-08-17 12:10:02.329461
68|67.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
68|68.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
69|69.0||||||||||||||||||True|2024-08-17 12:10:02.329461
69|70.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
69|71.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
70|69.0||||||||||||||||||True|2024-08-17 12:10:02.329461
70|70.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
70|71.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
71|69.0||||||||||||||||||True|2024-08-17 12:10:02.329461
71|70.0||||||||||21.0|False||||||False|False|2024-08-17 12:10:02.329461
71|71.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
72|72.0||||||||||||||||||True|2024-08-17 12:10:02.329461
72|73.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
73|72.0||||||||||||||||||True|2024-08-17 12:10:02.329461
73|73.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
74|74.0||||||||||||||||||True|2024-08-17 12:10:02.329461
74|75.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
74|76.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
75|74.0||||||||||||||||||True|2024-08-17 12:10:02.329461
75|75.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
75|76.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
76|74.0||||||||||||||||||True|2024-08-17 12:10:02.329461
76|75.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
76|76.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
77|77.0||||||||||||||||||True|2024-08-17 12:10:02.329461
77|78.0||||||||||40.0|False||||||False|False|2024-08-17 12:10:02.329461
78|77.0||||||||||||||||||True|2024-08-17 12:10:02.329461
78|78.0||||||||||40.0|False||||||False|False|2024-08-17 12:10:02.329461
79|79.0||||||||||||||||||True|2024-08-17 12:10:02.329461
79|80.0||||||||||37.0|False||||||False|False|2024-08-17 12:10:02.329461
79|199.0||kings-rock|||||||||False||||||False|False|2024-08-17 12:10:02.329461
80|79.0||||||||||||||||||True|2024-08-17 12:10:02.329461
80|80.0||||||||||37.0|False||||||False|False|2024-08-17 12:10:02.329461
80|199.0||kings-rock|||||||||False||||||False|False|2024-08-17 12:10:02.329461
81|81.0||||||||||||||||||True|2024-08-17 12:10:02.329461
81|82.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
81|462.0||||||mt-coronet|||||False||||||False|False|2024-08-17 12:10:02.329461
82|81.0||||||||||||||||||True|2024-08-17 12:10:02.329461
82|82.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
82|462.0||||||mt-coronet|||||False||||||False|False|2024-08-17 12:10:02.329461
83|83.0||||||||||||||||||True|2024-08-17 12:10:02.329461
83|865.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
84|84.0||||||||||||||||||True|2024-08-17 12:10:02.329461
84|85.0||||||||||31.0|False||||||False|False|2024-08-17 12:10:02.329461
85|84.0||||||||||||||||||True|2024-08-17 12:10:02.329461
85|85.0||||||||||31.0|False||||||False|False|2024-08-17 12:10:02.329461
86|86.0||||||||||||||||||True|2024-08-17 12:10:02.329461
86|87.0||||||||||34.0|False||||||False|False|2024-08-17 12:10:02.329461
87|86.0||||||||||||||||||True|2024-08-17 12:10:02.329461
87|87.0||||||||||34.0|False||||||False|False|2024-08-17 12:10:02.329461
88|88.0||||||||||||||||||True|2024-08-17 12:10:02.329461
88|89.0||||||||||38.0|False||||||False|False|2024-08-17 12:10:02.329461
89|88.0||||||||||||||||||True|2024-08-17 12:10:02.329461
89|89.0||||||||||38.0|False||||||False|False|2024-08-17 12:10:02.329461
90|90.0||||||||||||||||||True|2024-08-17 12:10:02.329461
90|91.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
91|90.0||||||||||||||||||True|2024-08-17 12:10:02.329461
91|91.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
92|92.0||||||||||||||||||True|2024-08-17 12:10:02.329461
92|93.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
92|94.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
93|92.0||||||||||||||||||True|2024-08-17 12:10:02.329461
93|93.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
93|94.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
94|92.0||||||||||||||||||True|2024-08-17 12:10:02.329461
94|93.0||||||||||25.0|False||||||False|False|2024-08-17 12:10:02.329461
94|94.0|||||||||||False||||||False|False|2024-08-17 12:10:02.329461
95|95.0||||||||||||||||||True|2024-08-17 12:10:02.329461
95|208.0||metal-coat|||||||||False||||||False|False|2024-08-17 12:10:02.329461
96|96.0||||||||||||||||||True|2024-08-17 12:10:02.329461
96|97.0||||||||||26.0|False||||||False|False|2024-08-17 12:10:02.329461
97|96.0||||||||||||||||||True|2024-08-17 12:10:02.329461
97|97.0||||||||||26.0|False||||||False|False|2024-08-17 12:10:02.329461
98|98.0||||||||||||||||||True|2024-08-17 12:10:02.329461
98|99.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
99|98.0||||||||||||||||||True|2024-08-17 12:10:02.329461
99|99.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
100|100.0||||||||||||||||||True|2024-08-17 12:10:02.329461
100|101.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
101|100.0||||||||||||||||||True|2024-08-17 12:10:02.329461
101|101.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
102|102.0||||||||||||||||||True|2024-08-17 12:10:02.329461
102|103.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
103|102.0||||||||||||||||||True|2024-08-17 12:10:02.329461
103|103.0|||leaf-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
104|104.0||||||||||||||||||True|2024-08-17 12:10:02.329461
104|105.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
105|104.0||||||||||||||||||True|2024-08-17 12:10:02.329461
105|105.0||||||||||28.0|False||||||False|False|2024-08-17 12:10:02.329461
106|236.0||||||||||||||||||True|2024-08-17 12:10:02.329461
106|106.0||||||||||20.0|False|||1.0|||False|False|2024-08-17 12:10:02.329461
106|107.0||||||||||20.0|False|||-1.0|||False|False|2024-08-17 12:10:02.329461
106|237.0||||||||||20.0|False|||0.0|||False|False|2024-08-17 12:10:02.329461
107|236.0||||||||||||||||||True|2024-08-17 12:10:02.329461
107|106.0||||||||||20.0|False|||1.0|||False|False|2024-08-17 12:10:02.329461
107|107.0||||||||||20.0|False|||-1.0|||False|False|2024-08-17 12:10:02.329461
107|237.0||||||||||20.0|False|||0.0|||False|False|2024-08-17 12:10:02.329461
108|108.0||||||||||||||||||True|2024-08-17 12:10:02.329461
108|463.0||||rollout|||||||False||||||False|False|2024-08-17 12:10:02.329461
109|109.0||||||||||||||||||True|2024-08-17 12:10:02.329461
109|110.0||||||||||35.0|False||||||False|False|2024-08-17 12:10:02.329461
110|109.0||||||||||||||||||True|2024-08-17 12:10:02.329461
110|110.0||||||||||35.0|False||||||False|False|2024-08-17 12:10:02.329461
111|111.0||||||||||||||||||True|2024-08-17 12:10:02.329461
111|112.0||||||||||42.0|False||||||False|False|2024-08-17 12:10:02.329461
111|464.0||protector|||||||||False||||||False|False|2024-08-17 12:10:02.329461
112|111.0||||||||||||||||||True|2024-08-17 12:10:02.329461
112|112.0||||||||||42.0|False||||||False|False|2024-08-17 12:10:02.329461
112|464.0||protector|||||||||False||||||False|False|2024-08-17 12:10:02.329461
113|440.0||||||||||||||||||True|2024-08-17 12:10:02.329461
113|113.0||oval-stone|||||||||False||||day||False|False|2024-08-17 12:10:02.329461
113|242.0|||||||||160.0||False||||||False|False|2024-08-17 12:10:02.329461
114|114.0||||||||||||||||||True|2024-08-17 12:10:02.329461
114|465.0||||ancient-power|||||||False||||||False|False|2024-08-17 12:10:02.329461
115|115.0||||||||||||||||||True|2024-08-17 12:10:02.329461
116|116.0||||||||||||||||||True|2024-08-17 12:10:02.329461
116|117.0||||||||||32.0|False||||||False|False|2024-08-17 12:10:02.329461
116|230.0||dragon-scale|||||||||False||||||False|False|2024-08-17 12:10:02.329461
117|116.0||||||||||||||||||True|2024-08-17 12:10:02.329461
117|117.0||||||||||32.0|False||||||False|False|2024-08-17 12:10:02.329461
117|230.0||dragon-scale|||||||||False||||||False|False|2024-08-17 12:10:02.329461
118|118.0||||||||||||||||||True|2024-08-17 12:10:02.329461
118|119.0||||||||||33.0|False||||||False|False|2024-08-17 12:10:02.329461
119|118.0||||||||||||||||||True|2024-08-17 12:10:02.329461
119|119.0||||||||||33.0|False||||||False|False|2024-08-17 12:10:02.329461
120|120.0||||||||||||||||||True|2024-08-17 12:10:02.329461
120|121.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
121|120.0||||||||||||||||||True|2024-08-17 12:10:02.329461
121|121.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
122|439.0||||||||||||||||||True|2024-08-17 12:10:02.329461
122|122.0||||mimic|||||||False||||||False|False|2024-08-17 12:10:02.329461
122|866.0||||||||||42.0|False||||||False|False|2024-08-17 12:10:02.329461
123|123.0||||||||||||||||||True|2024-08-17 12:10:02.329461
123|212.0||metal-coat|||||||||False||||||False|False|2024-08-17 12:10:02.329461
123|900.0|||black-augurite||||||||False||||||False|False|2024-08-17 12:10:02.329461
124|238.0||||||||||||||||||True|2024-08-17 12:10:02.329461
124|124.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
125|239.0||||||||||||||||||True|2024-08-17 12:10:02.329461
125|125.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
125|466.0||electirizer|||||||||False||||||False|False|2024-08-17 12:10:02.329461
126|240.0||||||||||||||||||True|2024-08-17 12:10:02.329461
126|126.0||||||||||30.0|False||||||False|False|2024-08-17 12:10:02.329461
126|467.0||magmarizer|||||||||False||||||False|False|2024-08-17 12:10:02.329461
127|127.0||||||||||||||||||True|2024-08-17 12:10:02.329461
128|128.0||||||||||||||||||True|2024-08-17 12:10:02.329461
129|129.0||||||||||||||||||True|2024-08-17 12:10:02.329461
129|130.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
130|129.0||||||||||||||||||True|2024-08-17 12:10:02.329461
130|130.0||||||||||20.0|False||||||False|False|2024-08-17 12:10:02.329461
131|131.0||||||||||||||||||True|2024-08-17 12:10:02.329461
132|132.0||||||||||||||||||True|2024-08-17 12:10:02.329461
133|133.0||||||||||||||||||True|2024-08-17 12:10:02.329461
133|134.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
133|135.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
133|136.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
133|196.0|||||||||160.0||False||||day||False|False|2024-08-17 12:10:02.329461
133|197.0|||||||||160.0||False||||night||False|False|2024-08-17 12:10:02.329461
133|470.0||||||eterna-forest|||||False||||||False|False|2024-08-17 12:10:02.329461
133|471.0||||||sinnoh-route-217|||||False||||||False|False|2024-08-17 12:10:02.329461
133|700.0|||||fairy||2.0||||False||||||False|False|2024-08-17 12:10:02.329461
134|133.0||||||||||||||||||True|2024-08-17 12:10:02.329461
134|134.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
134|135.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
134|136.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
134|196.0|||||||||160.0||False||||day||False|False|2024-08-17 12:10:02.329461
134|197.0|||||||||160.0||False||||night||False|False|2024-08-17 12:10:02.329461
134|470.0||||||eterna-forest|||||False||||||False|False|2024-08-17 12:10:02.329461
134|471.0||||||sinnoh-route-217|||||False||||||False|False|2024-08-17 12:10:02.329461
134|700.0|||||fairy||2.0||||False||||||False|False|2024-08-17 12:10:02.329461
135|133.0||||||||||||||||||True|2024-08-17 12:10:02.329461
135|134.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
135|135.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
135|136.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
135|196.0|||||||||160.0||False||||day||False|False|2024-08-17 12:10:02.329461
135|197.0|||||||||160.0||False||||night||False|False|2024-08-17 12:10:02.329461
135|470.0||||||eterna-forest|||||False||||||False|False|2024-08-17 12:10:02.329461
135|471.0||||||sinnoh-route-217|||||False||||||False|False|2024-08-17 12:10:02.329461
135|700.0|||||fairy||2.0||||False||||||False|False|2024-08-17 12:10:02.329461
136|133.0||||||||||||||||||True|2024-08-17 12:10:02.329461
136|134.0|||water-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
136|135.0|||thunder-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
136|136.0|||fire-stone||||||||False||||||False|False|2024-08-17 12:10:02.329461
136|196.0|||||||||160.0||False||||day||False|False|2024-08-17 12:10:02.329461
136|197.0|||||||||160.0||False||||night||False|False|2024-08-17 12:10:02.329461
136|470.0||||||eterna-forest|||||False||||||False|False|2024-08-17 12:10:02.329461
136|471.0||||||sinnoh-route-217|||||False||||||False|False|2024-08-17 12:10:02.329461
