pkmn_id|game_version|id_pokedex_description|transformar_datetime
5|yellow|379|2024-08-17 12:10:02.328438
5|gold|380|2024-08-17 12:10:02.328438
5|silver|381|2024-08-17 12:10:02.328438
5|crystal|382|2024-08-17 12:10:02.328438
5|ruby|383|2024-08-17 12:10:02.328438
5|sapphire|384|2024-08-17 12:10:02.328438
5|emerald|385|2024-08-17 12:10:02.328438
5|firered|386|2024-08-17 12:10:02.328438
5|leafgreen|387|2024-08-17 12:10:02.328438
5|diamond|388|2024-08-17 12:10:02.328438
5|pearl|389|2024-08-17 12:10:02.328438
5|platinum|390|2024-08-17 12:10:02.328438
5|heartgold|391|2024-08-17 12:10:02.328438
5|soulsilver|392|2024-08-17 12:10:02.328438
5|soulsilver|393|2024-08-17 12:10:02.328438
5|black|394|2024-08-17 12:10:02.328438
5|black|395|2024-08-17 12:10:02.328438
5|white|396|2024-08-17 12:10:02.328438
5|black-2|397|2024-08-17 12:10:02.328438
5|white-2|398|2024-08-17 12:10:02.328438
5|white-2|399|2024-08-17 12:10:02.328438
5|white-2|400|2024-08-17 12:10:02.328438
5|white-2|401|2024-08-17 12:10:02.328438
5|white-2|402|2024-08-17 12:10:02.328438
5|white-2|403|2024-08-17 12:10:02.328438
5|white-2|404|2024-08-17 12:10:02.328438
6|red|471|2024-08-17 12:10:02.328438
6|blue|472|2024-08-17 12:10:02.328438
6|yellow|473|2024-08-17 12:10:02.328438
6|gold|474|2024-08-17 12:10:02.328438
6|silver|475|2024-08-17 12:10:02.328438
6|crystal|476|2024-08-17 12:10:02.328438
6|ruby|477|2024-08-17 12:10:02.328438
6|sapphire|478|2024-08-17 12:10:02.328438
6|emerald|479|2024-08-17 12:10:02.328438
6|firered|480|2024-08-17 12:10:02.328438
6|leafgreen|481|2024-08-17 12:10:02.328438
6|diamond|482|2024-08-17 12:10:02.328438
6|pearl|483|2024-08-17 12:10:02.328438
6|platinum|484|2024-08-17 12:10:02.328438
6|heartgold|485|2024-08-17 12:10:02.328438
6|soulsilver|486|2024-08-17 12:10:02.328438
6|soulsilver|487|2024-08-17 12:10:02.328438
6|black|488|2024-08-17 12:10:02.328438
6|black|489|2024-08-17 12:10:02.328438
6|white|490|2024-08-17 12:10:02.328438
6|black-2|491|2024-08-17 12:10:02.328438
6|white-2|492|2024-08-17 12:10:02.328438
6|white-2|493|2024-08-17 12:10:02.328438
6|white-2|494|2024-08-17 12:10:02.328438
6|white-2|495|2024-08-17 12:10:02.328438
6|white-2|496|2024-08-17 12:10:02.328438
6|white-2|497|2024-08-17 12:10:02.328438
6|white-2|498|2024-08-17 12:10:02.328438
7|red|565|2024-08-17 12:10:02.328438
7|blue|566|2024-08-17 12:10:02.328438
7|yellow|567|2024-08-17 12:10:02.328438
7|gold|568|2024-08-17 12:10:02.328438
7|silver|569|2024-08-17 12:10:02.328438
7|crystal|570|2024-08-17 12:10:02.328438
7|ruby|571|2024-08-17 12:10:02.328438
7|sapphire|572|2024-08-17 12:10:02.328438
7|emerald|573|2024-08-17 12:10:02.328438
7|firered|574|2024-08-17 12:10:02.328438
7|leafgreen|575|2024-08-17 12:10:02.328438
7|diamond|576|2024-08-17 12:10:02.328438
7|pearl|577|2024-08-17 12:10:02.328438
7|platinum|578|2024-08-17 12:10:02.328438
7|heartgold|579|2024-08-17 12:10:02.328438
7|soulsilver|580|2024-08-17 12:10:02.328438
7|soulsilver|581|2024-08-17 12:10:02.328438
7|black|582|2024-08-17 12:10:02.328438
7|black|583|2024-08-17 12:10:02.328438
7|white|584|2024-08-17 12:10:02.328438
7|black-2|585|2024-08-17 12:10:02.328438
7|white-2|586|2024-08-17 12:10:02.328438
7|white-2|587|2024-08-17 12:10:02.328438
7|white-2|588|2024-08-17 12:10:02.328438
7|white-2|589|2024-08-17 12:10:02.328438
7|white-2|590|2024-08-17 12:10:02.328438
7|white-2|591|2024-08-17 12:10:02.328438
7|white-2|592|2024-08-17 12:10:02.328438
8|red|659|2024-08-17 12:10:02.328438
8|blue|660|2024-08-17 12:10:02.328438
8|yellow|661|2024-08-17 12:10:02.328438
8|gold|662|2024-08-17 12:10:02.328438
8|silver|663|2024-08-17 12:10:02.328438
8|crystal|664|2024-08-17 12:10:02.328438
8|ruby|665|2024-08-17 12:10:02.328438
8|sapphire|666|2024-08-17 12:10:02.328438
8|emerald|667|2024-08-17 12:10:02.328438
8|firered|668|2024-08-17 12:10:02.328438
8|leafgreen|669|2024-08-17 12:10:02.328438
8|diamond|670|2024-08-17 12:10:02.328438
8|pearl|671|2024-08-17 12:10:02.328438
8|platinum|672|2024-08-17 12:10:02.328438
8|heartgold|673|2024-08-17 12:10:02.328438
8|soulsilver|674|2024-08-17 12:10:02.328438
8|soulsilver|675|2024-08-17 12:10:02.328438
8|black|676|2024-08-17 12:10:02.328438
8|black|677|2024-08-17 12:10:02.328438
8|white|678|2024-08-17 12:10:02.328438
8|black-2|679|2024-08-17 12:10:02.328438
8|white-2|680|2024-08-17 12:10:02.328438
8|white-2|681|2024-08-17 12:10:02.328438
8|white-2|682|2024-08-17 12:10:02.328438
8|white-2|683|2024-08-17 12:10:02.328438
8|white-2|684|2024-08-17 12:10:02.328438
8|white-2|685|2024-08-17 12:10:02.328438
8|white-2|686|2024-08-17 12:10:02.328438
9|red|753|2024-08-17 12:10:02.328438
9|blue|754|2024-08-17 12:10:02.328438
9|yellow|755|2024-08-17 12:10:02.328438
9|gold|756|2024-08-17 12:10:02.328438
9|silver|757|2024-08-17 12:10:02.328438
9|crystal|758|2024-08-17 12:10:02.328438
9|ruby|759|2024-08-17 12:10:02.328438
9|sapphire|760|2024-08-17 12:10:02.328438
9|emerald|761|2024-08-17 12:10:02.328438
9|firered|762|2024-08-17 12:10:02.328438
9|leafgreen|763|2024-08-17 12:10:02.328438
9|diamond|764|2024-08-17 12:10:02.328438
9|pearl|765|2024-08-17 12:10:02.328438
9|platinum|766|2024-08-17 12:10:02.328438
9|heartgold|767|2024-08-17 12:10:02.328438
9|soulsilver|768|2024-08-17 12:10:02.328438
9|soulsilver|769|2024-08-17 12:10:02.328438
9|black|770|2024-08-17 12:10:02.328438
9|black|771|2024-08-17 12:10:02.328438
9|white|772|2024-08-17 12:10:02.328438
9|black-2|773|2024-08-17 12:10:02.328438
9|white-2|774|2024-08-17 12:10:02.328438
9|white-2|775|2024-08-17 12:10:02.328438
9|white-2|776|2024-08-17 12:10:02.328438
9|white-2|777|2024-08-17 12:10:02.328438
9|white-2|778|2024-08-17 12:10:02.328438
9|white-2|779|2024-08-17 12:10:02.328438
9|white-2|780|2024-08-17 12:10:02.328438
10|red|849|2024-08-17 12:10:02.328438
10|blue|850|2024-08-17 12:10:02.328438
10|yellow|851|2024-08-17 12:10:02.328438
10|gold|852|2024-08-17 12:10:02.328438
10|silver|853|2024-08-17 12:10:02.328438
10|crystal|854|2024-08-17 12:10:02.328438
10|ruby|855|2024-08-17 12:10:02.328438
10|sapphire|856|2024-08-17 12:10:02.328438
10|emerald|857|2024-08-17 12:10:02.328438
10|firered|858|2024-08-17 12:10:02.328438
10|leafgreen|848|2024-08-17 12:10:02.328438
10|diamond|859|2024-08-17 12:10:02.328438
10|pearl|860|2024-08-17 12:10:02.328438
10|platinum|861|2024-08-17 12:10:02.328438
10|heartgold|862|2024-08-17 12:10:02.328438
10|soulsilver|863|2024-08-17 12:10:02.328438
10|soulsilver|864|2024-08-17 12:10:02.328438
10|black|865|2024-08-17 12:10:02.328438
10|black|866|2024-08-17 12:10:02.328438
10|white|867|2024-08-17 12:10:02.328438
10|black-2|868|2024-08-17 12:10:02.328438
10|white-2|847|2024-08-17 12:10:02.328438
10|white-2|869|2024-08-17 12:10:02.328438
10|white-2|870|2024-08-17 12:10:02.328438
10|white-2|871|2024-08-17 12:10:02.328438
10|white-2|872|2024-08-17 12:10:02.328438
10|white-2|873|2024-08-17 12:10:02.328438
10|white-2|874|2024-08-17 12:10:02.328438
10|white-2|875|2024-08-17 12:10:02.328438
11|red|981|2024-08-17 12:10:02.328438
11|blue|982|2024-08-17 12:10:02.328438
11|yellow|983|2024-08-17 12:10:02.328438
11|gold|984|2024-08-17 12:10:02.328438
11|silver|985|2024-08-17 12:10:02.328438
11|crystal|986|2024-08-17 12:10:02.328438
11|ruby|987|2024-08-17 12:10:02.328438
11|sapphire|988|2024-08-17 12:10:02.328438
11|emerald|989|2024-08-17 12:10:02.328438
11|firered|990|2024-08-17 12:10:02.328438
11|leafgreen|991|2024-08-17 12:10:02.328438
11|diamond|992|2024-08-17 12:10:02.328438
11|pearl|993|2024-08-17 12:10:02.328438
11|platinum|994|2024-08-17 12:10:02.328438
11|heartgold|995|2024-08-17 12:10:02.328438
11|soulsilver|996|2024-08-17 12:10:02.328438
11|soulsilver|997|2024-08-17 12:10:02.328438
11|black|998|2024-08-17 12:10:02.328438
11|black|999|2024-08-17 12:10:02.328438
11|white|1000|2024-08-17 12:10:02.328438
11|black-2|1001|2024-08-17 12:10:02.328438
11|white-2|1002|2024-08-17 12:10:02.328438
11|white-2|1003|2024-08-17 12:10:02.328438
11|white-2|1004|2024-08-17 12:10:02.328438
11|white-2|1005|2024-08-17 12:10:02.328438
11|white-2|1006|2024-08-17 12:10:02.328438
11|white-2|1007|2024-08-17 12:10:02.328438
11|white-2|1008|2024-08-17 12:10:02.328438
12|red|1115|2024-08-17 12:10:02.328438
12|blue|1116|2024-08-17 12:10:02.328438
12|yellow|1117|2024-08-17 12:10:02.328438
12|gold|1118|2024-08-17 12:10:02.328438
12|silver|1119|2024-08-17 12:10:02.328438
12|crystal|1120|2024-08-17 12:10:02.328438
12|ruby|1121|2024-08-17 12:10:02.328438
12|sapphire|1122|2024-08-17 12:10:02.328438
12|emerald|1123|2024-08-17 12:10:02.328438
12|firered|1124|2024-08-17 12:10:02.328438
12|leafgreen|1125|2024-08-17 12:10:02.328438
12|diamond|1126|2024-08-17 12:10:02.328438
12|pearl|1127|2024-08-17 12:10:02.328438
12|platinum|1128|2024-08-17 12:10:02.328438
12|heartgold|1129|2024-08-17 12:10:02.328438
12|soulsilver|1130|2024-08-17 12:10:02.328438
12|soulsilver|1131|2024-08-17 12:10:02.328438
12|black|1132|2024-08-17 12:10:02.328438
12|black|1133|2024-08-17 12:10:02.328438
12|white|1134|2024-08-17 12:10:02.328438
12|black-2|1135|2024-08-17 12:10:02.328438
12|white-2|1136|2024-08-17 12:10:02.328438
12|white-2|1137|2024-08-17 12:10:02.328438
12|white-2|1138|2024-08-17 12:10:02.328438
12|white-2|1139|2024-08-17 12:10:02.328438
12|white-2|1140|2024-08-17 12:10:02.328438
12|white-2|1141|2024-08-17 12:10:02.328438
12|white-2|1142|2024-08-17 12:10:02.328438
13|red|1249|2024-08-17 12:10:02.328438
13|blue|1250|2024-08-17 12:10:02.328438
13|yellow|1251|2024-08-17 12:10:02.328438
13|gold|1252|2024-08-17 12:10:02.328438
13|silver|1253|2024-08-17 12:10:02.328438
13|crystal|1254|2024-08-17 12:10:02.328438
13|ruby|1255|2024-08-17 12:10:02.328438
13|sapphire|1256|2024-08-17 12:10:02.328438
13|emerald|1257|2024-08-17 12:10:02.328438
13|firered|1258|2024-08-17 12:10:02.328438
13|leafgreen|1259|2024-08-17 12:10:02.328438
13|diamond|1260|2024-08-17 12:10:02.328438
13|pearl|1261|2024-08-17 12:10:02.328438
13|platinum|1262|2024-08-17 12:10:02.328438
13|heartgold|1263|2024-08-17 12:10:02.328438
13|soulsilver|1264|2024-08-17 12:10:02.328438
13|soulsilver|1265|2024-08-17 12:10:02.328438
13|black|1266|2024-08-17 12:10:02.328438
13|black|1267|2024-08-17 12:10:02.328438
13|white|1268|2024-08-17 12:10:02.328438
13|black-2|1269|2024-08-17 12:10:02.328438
13|white-2|1270|2024-08-17 12:10:02.328438
13|white-2|1271|2024-08-17 12:10:02.328438
13|white-2|1272|2024-08-17 12:10:02.328438
13|white-2|1273|2024-08-17 12:10:02.328438
13|white-2|1274|2024-08-17 12:10:02.328438
13|white-2|1275|2024-08-17 12:10:02.328438
13|white-2|1276|2024-08-17 12:10:02.328438
14|red|1323|2024-08-17 12:10:02.328438
14|blue|1324|2024-08-17 12:10:02.328438
14|yellow|1325|2024-08-17 12:10:02.328438
14|gold|1326|2024-08-17 12:10:02.328438
14|silver|1327|2024-08-17 12:10:02.328438
14|crystal|1328|2024-08-17 12:10:02.328438
14|ruby|1329|2024-08-17 12:10:02.328438
14|sapphire|1330|2024-08-17 12:10:02.328438
14|emerald|1331|2024-08-17 12:10:02.328438
14|firered|1332|2024-08-17 12:10:02.328438
14|leafgreen|1333|2024-08-17 12:10:02.328438
14|diamond|1334|2024-08-17 12:10:02.328438
14|pearl|1335|2024-08-17 12:10:02.328438
14|platinum|1336|2024-08-17 12:10:02.328438
14|heartgold|1337|2024-08-17 12:10:02.328438
14|soulsilver|1338|2024-08-17 12:10:02.328438
14|soulsilver|1339|2024-08-17 12:10:02.328438
14|black|1340|2024-08-17 12:10:02.328438
14|black|1341|2024-08-17 12:10:02.328438
14|white|1342|2024-08-17 12:10:02.328438
14|black-2|1343|2024-08-17 12:10:02.328438
14|white-2|1344|2024-08-17 12:10:02.328438
14|white-2|1345|2024-08-17 12:10:02.328438
14|white-2|1346|2024-08-17 12:10:02.328438
14|white-2|1347|2024-08-17 12:10:02.328438
14|white-2|1348|2024-08-17 12:10:02.328438
14|white-2|1349|2024-08-17 12:10:02.328438
14|white-2|1350|2024-08-17 12:10:02.328438
15|red|1398|2024-08-17 12:10:02.328438
15|blue|1399|2024-08-17 12:10:02.328438
15|yellow|1400|2024-08-17 12:10:02.328438
15|gold|1401|2024-08-17 12:10:02.328438
15|silver|1402|2024-08-17 12:10:02.328438
15|crystal|1403|2024-08-17 12:10:02.328438
15|ruby|1404|2024-08-17 12:10:02.328438
15|sapphire|1405|2024-08-17 12:10:02.328438
15|emerald|1406|2024-08-17 12:10:02.328438
15|firered|1407|2024-08-17 12:10:02.328438
15|leafgreen|1408|2024-08-17 12:10:02.328438
15|diamond|1409|2024-08-17 12:10:02.328438
15|pearl|1410|2024-08-17 12:10:02.328438
15|platinum|1411|2024-08-17 12:10:02.328438
15|heartgold|1412|2024-08-17 12:10:02.328438
15|soulsilver|1413|2024-08-17 12:10:02.328438
15|soulsilver|1414|2024-08-17 12:10:02.328438
15|black|1415|2024-08-17 12:10:02.328438
15|black|1416|2024-08-17 12:10:02.328438
15|white|1417|2024-08-17 12:10:02.328438
15|black-2|1418|2024-08-17 12:10:02.328438
15|white-2|1419|2024-08-17 12:10:02.328438
15|white-2|1420|2024-08-17 12:10:02.328438
15|white-2|1421|2024-08-17 12:10:02.328438
15|white-2|1422|2024-08-17 12:10:02.328438
15|white-2|1423|2024-08-17 12:10:02.328438
15|white-2|1424|2024-08-17 12:10:02.328438
15|white-2|1425|2024-08-17 12:10:02.328438
15|white-2|1426|2024-08-17 12:10:02.328438
15|white-2|1427|2024-08-17 12:10:02.328438
15|white-2|1428|2024-08-17 12:10:02.328438
15|white-2|1429|2024-08-17 12:10:02.328438
15|white-2|1430|2024-08-17 12:10:02.328438
15|white-2|1431|2024-08-17 12:10:02.328438
15|white-2|1432|2024-08-17 12:10:02.328438
16|red|1471|2024-08-17 12:10:02.328438
16|blue|1472|2024-08-17 12:10:02.328438
16|yellow|1473|2024-08-17 12:10:02.328438
16|gold|1474|2024-08-17 12:10:02.328438
16|silver|1475|2024-08-17 12:10:02.328438
16|crystal|1476|2024-08-17 12:10:02.328438
16|ruby|1477|2024-08-17 12:10:02.328438
16|sapphire|1478|2024-08-17 12:10:02.328438
16|emerald|1479|2024-08-17 12:10:02.328438
16|firered|1480|2024-08-17 12:10:02.328438
16|leafgreen|1481|2024-08-17 12:10:02.328438
16|diamond|1482|2024-08-17 12:10:02.328438
16|pearl|1483|2024-08-17 12:10:02.328438
16|platinum|1484|2024-08-17 12:10:02.328438
16|heartgold|1485|2024-08-17 12:10:02.328438
16|soulsilver|1486|2024-08-17 12:10:02.328438
16|soulsilver|1487|2024-08-17 12:10:02.328438
16|black|1488|2024-08-17 12:10:02.328438
16|black|1489|2024-08-17 12:10:02.328438
16|white|1490|2024-08-17 12:10:02.328438
16|black-2|1491|2024-08-17 12:10:02.328438
16|white-2|1492|2024-08-17 12:10:02.328438
16|white-2|1493|2024-08-17 12:10:02.328438
16|white-2|1494|2024-08-17 12:10:02.328438
16|white-2|1495|2024-08-17 12:10:02.328438
16|white-2|1496|2024-08-17 12:10:02.328438
16|white-2|1497|2024-08-17 12:10:02.328438
16|white-2|1498|2024-08-17 12:10:02.328438
17|red|1545|2024-08-17 12:10:02.328438
17|blue|1546|2024-08-17 12:10:02.328438
17|yellow|1547|2024-08-17 12:10:02.328438
17|gold|1548|2024-08-17 12:10:02.328438
17|silver|1549|2024-08-17 12:10:02.328438
17|crystal|1550|2024-08-17 12:10:02.328438
17|ruby|1551|2024-08-17 12:10:02.328438
17|sapphire|1552|2024-08-17 12:10:02.328438
17|emerald|1553|2024-08-17 12:10:02.328438
17|firered|1554|2024-08-17 12:10:02.328438
17|leafgreen|1555|2024-08-17 12:10:02.328438
17|diamond|1556|2024-08-17 12:10:02.328438
17|pearl|1557|2024-08-17 12:10:02.328438
17|platinum|1558|2024-08-17 12:10:02.328438
17|heartgold|1559|2024-08-17 12:10:02.328438
17|soulsilver|1560|2024-08-17 12:10:02.328438
17|soulsilver|1561|2024-08-17 12:10:02.328438
17|black|1562|2024-08-17 12:10:02.328438
17|black|1563|2024-08-17 12:10:02.328438
17|white|1564|2024-08-17 12:10:02.328438
17|black-2|1565|2024-08-17 12:10:02.328438
17|white-2|1566|2024-08-17 12:10:02.328438
17|white-2|1567|2024-08-17 12:10:02.328438
17|white-2|1568|2024-08-17 12:10:02.328438
17|white-2|1569|2024-08-17 12:10:02.328438
17|white-2|1570|2024-08-17 12:10:02.328438
17|white-2|1571|2024-08-17 12:10:02.328438
17|white-2|1572|2024-08-17 12:10:02.328438
18|red|1619|2024-08-17 12:10:02.328438
18|blue|1620|2024-08-17 12:10:02.328438
18|yellow|1621|2024-08-17 12:10:02.328438
18|gold|1622|2024-08-17 12:10:02.328438
18|silver|1623|2024-08-17 12:10:02.328438
18|crystal|1624|2024-08-17 12:10:02.328438
18|ruby|1625|2024-08-17 12:10:02.328438
18|sapphire|1626|2024-08-17 12:10:02.328438
18|emerald|1627|2024-08-17 12:10:02.328438
18|firered|1628|2024-08-17 12:10:02.328438
18|leafgreen|1629|2024-08-17 12:10:02.328438
18|diamond|1630|2024-08-17 12:10:02.328438
18|pearl|1631|2024-08-17 12:10:02.328438
18|platinum|1632|2024-08-17 12:10:02.328438
18|heartgold|1633|2024-08-17 12:10:02.328438
18|soulsilver|1634|2024-08-17 12:10:02.328438
18|soulsilver|1635|2024-08-17 12:10:02.328438
18|black|1636|2024-08-17 12:10:02.328438
18|black|1637|2024-08-17 12:10:02.328438
18|white|1638|2024-08-17 12:10:02.328438
18|black-2|1639|2024-08-17 12:10:02.328438
18|white-2|1640|2024-08-17 12:10:02.328438
18|white-2|1641|2024-08-17 12:10:02.328438
18|white-2|1642|2024-08-17 12:10:02.328438
18|white-2|1643|2024-08-17 12:10:02.328438
18|white-2|1644|2024-08-17 12:10:02.328438
18|white-2|1645|2024-08-17 12:10:02.328438
18|white-2|1646|2024-08-17 12:10:02.328438
19|red|1694|2024-08-17 12:10:02.328438
19|blue|1695|2024-08-17 12:10:02.328438
19|yellow|1696|2024-08-17 12:10:02.328438
19|gold|1697|2024-08-17 12:10:02.328438
19|silver|1698|2024-08-17 12:10:02.328438
19|crystal|1699|2024-08-17 12:10:02.328438
19|ruby|1700|2024-08-17 12:10:02.328438
19|sapphire|1701|2024-08-17 12:10:02.328438
19|emerald|1702|2024-08-17 12:10:02.328438
19|firered|1703|2024-08-17 12:10:02.328438
19|leafgreen|1704|2024-08-17 12:10:02.328438
19|diamond|1705|2024-08-17 12:10:02.328438
19|pearl|1706|2024-08-17 12:10:02.328438
19|platinum|1707|2024-08-17 12:10:02.328438
19|heartgold|1708|2024-08-17 12:10:02.328438
19|soulsilver|1709|2024-08-17 12:10:02.328438
19|soulsilver|1710|2024-08-17 12:10:02.328438
19|black|1711|2024-08-17 12:10:02.328438
19|black|1712|2024-08-17 12:10:02.328438
19|white|1713|2024-08-17 12:10:02.328438
19|black-2|1714|2024-08-17 12:10:02.328438
19|white-2|1693|2024-08-17 12:10:02.328438
19|white-2|1715|2024-08-17 12:10:02.328438
19|white-2|1716|2024-08-17 12:10:02.328438
19|white-2|1717|2024-08-17 12:10:02.328438
19|white-2|1718|2024-08-17 12:10:02.328438
19|white-2|1719|2024-08-17 12:10:02.328438
19|white-2|1720|2024-08-17 12:10:02.328438
19|white-2|1721|2024-08-17 12:10:02.328438
20|red|1808|2024-08-17 12:10:02.328438
20|blue|1809|2024-08-17 12:10:02.328438
20|yellow|1810|2024-08-17 12:10:02.328438
20|gold|1811|2024-08-17 12:10:02.328438
20|silver|1812|2024-08-17 12:10:02.328438
20|crystal|1813|2024-08-17 12:10:02.328438
20|ruby|1814|2024-08-17 12:10:02.328438
20|sapphire|1815|2024-08-17 12:10:02.328438
20|emerald|1816|2024-08-17 12:10:02.328438
20|firered|1817|2024-08-17 12:10:02.328438
20|leafgreen|1818|2024-08-17 12:10:02.328438
20|diamond|1819|2024-08-17 12:10:02.328438
20|pearl|1820|2024-08-17 12:10:02.328438
20|platinum|1821|2024-08-17 12:10:02.328438
20|heartgold|1822|2024-08-17 12:10:02.328438
20|soulsilver|1823|2024-08-17 12:10:02.328438
20|soulsilver|1824|2024-08-17 12:10:02.328438
20|black|1825|2024-08-17 12:10:02.328438
20|black|1826|2024-08-17 12:10:02.328438
20|white|1827|2024-08-17 12:10:02.328438
20|black-2|1828|2024-08-17 12:10:02.328438
20|white-2|1807|2024-08-17 12:10:02.328438
20|white-2|1829|2024-08-17 12:10:02.328438
20|white-2|1830|2024-08-17 12:10:02.328438
20|white-2|1831|2024-08-17 12:10:02.328438
20|white-2|1832|2024-08-17 12:10:02.328438
20|white-2|1833|2024-08-17 12:10:02.328438
20|white-2|1834|2024-08-17 12:10:02.328438
20|white-2|1835|2024-08-17 12:10:02.328438
21|red|1922|2024-08-17 12:10:02.328438
21|blue|1923|2024-08-17 12:10:02.328438
21|yellow|1924|2024-08-17 12:10:02.328438
