pkmn_id|name|stat|effort|extraer_datetime
19|hp|30|0|2024-08-04 13:57:47.797073
19|attack|56|0|2024-08-04 13:57:47.797073
19|defense|35|0|2024-08-04 13:57:47.797073
19|special-attack|25|0|2024-08-04 13:57:47.797073
19|special-defense|35|0|2024-08-04 13:57:47.797073
19|speed|72|1|2024-08-04 13:57:47.797073
20|hp|55|0|2024-08-04 13:57:47.797073
20|attack|81|0|2024-08-04 13:57:47.797073
20|defense|60|0|2024-08-04 13:57:47.797073
20|special-attack|50|0|2024-08-04 13:57:47.797073
20|special-defense|70|0|2024-08-04 13:57:47.797073
20|speed|97|2|2024-08-04 13:57:47.797073
21|hp|40|0|2024-08-04 13:57:47.797073
21|attack|60|0|2024-08-04 13:57:47.797073
21|defense|30|0|2024-08-04 13:57:47.797073
21|special-attack|31|0|2024-08-04 13:57:47.797073
21|special-defense|31|0|2024-08-04 13:57:47.797073
21|speed|70|1|2024-08-04 13:57:47.797073
22|hp|65|0|2024-08-04 13:57:47.797073
22|attack|90|0|2024-08-04 13:57:47.797073
22|defense|65|0|2024-08-04 13:57:47.797073
22|special-attack|61|0|2024-08-04 13:57:47.797073
22|special-defense|61|0|2024-08-04 13:57:47.797073
22|speed|100|2|2024-08-04 13:57:47.797073
23|hp|35|0|2024-08-04 13:57:47.797073
23|attack|60|1|2024-08-04 13:57:47.797073
23|defense|44|0|2024-08-04 13:57:47.797073
23|special-attack|40|0|2024-08-04 13:57:47.797073
23|special-defense|54|0|2024-08-04 13:57:47.797073
23|speed|55|0|2024-08-04 13:57:47.797073
24|hp|60|0|2024-08-04 13:57:47.797073
24|attack|95|2|2024-08-04 13:57:47.797073
24|defense|69|0|2024-08-04 13:57:47.797073
24|special-attack|65|0|2024-08-04 13:57:47.797073
24|special-defense|79|0|2024-08-04 13:57:47.797073
24|speed|80|0|2024-08-04 13:57:47.797073
25|hp|35|0|2024-08-04 13:57:47.797073
25|attack|55|0|2024-08-04 13:57:47.797073
25|defense|40|0|2024-08-04 13:57:47.797073
25|special-attack|50|0|2024-08-04 13:57:47.797073
25|special-defense|50|0|2024-08-04 13:57:47.797073
25|speed|90|2|2024-08-04 13:57:47.797073
26|hp|60|0|2024-08-04 13:57:47.797073
26|attack|90|0|2024-08-04 13:57:47.797073
26|defense|55|0|2024-08-04 13:57:47.797073
26|special-attack|90|0|2024-08-04 13:57:47.797073
26|special-defense|80|0|2024-08-04 13:57:47.797073
26|speed|110|3|2024-08-04 13:57:47.797073
27|hp|50|0|2024-08-04 13:57:47.797073
27|attack|75|0|2024-08-04 13:57:47.797073
27|defense|85|1|2024-08-04 13:57:47.797073
27|special-attack|20|0|2024-08-04 13:57:47.797073
27|special-defense|30|0|2024-08-04 13:57:47.797073
27|speed|40|0|2024-08-04 13:57:47.797073
28|hp|75|0|2024-08-04 13:57:47.797073
28|attack|100|0|2024-08-04 13:57:47.797073
28|defense|110|2|2024-08-04 13:57:47.797073
28|special-attack|45|0|2024-08-04 13:57:47.797073
28|special-defense|55|0|2024-08-04 13:57:47.797073
28|speed|65|0|2024-08-04 13:57:47.797073
29|hp|55|1|2024-08-04 13:57:47.797073
29|attack|47|0|2024-08-04 13:57:47.797073
29|defense|52|0|2024-08-04 13:57:47.797073
29|special-attack|40|0|2024-08-04 13:57:47.797073
29|special-defense|40|0|2024-08-04 13:57:47.797073
29|speed|41|0|2024-08-04 13:57:47.797073
30|hp|70|2|2024-08-04 13:57:47.797073
30|attack|62|0|2024-08-04 13:57:47.797073
30|defense|67|0|2024-08-04 13:57:47.797073
30|special-attack|55|0|2024-08-04 13:57:47.797073
30|special-defense|55|0|2024-08-04 13:57:47.797073
30|speed|56|0|2024-08-04 13:57:47.797073
31|hp|90|3|2024-08-04 13:57:47.797073
31|attack|92|0|2024-08-04 13:57:47.797073
31|defense|87|0|2024-08-04 13:57:47.797073
31|special-attack|75|0|2024-08-04 13:57:47.797073
31|special-defense|85|0|2024-08-04 13:57:47.797073
31|speed|76|0|2024-08-04 13:57:47.797073
32|hp|46|0|2024-08-04 13:57:47.797073
32|attack|57|1|2024-08-04 13:57:47.797073
32|defense|40|0|2024-08-04 13:57:47.797073
32|special-attack|40|0|2024-08-04 13:57:47.797073
32|special-defense|40|0|2024-08-04 13:57:47.797073
32|speed|50|0|2024-08-04 13:57:47.797073
33|hp|61|0|2024-08-04 13:57:47.797073
33|attack|72|2|2024-08-04 13:57:47.797073
33|defense|57|0|2024-08-04 13:57:47.797073
33|special-attack|55|0|2024-08-04 13:57:47.797073
33|special-defense|55|0|2024-08-04 13:57:47.797073
33|speed|65|0|2024-08-04 13:57:47.797073
34|hp|81|0|2024-08-04 13:57:47.797073
34|attack|102|3|2024-08-04 13:57:47.797073
34|defense|77|0|2024-08-04 13:57:47.797073
34|special-attack|85|0|2024-08-04 13:57:47.797073
34|special-defense|75|0|2024-08-04 13:57:47.797073
34|speed|85|0|2024-08-04 13:57:47.797073
35|hp|70|2|2024-08-04 13:57:47.797073
35|attack|45|0|2024-08-04 13:57:47.797073
35|defense|48|0|2024-08-04 13:57:47.797073
35|special-attack|60|0|2024-08-04 13:57:47.797073
35|special-defense|65|0|2024-08-04 13:57:47.797073
35|speed|35|0|2024-08-04 13:57:47.797073
36|hp|95|3|2024-08-04 13:57:47.797073
36|attack|70|0|2024-08-04 13:57:47.797073
36|defense|73|0|2024-08-04 13:57:47.797073
36|special-attack|95|0|2024-08-04 13:57:47.797073
36|special-defense|90|0|2024-08-04 13:57:47.797073
36|speed|60|0|2024-08-04 13:57:47.797073
37|hp|38|0|2024-08-04 13:57:47.797073
37|attack|41|0|2024-08-04 13:57:47.797073
37|defense|40|0|2024-08-04 13:57:47.797073
37|special-attack|50|0|2024-08-04 13:57:47.797073
37|special-defense|65|0|2024-08-04 13:57:47.797073
37|speed|65|1|2024-08-04 13:57:47.797073
38|hp|73|0|2024-08-04 13:57:47.797073
38|attack|76|0|2024-08-04 13:57:47.797073
38|defense|75|0|2024-08-04 13:57:47.797073
38|special-attack|81|0|2024-08-04 13:57:47.797073
38|special-defense|100|1|2024-08-04 13:57:47.797073
38|speed|100|1|2024-08-04 13:57:47.797073
39|hp|115|2|2024-08-04 13:57:47.797073
39|attack|45|0|2024-08-04 13:57:47.797073
39|defense|20|0|2024-08-04 13:57:47.797073
39|special-attack|45|0|2024-08-04 13:57:47.797073
39|special-defense|25|0|2024-08-04 13:57:47.797073
39|speed|20|0|2024-08-04 13:57:47.797073
40|hp|140|3|2024-08-04 13:57:47.797073
40|attack|70|0|2024-08-04 13:57:47.797073
40|defense|45|0|2024-08-04 13:57:47.797073
40|special-attack|85|0|2024-08-04 13:57:47.797073
40|special-defense|50|0|2024-08-04 13:57:47.797073
40|speed|45|0|2024-08-04 13:57:47.797073
41|hp|40|0|2024-08-04 13:57:47.797073
41|attack|45|0|2024-08-04 13:57:47.797073
41|defense|35|0|2024-08-04 13:57:47.797073
41|special-attack|30|0|2024-08-04 13:57:47.797073
41|special-defense|40|0|2024-08-04 13:57:47.797073
41|speed|55|1|2024-08-04 13:57:47.797073
42|hp|75|0|2024-08-04 13:57:47.797073
42|attack|80|0|2024-08-04 13:57:47.797073
42|defense|70|0|2024-08-04 13:57:47.797073
42|special-attack|65|0|2024-08-04 13:57:47.797073
42|special-defense|75|0|2024-08-04 13:57:47.797073
42|speed|90|2|2024-08-04 13:57:47.797073
43|hp|45|0|2024-08-04 13:57:47.797073
43|attack|50|0|2024-08-04 13:57:47.797073
43|defense|55|0|2024-08-04 13:57:47.797073
43|special-attack|75|1|2024-08-04 13:57:47.797073
43|special-defense|65|0|2024-08-04 13:57:47.797073
43|speed|30|0|2024-08-04 13:57:47.797073
44|hp|60|0|2024-08-04 13:57:47.797073
44|attack|65|0|2024-08-04 13:57:47.797073
44|defense|70|0|2024-08-04 13:57:47.797073
44|special-attack|85|2|2024-08-04 13:57:47.797073
44|special-defense|75|0|2024-08-04 13:57:47.797073
44|speed|40|0|2024-08-04 13:57:47.797073
45|hp|75|0|2024-08-04 13:57:47.797073
45|attack|80|0|2024-08-04 13:57:47.797073
45|defense|85|0|2024-08-04 13:57:47.797073
45|special-attack|110|3|2024-08-04 13:57:47.797073
45|special-defense|90|0|2024-08-04 13:57:47.797073
45|speed|50|0|2024-08-04 13:57:47.797073
46|hp|35|0|2024-08-04 13:57:47.797073
46|attack|70|1|2024-08-04 13:57:47.797073
46|defense|55|0|2024-08-04 13:57:47.797073
46|special-attack|45|0|2024-08-04 13:57:47.797073
46|special-defense|55|0|2024-08-04 13:57:47.797073
46|speed|25|0|2024-08-04 13:57:47.797073
47|hp|60|0|2024-08-04 13:57:47.797073
47|attack|95|2|2024-08-04 13:57:47.797073
47|defense|80|1|2024-08-04 13:57:47.797073
47|special-attack|60|0|2024-08-04 13:57:47.797073
47|special-defense|80|0|2024-08-04 13:57:47.797073
47|speed|30|0|2024-08-04 13:57:47.797073
48|hp|60|0|2024-08-04 13:57:47.797073
48|attack|55|0|2024-08-04 13:57:47.797073
48|defense|50|0|2024-08-04 13:57:47.797073
48|special-attack|40|0|2024-08-04 13:57:47.797073
48|special-defense|55|1|2024-08-04 13:57:47.797073
48|speed|45|0|2024-08-04 13:57:47.797073
49|hp|70|0|2024-08-04 13:57:47.797073
49|attack|65|0|2024-08-04 13:57:47.797073
49|defense|60|0|2024-08-04 13:57:47.797073
49|special-attack|90|1|2024-08-04 13:57:47.797073
49|special-defense|75|0|2024-08-04 13:57:47.797073
49|speed|90|1|2024-08-04 13:57:47.797073
50|hp|10|0|2024-08-04 13:57:47.797073
50|attack|55|0|2024-08-04 13:57:47.797073
50|defense|25|0|2024-08-04 13:57:47.797073
50|special-attack|35|0|2024-08-04 13:57:47.797073
50|special-defense|45|0|2024-08-04 13:57:47.797073
50|speed|95|1|2024-08-04 13:57:47.797073
51|hp|35|0|2024-08-04 13:57:47.797073
51|attack|100|0|2024-08-04 13:57:47.797073
51|defense|50|0|2024-08-04 13:57:47.797073
51|special-attack|50|0|2024-08-04 13:57:47.797073
51|special-defense|70|0|2024-08-04 13:57:47.797073
51|speed|120|2|2024-08-04 13:57:47.797073
52|hp|40|0|2024-08-04 13:57:47.797073
52|attack|45|0|2024-08-04 13:57:47.797073
52|defense|35|0|2024-08-04 13:57:47.797073
52|special-attack|40|0|2024-08-04 13:57:47.797073
52|special-defense|40|0|2024-08-04 13:57:47.797073
52|speed|90|1|2024-08-04 13:57:47.797073
53|hp|65|0|2024-08-04 13:57:47.797073
53|attack|70|0|2024-08-04 13:57:47.797073
53|defense|60|0|2024-08-04 13:57:47.797073
53|special-attack|65|0|2024-08-04 13:57:47.797073
53|special-defense|65|0|2024-08-04 13:57:47.797073
53|speed|115|2|2024-08-04 13:57:47.797073
54|hp|50|0|2024-08-04 13:57:47.797073
54|attack|52|0|2024-08-04 13:57:47.797073
54|defense|48|0|2024-08-04 13:57:47.797073
54|special-attack|65|1|2024-08-04 13:57:47.797073
54|special-defense|50|0|2024-08-04 13:57:47.797073
54|speed|55|0|2024-08-04 13:57:47.797073
55|hp|80|0|2024-08-04 13:57:47.797073
55|attack|82|0|2024-08-04 13:57:47.797073
55|defense|78|0|2024-08-04 13:57:47.797073
55|special-attack|95|2|2024-08-04 13:57:47.797073
55|special-defense|80|0|2024-08-04 13:57:47.797073
55|speed|85|0|2024-08-04 13:57:47.797073
56|hp|40|0|2024-08-04 13:57:47.797073
56|attack|80|1|2024-08-04 13:57:47.797073
56|defense|35|0|2024-08-04 13:57:47.797073
56|special-attack|35|0|2024-08-04 13:57:47.797073
56|special-defense|45|0|2024-08-04 13:57:47.797073
56|speed|70|0|2024-08-04 13:57:47.797073
57|hp|65|0|2024-08-04 13:57:47.797073
57|attack|105|2|2024-08-04 13:57:47.797073
57|defense|60|0|2024-08-04 13:57:47.797073
57|special-attack|60|0|2024-08-04 13:57:47.797073
57|special-defense|70|0|2024-08-04 13:57:47.797073
57|speed|95|0|2024-08-04 13:57:47.797073
58|hp|55|0|2024-08-04 13:57:47.797073
58|attack|70|1|2024-08-04 13:57:47.797073
58|defense|45|0|2024-08-04 13:57:47.797073
58|special-attack|70|0|2024-08-04 13:57:47.797073
58|special-defense|50|0|2024-08-04 13:57:47.797073
58|speed|60|0|2024-08-04 13:57:47.797073
59|hp|90|0|2024-08-04 13:57:47.797073
59|attack|110|2|2024-08-04 13:57:47.797073
59|defense|80|0|2024-08-04 13:57:47.797073
59|special-attack|100|0|2024-08-04 13:57:47.797073
59|special-defense|80|0|2024-08-04 13:57:47.797073
59|speed|95|0|2024-08-04 13:57:47.797073
60|hp|40|0|2024-08-04 13:57:47.797073
60|attack|50|0|2024-08-04 13:57:47.797073
60|defense|40|0|2024-08-04 13:57:47.797073
60|special-attack|40|0|2024-08-04 13:57:47.797073
60|special-defense|40|0|2024-08-04 13:57:47.797073
60|speed|90|1|2024-08-04 13:57:47.797073
61|hp|65|0|2024-08-04 13:57:47.797073
61|attack|65|0|2024-08-04 13:57:47.797073
61|defense|65|0|2024-08-04 13:57:47.797073
61|special-attack|50|0|2024-08-04 13:57:47.797073
61|special-defense|50|0|2024-08-04 13:57:47.797073
61|speed|90|2|2024-08-04 13:57:47.797073
62|hp|90|0|2024-08-04 13:57:47.797073
62|attack|95|0|2024-08-04 13:57:47.797073
62|defense|95|3|2024-08-04 13:57:47.797073
62|special-attack|70|0|2024-08-04 13:57:47.797073
62|special-defense|90|0|2024-08-04 13:57:47.797073
62|speed|70|0|2024-08-04 13:57:47.797073
63|hp|25|0|2024-08-04 13:57:47.797073
63|attack|20|0|2024-08-04 13:57:47.797073
63|defense|15|0|2024-08-04 13:57:47.797073
63|special-attack|105|1|2024-08-04 13:57:47.797073
63|special-defense|55|0|2024-08-04 13:57:47.797073
63|speed|90|0|2024-08-04 13:57:47.797073
64|hp|40|0|2024-08-04 13:57:47.797073
64|attack|35|0|2024-08-04 13:57:47.797073
64|defense|30|0|2024-08-04 13:57:47.797073
64|special-attack|120|2|2024-08-04 13:57:47.797073
64|special-defense|70|0|2024-08-04 13:57:47.797073
64|speed|105|0|2024-08-04 13:57:47.797073
65|hp|55|0|2024-08-04 13:57:47.797073
65|attack|50|0|2024-08-04 13:57:47.797073
65|defense|45|0|2024-08-04 13:57:47.797073
65|special-attack|135|3|2024-08-04 13:57:47.797073
65|special-defense|95|0|2024-08-04 13:57:47.797073
65|speed|120|0|2024-08-04 13:57:47.797073
66|hp|70|0|2024-08-04 13:57:47.797073
66|attack|80|1|2024-08-04 13:57:47.797073
66|defense|50|0|2024-08-04 13:57:47.797073
66|special-attack|35|0|2024-08-04 13:57:47.797073
66|special-defense|35|0|2024-08-04 13:57:47.797073
66|speed|35|0|2024-08-04 13:57:47.797073
67|hp|80|0|2024-08-04 13:57:47.797073
67|attack|100|2|2024-08-04 13:57:47.797073
67|defense|70|0|2024-08-04 13:57:47.797073
67|special-attack|50|0|2024-08-04 13:57:47.797073
67|special-defense|60|0|2024-08-04 13:57:47.797073
67|speed|45|0|2024-08-04 13:57:47.797073
68|hp|90|0|2024-08-04 13:57:47.797073
68|attack|130|3|2024-08-04 13:57:47.797073
68|defense|80|0|2024-08-04 13:57:47.797073
68|special-attack|65|0|2024-08-04 13:57:47.797073
68|special-defense|85|0|2024-08-04 13:57:47.797073
68|speed|55|0|2024-08-04 13:57:47.797073
69|hp|50|0|2024-08-04 13:57:47.797073
69|attack|75|1|2024-08-04 13:57:47.797073
69|defense|35|0|2024-08-04 13:57:47.797073
69|special-attack|70|0|2024-08-04 13:57:47.797073
69|special-defense|30|0|2024-08-04 13:57:47.797073
69|speed|40|0|2024-08-04 13:57:47.797073
70|hp|65|0|2024-08-04 13:57:47.797073
70|attack|90|2|2024-08-04 13:57:47.797073
70|defense|50|0|2024-08-04 13:57:47.797073
70|special-attack|85|0|2024-08-04 13:57:47.797073
70|special-defense|45|0|2024-08-04 13:57:47.797073
70|speed|55|0|2024-08-04 13:57:47.797073
71|hp|80|0|2024-08-04 13:57:47.797073
71|attack|105|3|2024-08-04 13:57:47.797073
71|defense|65|0|2024-08-04 13:57:47.797073
71|special-attack|100|0|2024-08-04 13:57:47.797073
71|special-defense|70|0|2024-08-04 13:57:47.797073
71|speed|70|0|2024-08-04 13:57:47.797073
72|hp|40|0|2024-08-04 13:57:47.797073
72|attack|40|0|2024-08-04 13:57:47.797073
72|defense|35|0|2024-08-04 13:57:47.797073
72|special-attack|50|0|2024-08-04 13:57:47.797073
72|special-defense|100|1|2024-08-04 13:57:47.797073
72|speed|70|0|2024-08-04 13:57:47.797073
73|hp|80|0|2024-08-04 13:57:47.797073
73|attack|70|0|2024-08-04 13:57:47.797073
73|defense|65|0|2024-08-04 13:57:47.797073
73|special-attack|80|0|2024-08-04 13:57:47.797073
73|special-defense|120|2|2024-08-04 13:57:47.797073
73|speed|100|0|2024-08-04 13:57:47.797073
74|hp|40|0|2024-08-04 13:57:47.797073
74|attack|80|0|2024-08-04 13:57:47.797073
74|defense|100|1|2024-08-04 13:57:47.797073
74|special-attack|30|0|2024-08-04 13:57:47.797073
74|special-defense|30|0|2024-08-04 13:57:47.797073
74|speed|20|0|2024-08-04 13:57:47.797073
75|hp|55|0|2024-08-04 13:57:47.797073
75|attack|95|0|2024-08-04 13:57:47.797073
75|defense|115|2|2024-08-04 13:57:47.797073
75|special-attack|45|0|2024-08-04 13:57:47.797073
75|special-defense|45|0|2024-08-04 13:57:47.797073
75|speed|35|0|2024-08-04 13:57:47.797073
76|hp|80|0|2024-08-04 13:57:47.797073
76|attack|120|0|2024-08-04 13:57:47.797073
76|defense|130|3|2024-08-04 13:57:47.797073
76|special-attack|55|0|2024-08-04 13:57:47.797073
76|special-defense|65|0|2024-08-04 13:57:47.797073
76|speed|45|0|2024-08-04 13:57:47.797073
77|hp|50|0|2024-08-04 13:57:47.797073
77|attack|85|0|2024-08-04 13:57:47.797073
77|defense|55|0|2024-08-04 13:57:47.797073
77|special-attack|65|0|2024-08-04 13:57:47.797073
77|special-defense|65|0|2024-08-04 13:57:47.797073
77|speed|90|1|2024-08-04 13:57:47.797073
78|hp|65|0|2024-08-04 13:57:47.797073
78|attack|100|0|2024-08-04 13:57:47.797073
78|defense|70|0|2024-08-04 13:57:47.797073
78|special-attack|80|0|2024-08-04 13:57:47.797073
78|special-defense|80|0|2024-08-04 13:57:47.797073
78|speed|105|2|2024-08-04 13:57:47.797073
79|hp|90|1|2024-08-04 13:57:47.797073
79|attack|65|0|2024-08-04 13:57:47.797073
79|defense|65|0|2024-08-04 13:57:47.797073
79|special-attack|40|0|2024-08-04 13:57:47.797073
79|special-defense|40|0|2024-08-04 13:57:47.797073
79|speed|15|0|2024-08-04 13:57:47.797073
80|hp|95|0|2024-08-04 13:57:47.797073
80|attack|75|0|2024-08-04 13:57:47.797073
80|defense|110|2|2024-08-04 13:57:47.797073
80|special-attack|100|0|2024-08-04 13:57:47.797073
80|special-defense|80|0|2024-08-04 13:57:47.797073
80|speed|30|0|2024-08-04 13:57:47.797073
81|hp|25|0|2024-08-04 13:57:47.797073
81|attack|35|0|2024-08-04 13:57:47.797073
81|defense|70|0|2024-08-04 13:57:47.797073
81|special-attack|95|1|2024-08-04 13:57:47.797073
81|special-defense|55|0|2024-08-04 13:57:47.797073
81|speed|45|0|2024-08-04 13:57:47.797073
82|hp|50|0|2024-08-04 13:57:47.797073
82|attack|60|0|2024-08-04 13:57:47.797073
82|defense|95|0|2024-08-04 13:57:47.797073
82|special-attack|120|2|2024-08-04 13:57:47.797073
82|special-defense|70|0|2024-08-04 13:57:47.797073
82|speed|70|0|2024-08-04 13:57:47.797073
83|hp|52|0|2024-08-04 13:57:47.797073
83|attack|90|1|2024-08-04 13:57:47.797073
83|defense|55|0|2024-08-04 13:57:47.797073
83|special-attack|58|0|2024-08-04 13:57:47.797073
83|special-defense|62|0|2024-08-04 13:57:47.797073
83|speed|60|0|2024-08-04 13:57:47.797073
84|hp|35|0|2024-08-04 13:57:47.797073
84|attack|85|1|2024-08-04 13:57:47.797073
84|defense|45|0|2024-08-04 13:57:47.797073
84|special-attack|35|0|2024-08-04 13:57:47.797073
84|special-defense|35|0|2024-08-04 13:57:47.797073
84|speed|75|0|2024-08-04 13:57:47.797073
85|hp|60|0|2024-08-04 13:57:47.797073
85|attack|110|2|2024-08-04 13:57:47.797073
85|defense|70|0|2024-08-04 13:57:47.797073
85|special-attack|60|0|2024-08-04 13:57:47.797073
85|special-defense|60|0|2024-08-04 13:57:47.797073
85|speed|110|0|2024-08-04 13:57:47.797073
86|hp|65|0|2024-08-04 13:57:47.797073
86|attack|45|0|2024-08-04 13:57:47.797073
86|defense|55|0|2024-08-04 13:57:47.797073
86|special-attack|45|0|2024-08-04 13:57:47.797073
86|special-defense|70|1|2024-08-04 13:57:47.797073
86|speed|45|0|2024-08-04 13:57:47.797073
87|hp|90|0|2024-08-04 13:57:47.797073
87|attack|70|0|2024-08-04 13:57:47.797073
87|defense|80|0|2024-08-04 13:57:47.797073
87|special-attack|70|0|2024-08-04 13:57:47.797073
87|special-defense|95|2|2024-08-04 13:57:47.797073
87|speed|70|0|2024-08-04 13:57:47.797073
88|hp|80|1|2024-08-04 13:57:47.797073
88|attack|80|0|2024-08-04 13:57:47.797073
88|defense|50|0|2024-08-04 13:57:47.797073
88|special-attack|40|0|2024-08-04 13:57:47.797073
88|special-defense|50|0|2024-08-04 13:57:47.797073
88|speed|25|0|2024-08-04 13:57:47.797073
89|hp|105|1|2024-08-04 13:57:47.797073
89|attack|105|1|2024-08-04 13:57:47.797073
89|defense|75|0|2024-08-04 13:57:47.797073
89|special-attack|65|0|2024-08-04 13:57:47.797073
89|special-defense|100|0|2024-08-04 13:57:47.797073
89|speed|50|0|2024-08-04 13:57:47.797073
90|hp|30|0|2024-08-04 13:57:47.797073
90|attack|65|0|2024-08-04 13:57:47.797073
90|defense|100|1|2024-08-04 13:57:47.797073
90|special-attack|45|0|2024-08-04 13:57:47.797073
90|special-defense|25|0|2024-08-04 13:57:47.797073
90|speed|40|0|2024-08-04 13:57:47.797073
91|hp|50|0|2024-08-04 13:57:47.797073
91|attack|95|0|2024-08-04 13:57:47.797073
91|defense|180|2|2024-08-04 13:57:47.797073
