pkmn_id|game_version|extraer_datetime
3|firered|2024-08-04 13:57:47.797073
3|leafgreen|2024-08-04 13:57:47.797073
3|diamond|2024-08-04 13:57:47.797073
3|pearl|2024-08-04 13:57:47.797073
3|platinum|2024-08-04 13:57:47.797073
3|heartgold|2024-08-04 13:57:47.797073
3|soulsilver|2024-08-04 13:57:47.797073
3|black|2024-08-04 13:57:47.797073
3|white|2024-08-04 13:57:47.797073
3|black-2|2024-08-04 13:57:47.797073
3|white-2|2024-08-04 13:57:47.797073
4|red|2024-08-04 13:57:47.797073
4|blue|2024-08-04 13:57:47.797073
4|yellow|2024-08-04 13:57:47.797073
4|gold|2024-08-04 13:57:47.797073
4|silver|2024-08-04 13:57:47.797073
4|crystal|2024-08-04 13:57:47.797073
4|ruby|2024-08-04 13:57:47.797073
4|sapphire|2024-08-04 13:57:47.797073
4|emerald|2024-08-04 13:57:47.797073
4|firered|2024-08-04 13:57:47.797073
4|leafgreen|2024-08-04 13:57:47.797073
4|diamond|2024-08-04 13:57:47.797073
4|pearl|2024-08-04 13:57:47.797073
4|platinum|2024-08-04 13:57:47.797073
4|heartgold|2024-08-04 13:57:47.797073
4|soulsilver|2024-08-04 13:57:47.797073
4|black|2024-08-04 13:57:47.797073
4|white|2024-08-04 13:57:47.797073
4|black-2|2024-08-04 13:57:47.797073
4|white-2|2024-08-04 13:57:47.797073
5|red|2024-08-04 13:57:47.797073
5|blue|2024-08-04 13:57:47.797073
5|yellow|2024-08-04 13:57:47.797073
5|gold|2024-08-04 13:57:47.797073
5|silver|2024-08-04 13:57:47.797073
5|crystal|2024-08-04 13:57:47.797073
5|ruby|2024-08-04 13:57:47.797073
5|sapphire|2024-08-04 13:57:47.797073
5|emerald|2024-08-04 13:57:47.797073
5|firered|2024-08-04 13:57:47.797073
5|leafgreen|2024-08-04 13:57:47.797073
5|diamond|2024-08-04 13:57:47.797073
5|pearl|2024-08-04 13:57:47.797073
5|platinum|2024-08-04 13:57:47.797073
5|heartgold|2024-08-04 13:57:47.797073
5|soulsilver|2024-08-04 13:57:47.797073
5|black|2024-08-04 13:57:47.797073
5|white|2024-08-04 13:57:47.797073
5|black-2|2024-08-04 13:57:47.797073
5|white-2|2024-08-04 13:57:47.797073
6|red|2024-08-04 13:57:47.797073
6|blue|2024-08-04 13:57:47.797073
6|yellow|2024-08-04 13:57:47.797073
6|gold|2024-08-04 13:57:47.797073
6|silver|2024-08-04 13:57:47.797073
6|crystal|2024-08-04 13:57:47.797073
6|ruby|2024-08-04 13:57:47.797073
6|sapphire|2024-08-04 13:57:47.797073
6|emerald|2024-08-04 13:57:47.797073
6|firered|2024-08-04 13:57:47.797073
6|leafgreen|2024-08-04 13:57:47.797073
6|diamond|2024-08-04 13:57:47.797073
6|pearl|2024-08-04 13:57:47.797073
6|platinum|2024-08-04 13:57:47.797073
6|heartgold|2024-08-04 13:57:47.797073
6|soulsilver|2024-08-04 13:57:47.797073
6|black|2024-08-04 13:57:47.797073
6|white|2024-08-04 13:57:47.797073
6|black-2|2024-08-04 13:57:47.797073
6|white-2|2024-08-04 13:57:47.797073
7|red|2024-08-04 13:57:47.797073
7|blue|2024-08-04 13:57:47.797073
7|yellow|2024-08-04 13:57:47.797073
7|gold|2024-08-04 13:57:47.797073
7|silver|2024-08-04 13:57:47.797073
7|crystal|2024-08-04 13:57:47.797073
7|ruby|2024-08-04 13:57:47.797073
7|sapphire|2024-08-04 13:57:47.797073
7|emerald|2024-08-04 13:57:47.797073
7|firered|2024-08-04 13:57:47.797073
7|leafgreen|2024-08-04 13:57:47.797073
7|diamond|2024-08-04 13:57:47.797073
7|pearl|2024-08-04 13:57:47.797073
7|platinum|2024-08-04 13:57:47.797073
7|heartgold|2024-08-04 13:57:47.797073
7|soulsilver|2024-08-04 13:57:47.797073
7|black|2024-08-04 13:57:47.797073
7|white|2024-08-04 13:57:47.797073
7|black-2|2024-08-04 13:57:47.797073
7|white-2|2024-08-04 13:57:47.797073
8|red|2024-08-04 13:57:47.797073
8|blue|2024-08-04 13:57:47.797073
8|yellow|2024-08-04 13:57:47.797073
8|gold|2024-08-04 13:57:47.797073
8|silver|2024-08-04 13:57:47.797073
8|crystal|2024-08-04 13:57:47.797073
8|ruby|2024-08-04 13:57:47.797073
8|sapphire|2024-08-04 13:57:47.797073
8|emerald|2024-08-04 13:57:47.797073
8|firered|2024-08-04 13:57:47.797073
8|leafgreen|2024-08-04 13:57:47.797073
8|diamond|2024-08-04 13:57:47.797073
8|pearl|2024-08-04 13:57:47.797073
8|platinum|2024-08-04 13:57:47.797073
8|heartgold|2024-08-04 13:57:47.797073
8|soulsilver|2024-08-04 13:57:47.797073
8|black|2024-08-04 13:57:47.797073
8|white|2024-08-04 13:57:47.797073
8|black-2|2024-08-04 13:57:47.797073
8|white-2|2024-08-04 13:57:47.797073
9|red|2024-08-04 13:57:47.797073
9|blue|2024-08-04 13:57:47.797073
9|yellow|2024-08-04 13:57:47.797073
9|gold|2024-08-04 13:57:47.797073
9|silver|2024-08-04 13:57:47.797073
9|crystal|2024-08-04 13:57:47.797073
9|ruby|2024-08-04 13:57:47.797073
9|sapphire|2024-08-04 13:57:47.797073
9|emerald|2024-08-04 13:57:47.797073
9|firered|2024-08-04 13:57:47.797073
9|leafgreen|2024-08-04 13:57:47.797073
9|diamond|2024-08-04 13:57:47.797073
9|pearl|2024-08-04 13:57:47.797073
9|platinum|2024-08-04 13:57:47.797073
9|heartgold|2024-08-04 13:57:47.797073
9|soulsilver|2024-08-04 13:57:47.797073
9|black|2024-08-04 13:57:47.797073
9|white|2024-08-04 13:57:47.797073
9|black-2|2024-08-04 13:57:47.797073
9|white-2|2024-08-04 13:57:47.797073
10|red|2024-08-04 13:57:47.797073
10|blue|2024-08-04 13:57:47.797073
10|yellow|2024-08-04 13:57:47.797073
10|gold|2024-08-04 13:57:47.797073
10|silver|2024-08-04 13:57:47.797073
10|crystal|2024-08-04 13:57:47.797073
10|ruby|2024-08-04 13:57:47.797073
10|sapphire|2024-08-04 13:57:47.797073
10|emerald|2024-08-04 13:57:47.797073
10|firered|2024-08-04 13:57:47.797073
10|leafgreen|2024-08-04 13:57:47.797073
10|diamond|2024-08-04 13:57:47.797073
10|pearl|2024-08-04 13:57:47.797073
10|platinum|2024-08-04 13:57:47.797073
10|heartgold|2024-08-04 13:57:47.797073
10|soulsilver|2024-08-04 13:57:47.797073
10|black|2024-08-04 13:57:47.797073
10|white|2024-08-04 13:57:47.797073
10|black-2|2024-08-04 13:57:47.797073
10|white-2|2024-08-04 13:57:47.797073
11|red|2024-08-04 13:57:47.797073
11|blue|2024-08-04 13:57:47.797073
11|yellow|2024-08-04 13:57:47.797073
11|gold|2024-08-04 13:57:47.797073
11|silver|2024-08-04 13:57:47.797073
11|crystal|2024-08-04 13:57:47.797073
11|ruby|2024-08-04 13:57:47.797073
11|sapphire|2024-08-04 13:57:47.797073
11|emerald|2024-08-04 13:57:47.797073
11|firered|2024-08-04 13:57:47.797073
11|leafgreen|2024-08-04 13:57:47.797073
11|diamond|2024-08-04 13:57:47.797073
11|pearl|2024-08-04 13:57:47.797073
11|platinum|2024-08-04 13:57:47.797073
11|heartgold|2024-08-04 13:57:47.797073
11|soulsilver|2024-08-04 13:57:47.797073
11|black|2024-08-04 13:57:47.797073
11|white|2024-08-04 13:57:47.797073
11|black-2|2024-08-04 13:57:47.797073
11|white-2|2024-08-04 13:57:47.797073
12|red|2024-08-04 13:57:47.797073
12|blue|2024-08-04 13:57:47.797073
12|yellow|2024-08-04 13:57:47.797073
12|gold|2024-08-04 13:57:47.797073
12|silver|2024-08-04 13:57:47.797073
12|crystal|2024-08-04 13:57:47.797073
12|ruby|2024-08-04 13:57:47.797073
12|sapphire|2024-08-04 13:57:47.797073
12|emerald|2024-08-04 13:57:47.797073
12|firered|2024-08-04 13:57:47.797073
12|leafgreen|2024-08-04 13:57:47.797073
12|diamond|2024-08-04 13:57:47.797073
12|pearl|2024-08-04 13:57:47.797073
12|platinum|2024-08-04 13:57:47.797073
12|heartgold|2024-08-04 13:57:47.797073
12|soulsilver|2024-08-04 13:57:47.797073
12|black|2024-08-04 13:57:47.797073
12|white|2024-08-04 13:57:47.797073
12|black-2|2024-08-04 13:57:47.797073
12|white-2|2024-08-04 13:57:47.797073
13|red|2024-08-04 13:57:47.797073
13|blue|2024-08-04 13:57:47.797073
13|yellow|2024-08-04 13:57:47.797073
13|gold|2024-08-04 13:57:47.797073
13|silver|2024-08-04 13:57:47.797073
13|crystal|2024-08-04 13:57:47.797073
13|ruby|2024-08-04 13:57:47.797073
13|sapphire|2024-08-04 13:57:47.797073
13|emerald|2024-08-04 13:57:47.797073
13|firered|2024-08-04 13:57:47.797073
13|leafgreen|2024-08-04 13:57:47.797073
13|diamond|2024-08-04 13:57:47.797073
13|pearl|2024-08-04 13:57:47.797073
13|platinum|2024-08-04 13:57:47.797073
13|heartgold|2024-08-04 13:57:47.797073
13|soulsilver|2024-08-04 13:57:47.797073
13|black|2024-08-04 13:57:47.797073
13|white|2024-08-04 13:57:47.797073
13|black-2|2024-08-04 13:57:47.797073
13|white-2|2024-08-04 13:57:47.797073
14|red|2024-08-04 13:57:47.797073
14|blue|2024-08-04 13:57:47.797073
14|yellow|2024-08-04 13:57:47.797073
14|gold|2024-08-04 13:57:47.797073
14|silver|2024-08-04 13:57:47.797073
14|crystal|2024-08-04 13:57:47.797073
14|ruby|2024-08-04 13:57:47.797073
14|sapphire|2024-08-04 13:57:47.797073
14|emerald|2024-08-04 13:57:47.797073
14|firered|2024-08-04 13:57:47.797073
14|leafgreen|2024-08-04 13:57:47.797073
14|diamond|2024-08-04 13:57:47.797073
14|pearl|2024-08-04 13:57:47.797073
14|platinum|2024-08-04 13:57:47.797073
14|heartgold|2024-08-04 13:57:47.797073
14|soulsilver|2024-08-04 13:57:47.797073
14|black|2024-08-04 13:57:47.797073
14|white|2024-08-04 13:57:47.797073
14|black-2|2024-08-04 13:57:47.797073
14|white-2|2024-08-04 13:57:47.797073
15|red|2024-08-04 13:57:47.797073
15|blue|2024-08-04 13:57:47.797073
15|yellow|2024-08-04 13:57:47.797073
15|gold|2024-08-04 13:57:47.797073
15|silver|2024-08-04 13:57:47.797073
15|crystal|2024-08-04 13:57:47.797073
15|ruby|2024-08-04 13:57:47.797073
15|sapphire|2024-08-04 13:57:47.797073
15|emerald|2024-08-04 13:57:47.797073
15|firered|2024-08-04 13:57:47.797073
15|leafgreen|2024-08-04 13:57:47.797073
15|diamond|2024-08-04 13:57:47.797073
15|pearl|2024-08-04 13:57:47.797073
15|platinum|2024-08-04 13:57:47.797073
15|heartgold|2024-08-04 13:57:47.797073
15|soulsilver|2024-08-04 13:57:47.797073
15|black|2024-08-04 13:57:47.797073
15|white|2024-08-04 13:57:47.797073
15|black-2|2024-08-04 13:57:47.797073
15|white-2|2024-08-04 13:57:47.797073
16|red|2024-08-04 13:57:47.797073
16|blue|2024-08-04 13:57:47.797073
16|yellow|2024-08-04 13:57:47.797073
16|gold|2024-08-04 13:57:47.797073
16|silver|2024-08-04 13:57:47.797073
16|crystal|2024-08-04 13:57:47.797073
16|ruby|2024-08-04 13:57:47.797073
16|sapphire|2024-08-04 13:57:47.797073
16|emerald|2024-08-04 13:57:47.797073
16|firered|2024-08-04 13:57:47.797073
16|leafgreen|2024-08-04 13:57:47.797073
16|diamond|2024-08-04 13:57:47.797073
16|pearl|2024-08-04 13:57:47.797073
16|platinum|2024-08-04 13:57:47.797073
16|heartgold|2024-08-04 13:57:47.797073
16|soulsilver|2024-08-04 13:57:47.797073
16|black|2024-08-04 13:57:47.797073
16|white|2024-08-04 13:57:47.797073
16|black-2|2024-08-04 13:57:47.797073
16|white-2|2024-08-04 13:57:47.797073
17|red|2024-08-04 13:57:47.797073
17|blue|2024-08-04 13:57:47.797073
17|yellow|2024-08-04 13:57:47.797073
17|gold|2024-08-04 13:57:47.797073
17|silver|2024-08-04 13:57:47.797073
17|crystal|2024-08-04 13:57:47.797073
17|ruby|2024-08-04 13:57:47.797073
17|sapphire|2024-08-04 13:57:47.797073
17|emerald|2024-08-04 13:57:47.797073
17|firered|2024-08-04 13:57:47.797073
17|leafgreen|2024-08-04 13:57:47.797073
17|diamond|2024-08-04 13:57:47.797073
17|pearl|2024-08-04 13:57:47.797073
17|platinum|2024-08-04 13:57:47.797073
17|heartgold|2024-08-04 13:57:47.797073
17|soulsilver|2024-08-04 13:57:47.797073
17|black|2024-08-04 13:57:47.797073
17|white|2024-08-04 13:57:47.797073
17|black-2|2024-08-04 13:57:47.797073
17|white-2|2024-08-04 13:57:47.797073
18|red|2024-08-04 13:57:47.797073
18|blue|2024-08-04 13:57:47.797073
18|yellow|2024-08-04 13:57:47.797073
18|gold|2024-08-04 13:57:47.797073
18|silver|2024-08-04 13:57:47.797073
18|crystal|2024-08-04 13:57:47.797073
18|ruby|2024-08-04 13:57:47.797073
18|sapphire|2024-08-04 13:57:47.797073
18|emerald|2024-08-04 13:57:47.797073
18|firered|2024-08-04 13:57:47.797073
18|leafgreen|2024-08-04 13:57:47.797073
18|diamond|2024-08-04 13:57:47.797073
18|pearl|2024-08-04 13:57:47.797073
18|platinum|2024-08-04 13:57:47.797073
18|heartgold|2024-08-04 13:57:47.797073
18|soulsilver|2024-08-04 13:57:47.797073
18|black|2024-08-04 13:57:47.797073
18|white|2024-08-04 13:57:47.797073
18|black-2|2024-08-04 13:57:47.797073
18|white-2|2024-08-04 13:57:47.797073
19|red|2024-08-04 13:57:47.797073
19|blue|2024-08-04 13:57:47.797073
19|yellow|2024-08-04 13:57:47.797073
19|gold|2024-08-04 13:57:47.797073
19|silver|2024-08-04 13:57:47.797073
19|crystal|2024-08-04 13:57:47.797073
19|ruby|2024-08-04 13:57:47.797073
19|sapphire|2024-08-04 13:57:47.797073
19|emerald|2024-08-04 13:57:47.797073
19|firered|2024-08-04 13:57:47.797073
19|leafgreen|2024-08-04 13:57:47.797073
19|diamond|2024-08-04 13:57:47.797073
19|pearl|2024-08-04 13:57:47.797073
19|platinum|2024-08-04 13:57:47.797073
19|heartgold|2024-08-04 13:57:47.797073
19|soulsilver|2024-08-04 13:57:47.797073
19|black|2024-08-04 13:57:47.797073
19|white|2024-08-04 13:57:47.797073
19|black-2|2024-08-04 13:57:47.797073
19|white-2|2024-08-04 13:57:47.797073
20|red|2024-08-04 13:57:47.797073
20|blue|2024-08-04 13:57:47.797073
20|yellow|2024-08-04 13:57:47.797073
20|gold|2024-08-04 13:57:47.797073
20|silver|2024-08-04 13:57:47.797073
20|crystal|2024-08-04 13:57:47.797073
20|ruby|2024-08-04 13:57:47.797073
20|sapphire|2024-08-04 13:57:47.797073
20|emerald|2024-08-04 13:57:47.797073
20|firered|2024-08-04 13:57:47.797073
20|leafgreen|2024-08-04 13:57:47.797073
20|diamond|2024-08-04 13:57:47.797073
20|pearl|2024-08-04 13:57:47.797073
20|platinum|2024-08-04 13:57:47.797073
20|heartgold|2024-08-04 13:57:47.797073
20|soulsilver|2024-08-04 13:57:47.797073
20|black|2024-08-04 13:57:47.797073
20|white|2024-08-04 13:57:47.797073
20|black-2|2024-08-04 13:57:47.797073
20|white-2|2024-08-04 13:57:47.797073
21|red|2024-08-04 13:57:47.797073
21|blue|2024-08-04 13:57:47.797073
21|yellow|2024-08-04 13:57:47.797073
21|gold|2024-08-04 13:57:47.797073
21|silver|2024-08-04 13:57:47.797073
21|crystal|2024-08-04 13:57:47.797073
21|ruby|2024-08-04 13:57:47.797073
21|sapphire|2024-08-04 13:57:47.797073
21|emerald|2024-08-04 13:57:47.797073
21|firered|2024-08-04 13:57:47.797073
21|leafgreen|2024-08-04 13:57:47.797073
21|diamond|2024-08-04 13:57:47.797073
21|pearl|2024-08-04 13:57:47.797073
21|platinum|2024-08-04 13:57:47.797073
21|heartgold|2024-08-04 13:57:47.797073
21|soulsilver|2024-08-04 13:57:47.797073
21|black|2024-08-04 13:57:47.797073
21|white|2024-08-04 13:57:47.797073
21|black-2|2024-08-04 13:57:47.797073
21|white-2|2024-08-04 13:57:47.797073
22|red|2024-08-04 13:57:47.797073
22|blue|2024-08-04 13:57:47.797073
22|yellow|2024-08-04 13:57:47.797073
22|gold|2024-08-04 13:57:47.797073
22|silver|2024-08-04 13:57:47.797073
22|crystal|2024-08-04 13:57:47.797073
22|ruby|2024-08-04 13:57:47.797073
22|sapphire|2024-08-04 13:57:47.797073
22|emerald|2024-08-04 13:57:47.797073
22|firered|2024-08-04 13:57:47.797073
22|leafgreen|2024-08-04 13:57:47.797073
22|diamond|2024-08-04 13:57:47.797073
22|pearl|2024-08-04 13:57:47.797073
22|platinum|2024-08-04 13:57:47.797073
22|heartgold|2024-08-04 13:57:47.797073
22|soulsilver|2024-08-04 13:57:47.797073
22|black|2024-08-04 13:57:47.797073
22|white|2024-08-04 13:57:47.797073
22|black-2|2024-08-04 13:57:47.797073
22|white-2|2024-08-04 13:57:47.797073
23|red|2024-08-04 13:57:47.797073
23|blue|2024-08-04 13:57:47.797073
23|yellow|2024-08-04 13:57:47.797073
23|gold|2024-08-04 13:57:47.797073
23|silver|2024-08-04 13:57:47.797073
23|crystal|2024-08-04 13:57:47.797073
23|ruby|2024-08-04 13:57:47.797073
23|sapphire|2024-08-04 13:57:47.797073
23|emerald|2024-08-04 13:57:47.797073
23|firered|2024-08-04 13:57:47.797073
23|leafgreen|2024-08-04 13:57:47.797073
23|diamond|2024-08-04 13:57:47.797073
23|pearl|2024-08-04 13:57:47.797073
23|platinum|2024-08-04 13:57:47.797073
23|heartgold|2024-08-04 13:57:47.797073
23|soulsilver|2024-08-04 13:57:47.797073
23|black|2024-08-04 13:57:47.797073
23|white|2024-08-04 13:57:47.797073
23|black-2|2024-08-04 13:57:47.797073
23|white-2|2024-08-04 13:57:47.797073
24|red|2024-08-04 13:57:47.797073
24|blue|2024-08-04 13:57:47.797073
24|yellow|2024-08-04 13:57:47.797073
24|gold|2024-08-04 13:57:47.797073
24|silver|2024-08-04 13:57:47.797073
24|crystal|2024-08-04 13:57:47.797073
24|ruby|2024-08-04 13:57:47.797073
24|sapphire|2024-08-04 13:57:47.797073
24|emerald|2024-08-04 13:57:47.797073
24|firered|2024-08-04 13:57:47.797073
24|leafgreen|2024-08-04 13:57:47.797073
24|diamond|2024-08-04 13:57:47.797073
24|pearl|2024-08-04 13:57:47.797073
24|platinum|2024-08-04 13:57:47.797073
24|heartgold|2024-08-04 13:57:47.797073
24|soulsilver|2024-08-04 13:57:47.797073
24|black|2024-08-04 13:57:47.797073
24|white|2024-08-04 13:57:47.797073
24|black-2|2024-08-04 13:57:47.797073
24|white-2|2024-08-04 13:57:47.797073
25|red|2024-08-04 13:57:47.797073
25|blue|2024-08-04 13:57:47.797073
25|yellow|2024-08-04 13:57:47.797073
25|gold|2024-08-04 13:57:47.797073
25|silver|2024-08-04 13:57:47.797073
25|crystal|2024-08-04 13:57:47.797073
25|ruby|2024-08-04 13:57:47.797073
25|sapphire|2024-08-04 13:57:47.797073
25|emerald|2024-08-04 13:57:47.797073
25|firered|2024-08-04 13:57:47.797073
25|leafgreen|2024-08-04 13:57:47.797073
25|diamond|2024-08-04 13:57:47.797073
25|pearl|2024-08-04 13:57:47.797073
25|platinum|2024-08-04 13:57:47.797073
25|heartgold|2024-08-04 13:57:47.797073
25|soulsilver|2024-08-04 13:57:47.797073
25|black|2024-08-04 13:57:47.797073
25|white|2024-08-04 13:57:47.797073
25|black-2|2024-08-04 13:57:47.797073
25|white-2|2024-08-04 13:57:47.797073
26|red|2024-08-04 13:57:47.797073
26|blue|2024-08-04 13:57:47.797073
26|yellow|2024-08-04 13:57:47.797073
26|gold|2024-08-04 13:57:47.797073
26|silver|2024-08-04 13:57:47.797073
26|crystal|2024-08-04 13:57:47.797073
26|ruby|2024-08-04 13:57:47.797073
26|sapphire|2024-08-04 13:57:47.797073
26|emerald|2024-08-04 13:57:47.797073
26|firered|2024-08-04 13:57:47.797073
26|leafgreen|2024-08-04 13:57:47.797073
26|diamond|2024-08-04 13:57:47.797073
26|pearl|2024-08-04 13:57:47.797073
26|platinum|2024-08-04 13:57:47.797073
26|heartgold|2024-08-04 13:57:47.797073
26|soulsilver|2024-08-04 13:57:47.797073
26|black|2024-08-04 13:57:47.797073
26|white|2024-08-04 13:57:47.797073
26|black-2|2024-08-04 13:57:47.797073
26|white-2|2024-08-04 13:57:47.797073
27|red|2024-08-04 13:57:47.797073
27|blue|2024-08-04 13:57:47.797073
27|yellow|2024-08-04 13:57:47.797073
27|gold|2024-08-04 13:57:47.797073
27|silver|2024-08-04 13:57:47.797073
27|crystal|2024-08-04 13:57:47.797073
27|ruby|2024-08-04 13:57:47.797073
27|sapphire|2024-08-04 13:57:47.797073
27|emerald|2024-08-04 13:57:47.797073
27|firered|2024-08-04 13:57:47.797073
27|leafgreen|2024-08-04 13:57:47.797073
27|diamond|2024-08-04 13:57:47.797073
27|pearl|2024-08-04 13:57:47.797073
27|platinum|2024-08-04 13:57:47.797073
27|heartgold|2024-08-04 13:57:47.797073
27|soulsilver|2024-08-04 13:57:47.797073
27|black|2024-08-04 13:57:47.797073
27|white|2024-08-04 13:57:47.797073
27|black-2|2024-08-04 13:57:47.797073
27|white-2|2024-08-04 13:57:47.797073
28|red|2024-08-04 13:57:47.797073
28|blue|2024-08-04 13:57:47.797073
28|yellow|2024-08-04 13:57:47.797073
28|gold|2024-08-04 13:57:47.797073
28|silver|2024-08-04 13:57:47.797073
28|crystal|2024-08-04 13:57:47.797073
28|ruby|2024-08-04 13:57:47.797073
28|sapphire|2024-08-04 13:57:47.797073
28|emerald|2024-08-04 13:57:47.797073
28|firered|2024-08-04 13:57:47.797073
28|leafgreen|2024-08-04 13:57:47.797073
28|diamond|2024-08-04 13:57:47.797073
28|pearl|2024-08-04 13:57:47.797073
28|platinum|2024-08-04 13:57:47.797073
28|heartgold|2024-08-04 13:57:47.797073
28|soulsilver|2024-08-04 13:57:47.797073
28|black|2024-08-04 13:57:47.797073
28|white|2024-08-04 13:57:47.797073
28|black-2|2024-08-04 13:57:47.797073
28|white-2|2024-08-04 13:57:47.797073
29|red|2024-08-04 13:57:47.797073
29|blue|2024-08-04 13:57:47.797073
29|yellow|2024-08-04 13:57:47.797073
29|gold|2024-08-04 13:57:47.797073
29|silver|2024-08-04 13:57:47.797073
29|crystal|2024-08-04 13:57:47.797073
29|ruby|2024-08-04 13:57:47.797073
29|sapphire|2024-08-04 13:57:47.797073
29|emerald|2024-08-04 13:57:47.797073
29|firered|2024-08-04 13:57:47.797073
29|leafgreen|2024-08-04 13:57:47.797073
29|diamond|2024-08-04 13:57:47.797073
29|pearl|2024-08-04 13:57:47.797073
29|platinum|2024-08-04 13:57:47.797073
29|heartgold|2024-08-04 13:57:47.797073
29|soulsilver|2024-08-04 13:57:47.797073
29|black|2024-08-04 13:57:47.797073
29|white|2024-08-04 13:57:47.797073
29|black-2|2024-08-04 13:57:47.797073
29|white-2|2024-08-04 13:57:47.797073
30|red|2024-08-04 13:57:47.797073
30|blue|2024-08-04 13:57:47.797073
30|yellow|2024-08-04 13:57:47.797073
30|gold|2024-08-04 13:57:47.797073
30|silver|2024-08-04 13:57:47.797073
30|crystal|2024-08-04 13:57:47.797073
30|ruby|2024-08-04 13:57:47.797073
30|sapphire|2024-08-04 13:57:47.797073
30|emerald|2024-08-04 13:57:47.797073
30|firered|2024-08-04 13:57:47.797073
30|leafgreen|2024-08-04 13:57:47.797073
30|diamond|2024-08-04 13:57:47.797073
30|pearl|2024-08-04 13:57:47.797073
30|platinum|2024-08-04 13:57:47.797073
30|heartgold|2024-08-04 13:57:47.797073
30|soulsilver|2024-08-04 13:57:47.797073
30|black|2024-08-04 13:57:47.797073
30|white|2024-08-04 13:57:47.797073
30|black-2|2024-08-04 13:57:47.797073
30|white-2|2024-08-04 13:57:47.797073
31|red|2024-08-04 13:57:47.797073
31|blue|2024-08-04 13:57:47.797073
31|yellow|2024-08-04 13:57:47.797073
31|gold|2024-08-04 13:57:47.797073
31|silver|2024-08-04 13:57:47.797073
31|crystal|2024-08-04 13:57:47.797073
31|ruby|2024-08-04 13:57:47.797073
31|sapphire|2024-08-04 13:57:47.797073
31|emerald|2024-08-04 13:57:47.797073
31|firered|2024-08-04 13:57:47.797073
31|leafgreen|2024-08-04 13:57:47.797073
31|diamond|2024-08-04 13:57:47.797073
31|pearl|2024-08-04 13:57:47.797073
31|platinum|2024-08-04 13:57:47.797073
31|heartgold|2024-08-04 13:57:47.797073
31|soulsilver|2024-08-04 13:57:47.797073
31|black|2024-08-04 13:57:47.797073
31|white|2024-08-04 13:57:47.797073
31|black-2|2024-08-04 13:57:47.797073
31|white-2|2024-08-04 13:57:47.797073
32|red|2024-08-04 13:57:47.797073
32|blue|2024-08-04 13:57:47.797073
32|yellow|2024-08-04 13:57:47.797073
32|gold|2024-08-04 13:57:47.797073
32|silver|2024-08-04 13:57:47.797073
32|crystal|2024-08-04 13:57:47.797073
32|ruby|2024-08-04 13:57:47.797073
32|sapphire|2024-08-04 13:57:47.797073
32|emerald|2024-08-04 13:57:47.797073
32|firered|2024-08-04 13:57:47.797073
32|leafgreen|2024-08-04 13:57:47.797073
32|diamond|2024-08-04 13:57:47.797073
32|pearl|2024-08-04 13:57:47.797073
32|platinum|2024-08-04 13:57:47.797073
32|heartgold|2024-08-04 13:57:47.797073
32|soulsilver|2024-08-04 13:57:47.797073
32|black|2024-08-04 13:57:47.797073
32|white|2024-08-04 13:57:47.797073
32|black-2|2024-08-04 13:57:47.797073
32|white-2|2024-08-04 13:57:47.797073
