pkmn_id|name|stat|effort|extraer_datetime
36|speed|60|0|2024-08-09 10:49:15.049744
37|hp|38|0|2024-08-09 10:49:15.049744
37|attack|41|0|2024-08-09 10:49:15.049744
37|defense|40|0|2024-08-09 10:49:15.049744
37|special-attack|50|0|2024-08-09 10:49:15.049744
37|special-defense|65|0|2024-08-09 10:49:15.049744
37|speed|65|1|2024-08-09 10:49:15.049744
38|hp|73|0|2024-08-09 10:49:15.049744
38|attack|76|0|2024-08-09 10:49:15.049744
38|defense|75|0|2024-08-09 10:49:15.049744
38|special-attack|81|0|2024-08-09 10:49:15.049744
38|special-defense|100|1|2024-08-09 10:49:15.049744
38|speed|100|1|2024-08-09 10:49:15.049744
39|hp|115|2|2024-08-09 10:49:15.049744
39|attack|45|0|2024-08-09 10:49:15.049744
39|defense|20|0|2024-08-09 10:49:15.049744
39|special-attack|45|0|2024-08-09 10:49:15.049744
39|special-defense|25|0|2024-08-09 10:49:15.049744
39|speed|20|0|2024-08-09 10:49:15.049744
40|hp|140|3|2024-08-09 10:49:15.049744
40|attack|70|0|2024-08-09 10:49:15.049744
40|defense|45|0|2024-08-09 10:49:15.049744
40|special-attack|85|0|2024-08-09 10:49:15.049744
40|special-defense|50|0|2024-08-09 10:49:15.049744
40|speed|45|0|2024-08-09 10:49:15.049744
41|hp|40|0|2024-08-09 10:49:15.049744
41|attack|45|0|2024-08-09 10:49:15.049744
41|defense|35|0|2024-08-09 10:49:15.049744
41|special-attack|30|0|2024-08-09 10:49:15.049744
41|special-defense|40|0|2024-08-09 10:49:15.049744
41|speed|55|1|2024-08-09 10:49:15.049744
42|hp|75|0|2024-08-09 10:49:15.049744
42|attack|80|0|2024-08-09 10:49:15.049744
42|defense|70|0|2024-08-09 10:49:15.049744
42|special-attack|65|0|2024-08-09 10:49:15.049744
42|special-defense|75|0|2024-08-09 10:49:15.049744
42|speed|90|2|2024-08-09 10:49:15.049744
43|hp|45|0|2024-08-09 10:49:15.049744
43|attack|50|0|2024-08-09 10:49:15.049744
43|defense|55|0|2024-08-09 10:49:15.049744
43|special-attack|75|1|2024-08-09 10:49:15.049744
43|special-defense|65|0|2024-08-09 10:49:15.049744
43|speed|30|0|2024-08-09 10:49:15.049744
44|hp|60|0|2024-08-09 10:49:15.049744
44|attack|65|0|2024-08-09 10:49:15.049744
44|defense|70|0|2024-08-09 10:49:15.049744
44|special-attack|85|2|2024-08-09 10:49:15.049744
44|special-defense|75|0|2024-08-09 10:49:15.049744
44|speed|40|0|2024-08-09 10:49:15.049744
45|hp|75|0|2024-08-09 10:49:15.049744
45|attack|80|0|2024-08-09 10:49:15.049744
45|defense|85|0|2024-08-09 10:49:15.049744
45|special-attack|110|3|2024-08-09 10:49:15.049744
45|special-defense|90|0|2024-08-09 10:49:15.049744
45|speed|50|0|2024-08-09 10:49:15.049744
46|hp|35|0|2024-08-09 10:49:15.049744
46|attack|70|1|2024-08-09 10:49:15.049744
46|defense|55|0|2024-08-09 10:49:15.049744
46|special-attack|45|0|2024-08-09 10:49:15.049744
46|special-defense|55|0|2024-08-09 10:49:15.049744
46|speed|25|0|2024-08-09 10:49:15.049744
47|hp|60|0|2024-08-09 10:49:15.049744
47|attack|95|2|2024-08-09 10:49:15.049744
47|defense|80|1|2024-08-09 10:49:15.049744
47|special-attack|60|0|2024-08-09 10:49:15.049744
47|special-defense|80|0|2024-08-09 10:49:15.049744
47|speed|30|0|2024-08-09 10:49:15.049744
48|hp|60|0|2024-08-09 10:49:15.049744
48|attack|55|0|2024-08-09 10:49:15.049744
48|defense|50|0|2024-08-09 10:49:15.049744
48|special-attack|40|0|2024-08-09 10:49:15.049744
48|special-defense|55|1|2024-08-09 10:49:15.049744
48|speed|45|0|2024-08-09 10:49:15.049744
49|hp|70|0|2024-08-09 10:49:15.049744
49|attack|65|0|2024-08-09 10:49:15.049744
49|defense|60|0|2024-08-09 10:49:15.049744
49|special-attack|90|1|2024-08-09 10:49:15.049744
49|special-defense|75|0|2024-08-09 10:49:15.049744
49|speed|90|1|2024-08-09 10:49:15.049744
50|hp|10|0|2024-08-09 10:49:15.049744
50|attack|55|0|2024-08-09 10:49:15.049744
50|defense|25|0|2024-08-09 10:49:15.049744
50|special-attack|35|0|2024-08-09 10:49:15.049744
50|special-defense|45|0|2024-08-09 10:49:15.049744
50|speed|95|1|2024-08-09 10:49:15.049744
51|hp|35|0|2024-08-09 10:49:15.049744
51|attack|100|0|2024-08-09 10:49:15.049744
51|defense|50|0|2024-08-09 10:49:15.049744
51|special-attack|50|0|2024-08-09 10:49:15.049744
51|special-defense|70|0|2024-08-09 10:49:15.049744
51|speed|120|2|2024-08-09 10:49:15.049744
52|hp|40|0|2024-08-09 10:49:15.049744
52|attack|45|0|2024-08-09 10:49:15.049744
52|defense|35|0|2024-08-09 10:49:15.049744
52|special-attack|40|0|2024-08-09 10:49:15.049744
52|special-defense|40|0|2024-08-09 10:49:15.049744
52|speed|90|1|2024-08-09 10:49:15.049744
53|hp|65|0|2024-08-09 10:49:15.049744
53|attack|70|0|2024-08-09 10:49:15.049744
53|defense|60|0|2024-08-09 10:49:15.049744
53|special-attack|65|0|2024-08-09 10:49:15.049744
53|special-defense|65|0|2024-08-09 10:49:15.049744
53|speed|115|2|2024-08-09 10:49:15.049744
54|hp|50|0|2024-08-09 10:49:15.049744
54|attack|52|0|2024-08-09 10:49:15.049744
54|defense|48|0|2024-08-09 10:49:15.049744
54|special-attack|65|1|2024-08-09 10:49:15.049744
54|special-defense|50|0|2024-08-09 10:49:15.049744
54|speed|55|0|2024-08-09 10:49:15.049744
55|hp|80|0|2024-08-09 10:49:15.049744
55|attack|82|0|2024-08-09 10:49:15.049744
55|defense|78|0|2024-08-09 10:49:15.049744
55|special-attack|95|2|2024-08-09 10:49:15.049744
55|special-defense|80|0|2024-08-09 10:49:15.049744
55|speed|85|0|2024-08-09 10:49:15.049744
56|hp|40|0|2024-08-09 10:49:15.049744
56|attack|80|1|2024-08-09 10:49:15.049744
56|defense|35|0|2024-08-09 10:49:15.049744
56|special-attack|35|0|2024-08-09 10:49:15.049744
56|special-defense|45|0|2024-08-09 10:49:15.049744
56|speed|70|0|2024-08-09 10:49:15.049744
57|hp|65|0|2024-08-09 10:49:15.049744
57|attack|105|2|2024-08-09 10:49:15.049744
57|defense|60|0|2024-08-09 10:49:15.049744
57|special-attack|60|0|2024-08-09 10:49:15.049744
57|special-defense|70|0|2024-08-09 10:49:15.049744
57|speed|95|0|2024-08-09 10:49:15.049744
58|hp|55|0|2024-08-09 10:49:15.049744
58|attack|70|1|2024-08-09 10:49:15.049744
58|defense|45|0|2024-08-09 10:49:15.049744
58|special-attack|70|0|2024-08-09 10:49:15.049744
58|special-defense|50|0|2024-08-09 10:49:15.049744
58|speed|60|0|2024-08-09 10:49:15.049744
59|hp|90|0|2024-08-09 10:49:15.049744
59|attack|110|2|2024-08-09 10:49:15.049744
59|defense|80|0|2024-08-09 10:49:15.049744
59|special-attack|100|0|2024-08-09 10:49:15.049744
59|special-defense|80|0|2024-08-09 10:49:15.049744
59|speed|95|0|2024-08-09 10:49:15.049744
60|hp|40|0|2024-08-09 10:49:15.049744
60|attack|50|0|2024-08-09 10:49:15.049744
60|defense|40|0|2024-08-09 10:49:15.049744
60|special-attack|40|0|2024-08-09 10:49:15.049744
60|special-defense|40|0|2024-08-09 10:49:15.049744
60|speed|90|1|2024-08-09 10:49:15.049744
61|hp|65|0|2024-08-09 10:49:15.049744
61|attack|65|0|2024-08-09 10:49:15.049744
61|defense|65|0|2024-08-09 10:49:15.049744
61|special-attack|50|0|2024-08-09 10:49:15.049744
61|special-defense|50|0|2024-08-09 10:49:15.049744
61|speed|90|2|2024-08-09 10:49:15.049744
62|hp|90|0|2024-08-09 10:49:15.049744
62|attack|95|0|2024-08-09 10:49:15.049744
62|defense|95|3|2024-08-09 10:49:15.049744
62|special-attack|70|0|2024-08-09 10:49:15.049744
62|special-defense|90|0|2024-08-09 10:49:15.049744
62|speed|70|0|2024-08-09 10:49:15.049744
63|hp|25|0|2024-08-09 10:49:15.049744
63|attack|20|0|2024-08-09 10:49:15.049744
63|defense|15|0|2024-08-09 10:49:15.049744
63|special-attack|105|1|2024-08-09 10:49:15.049744
63|special-defense|55|0|2024-08-09 10:49:15.049744
63|speed|90|0|2024-08-09 10:49:15.049744
64|hp|40|0|2024-08-09 10:49:15.049744
64|attack|35|0|2024-08-09 10:49:15.049744
64|defense|30|0|2024-08-09 10:49:15.049744
64|special-attack|120|2|2024-08-09 10:49:15.049744
64|special-defense|70|0|2024-08-09 10:49:15.049744
64|speed|105|0|2024-08-09 10:49:15.049744
65|hp|55|0|2024-08-09 10:49:15.049744
65|attack|50|0|2024-08-09 10:49:15.049744
65|defense|45|0|2024-08-09 10:49:15.049744
65|special-attack|135|3|2024-08-09 10:49:15.049744
65|special-defense|95|0|2024-08-09 10:49:15.049744
65|speed|120|0|2024-08-09 10:49:15.049744
66|hp|70|0|2024-08-09 10:49:15.049744
66|attack|80|1|2024-08-09 10:49:15.049744
66|defense|50|0|2024-08-09 10:49:15.049744
66|special-attack|35|0|2024-08-09 10:49:15.049744
66|special-defense|35|0|2024-08-09 10:49:15.049744
66|speed|35|0|2024-08-09 10:49:15.049744
67|hp|80|0|2024-08-09 10:49:15.049744
67|attack|100|2|2024-08-09 10:49:15.049744
67|defense|70|0|2024-08-09 10:49:15.049744
67|special-attack|50|0|2024-08-09 10:49:15.049744
67|special-defense|60|0|2024-08-09 10:49:15.049744
67|speed|45|0|2024-08-09 10:49:15.049744
68|hp|90|0|2024-08-09 10:49:15.049744
68|attack|130|3|2024-08-09 10:49:15.049744
68|defense|80|0|2024-08-09 10:49:15.049744
68|special-attack|65|0|2024-08-09 10:49:15.049744
68|special-defense|85|0|2024-08-09 10:49:15.049744
68|speed|55|0|2024-08-09 10:49:15.049744
69|hp|50|0|2024-08-09 10:49:15.049744
69|attack|75|1|2024-08-09 10:49:15.049744
69|defense|35|0|2024-08-09 10:49:15.049744
69|special-attack|70|0|2024-08-09 10:49:15.049744
69|special-defense|30|0|2024-08-09 10:49:15.049744
69|speed|40|0|2024-08-09 10:49:15.049744
70|hp|65|0|2024-08-09 10:49:15.049744
70|attack|90|2|2024-08-09 10:49:15.049744
70|defense|50|0|2024-08-09 10:49:15.049744
70|special-attack|85|0|2024-08-09 10:49:15.049744
70|special-defense|45|0|2024-08-09 10:49:15.049744
70|speed|55|0|2024-08-09 10:49:15.049744
71|hp|80|0|2024-08-09 10:49:15.049744
71|attack|105|3|2024-08-09 10:49:15.049744
71|defense|65|0|2024-08-09 10:49:15.049744
71|special-attack|100|0|2024-08-09 10:49:15.049744
71|special-defense|70|0|2024-08-09 10:49:15.049744
71|speed|70|0|2024-08-09 10:49:15.049744
72|hp|40|0|2024-08-09 10:49:15.049744
72|attack|40|0|2024-08-09 10:49:15.049744
72|defense|35|0|2024-08-09 10:49:15.049744
72|special-attack|50|0|2024-08-09 10:49:15.049744
72|special-defense|100|1|2024-08-09 10:49:15.049744
72|speed|70|0|2024-08-09 10:49:15.049744
73|hp|80|0|2024-08-09 10:49:15.049744
73|attack|70|0|2024-08-09 10:49:15.049744
73|defense|65|0|2024-08-09 10:49:15.049744
73|special-attack|80|0|2024-08-09 10:49:15.049744
73|special-defense|120|2|2024-08-09 10:49:15.049744
73|speed|100|0|2024-08-09 10:49:15.049744
74|hp|40|0|2024-08-09 10:49:15.049744
74|attack|80|0|2024-08-09 10:49:15.049744
74|defense|100|1|2024-08-09 10:49:15.049744
74|special-attack|30|0|2024-08-09 10:49:15.049744
74|special-defense|30|0|2024-08-09 10:49:15.049744
74|speed|20|0|2024-08-09 10:49:15.049744
75|hp|55|0|2024-08-09 10:49:15.049744
75|attack|95|0|2024-08-09 10:49:15.049744
75|defense|115|2|2024-08-09 10:49:15.049744
75|special-attack|45|0|2024-08-09 10:49:15.049744
75|special-defense|45|0|2024-08-09 10:49:15.049744
75|speed|35|0|2024-08-09 10:49:15.049744
76|hp|80|0|2024-08-09 10:49:15.049744
76|attack|120|0|2024-08-09 10:49:15.049744
76|defense|130|3|2024-08-09 10:49:15.049744
76|special-attack|55|0|2024-08-09 10:49:15.049744
76|special-defense|65|0|2024-08-09 10:49:15.049744
76|speed|45|0|2024-08-09 10:49:15.049744
77|hp|50|0|2024-08-09 10:49:15.049744
77|attack|85|0|2024-08-09 10:49:15.049744
77|defense|55|0|2024-08-09 10:49:15.049744
77|special-attack|65|0|2024-08-09 10:49:15.049744
77|special-defense|65|0|2024-08-09 10:49:15.049744
77|speed|90|1|2024-08-09 10:49:15.049744
78|hp|65|0|2024-08-09 10:49:15.049744
78|attack|100|0|2024-08-09 10:49:15.049744
78|defense|70|0|2024-08-09 10:49:15.049744
78|special-attack|80|0|2024-08-09 10:49:15.049744
78|special-defense|80|0|2024-08-09 10:49:15.049744
78|speed|105|2|2024-08-09 10:49:15.049744
79|hp|90|1|2024-08-09 10:49:15.049744
79|attack|65|0|2024-08-09 10:49:15.049744
79|defense|65|0|2024-08-09 10:49:15.049744
79|special-attack|40|0|2024-08-09 10:49:15.049744
79|special-defense|40|0|2024-08-09 10:49:15.049744
79|speed|15|0|2024-08-09 10:49:15.049744
80|hp|95|0|2024-08-09 10:49:15.049744
80|attack|75|0|2024-08-09 10:49:15.049744
80|defense|110|2|2024-08-09 10:49:15.049744
80|special-attack|100|0|2024-08-09 10:49:15.049744
80|special-defense|80|0|2024-08-09 10:49:15.049744
80|speed|30|0|2024-08-09 10:49:15.049744
81|hp|25|0|2024-08-09 10:49:15.049744
81|attack|35|0|2024-08-09 10:49:15.049744
81|defense|70|0|2024-08-09 10:49:15.049744
81|special-attack|95|1|2024-08-09 10:49:15.049744
81|special-defense|55|0|2024-08-09 10:49:15.049744
81|speed|45|0|2024-08-09 10:49:15.049744
82|hp|50|0|2024-08-09 10:49:15.049744
82|attack|60|0|2024-08-09 10:49:15.049744
82|defense|95|0|2024-08-09 10:49:15.049744
82|special-attack|120|2|2024-08-09 10:49:15.049744
82|special-defense|70|0|2024-08-09 10:49:15.049744
82|speed|70|0|2024-08-09 10:49:15.049744
83|hp|52|0|2024-08-09 10:49:15.049744
83|attack|90|1|2024-08-09 10:49:15.049744
83|defense|55|0|2024-08-09 10:49:15.049744
83|special-attack|58|0|2024-08-09 10:49:15.049744
83|special-defense|62|0|2024-08-09 10:49:15.049744
83|speed|60|0|2024-08-09 10:49:15.049744
84|hp|35|0|2024-08-09 10:49:15.049744
84|attack|85|1|2024-08-09 10:49:15.049744
84|defense|45|0|2024-08-09 10:49:15.049744
84|special-attack|35|0|2024-08-09 10:49:15.049744
84|special-defense|35|0|2024-08-09 10:49:15.049744
84|speed|75|0|2024-08-09 10:49:15.049744
85|hp|60|0|2024-08-09 10:49:15.049744
85|attack|110|2|2024-08-09 10:49:15.049744
85|defense|70|0|2024-08-09 10:49:15.049744
85|special-attack|60|0|2024-08-09 10:49:15.049744
85|special-defense|60|0|2024-08-09 10:49:15.049744
85|speed|110|0|2024-08-09 10:49:15.049744
86|hp|65|0|2024-08-09 10:49:15.049744
86|attack|45|0|2024-08-09 10:49:15.049744
86|defense|55|0|2024-08-09 10:49:15.049744
86|special-attack|45|0|2024-08-09 10:49:15.049744
86|special-defense|70|1|2024-08-09 10:49:15.049744
86|speed|45|0|2024-08-09 10:49:15.049744
87|hp|90|0|2024-08-09 10:49:15.049744
87|attack|70|0|2024-08-09 10:49:15.049744
87|defense|80|0|2024-08-09 10:49:15.049744
87|special-attack|70|0|2024-08-09 10:49:15.049744
87|special-defense|95|2|2024-08-09 10:49:15.049744
87|speed|70|0|2024-08-09 10:49:15.049744
88|hp|80|1|2024-08-09 10:49:15.049744
88|attack|80|0|2024-08-09 10:49:15.049744
88|defense|50|0|2024-08-09 10:49:15.049744
88|special-attack|40|0|2024-08-09 10:49:15.049744
88|special-defense|50|0|2024-08-09 10:49:15.049744
88|speed|25|0|2024-08-09 10:49:15.049744
89|hp|105|1|2024-08-09 10:49:15.049744
89|attack|105|1|2024-08-09 10:49:15.049744
89|defense|75|0|2024-08-09 10:49:15.049744
89|special-attack|65|0|2024-08-09 10:49:15.049744
89|special-defense|100|0|2024-08-09 10:49:15.049744
89|speed|50|0|2024-08-09 10:49:15.049744
90|hp|30|0|2024-08-09 10:49:15.049744
90|attack|65|0|2024-08-09 10:49:15.049744
90|defense|100|1|2024-08-09 10:49:15.049744
90|special-attack|45|0|2024-08-09 10:49:15.049744
90|special-defense|25|0|2024-08-09 10:49:15.049744
90|speed|40|0|2024-08-09 10:49:15.049744
91|hp|50|0|2024-08-09 10:49:15.049744
91|attack|95|0|2024-08-09 10:49:15.049744
91|defense|180|2|2024-08-09 10:49:15.049744
