pkmn_id|ability_id|ability_name|ability_is_hidden|ability_description|extraer_datetime
10|50|run-away|True|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
11|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
12|14|compound-eyes|False|The Pokémon's compound eyes boost its accuracy.|2024-08-09 10:49:15.048744
12|110|tinted-lens|True|The Pokémon can use “not very effective” moves to deal regular damage.|2024-08-09 10:49:15.048744
13|19|shield-dust|False|Protective dust shields the Pokémon from the additional effects of moves.|2024-08-09 10:49:15.048744
13|50|run-away|True|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
14|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
15|68|swarm|False|Powers up Bug-type moves when the Pokémon's HP is low.|2024-08-09 10:49:15.048744
15|97|sniper|True|If the Pokémon's attack lands a critical hit, the attack is powered up even further.|2024-08-09 10:49:15.048744
16|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
16|77|tangled-feet|False|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
16|145|big-pecks|True|Prevents the Pokémon from having its Defense stat lowered.|2024-08-09 10:49:15.048744
17|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
17|77|tangled-feet|False|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
17|145|big-pecks|True|Prevents the Pokémon from having its Defense stat lowered.|2024-08-09 10:49:15.048744
18|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
18|77|tangled-feet|False|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
18|145|big-pecks|True|Prevents the Pokémon from having its Defense stat lowered.|2024-08-09 10:49:15.048744
19|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
19|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
19|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
20|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
20|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
20|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
21|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
21|97|sniper|True|If the Pokémon's attack lands a critical hit, the attack is powered up even further.|2024-08-09 10:49:15.048744
22|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
22|97|sniper|True|If the Pokémon's attack lands a critical hit, the attack is powered up even further.|2024-08-09 10:49:15.048744
23|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
23|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
23|127|unnerve|True|Unnerves opposing Pokémon and makes them unable to eat Berries.|2024-08-09 10:49:15.048744
24|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
24|61|shed-skin|False|The Pokémon may cure its own status conditions by shedding its skin.|2024-08-09 10:49:15.048744
24|127|unnerve|True|Unnerves opposing Pokémon and makes them unable to eat Berries.|2024-08-09 10:49:15.048744
25|9|static|False|The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.|2024-08-09 10:49:15.048744
25|31|lightning-rod|True|The Pokémon draws in all Electric-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
26|9|static|False|The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.|2024-08-09 10:49:15.048744
26|31|lightning-rod|True|The Pokémon draws in all Electric-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.|2024-08-09 10:49:15.048744
27|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
27|146|sand-rush|True|Boosts the Pokémon's Speed stat in a sandstorm.|2024-08-09 10:49:15.048744
28|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
28|146|sand-rush|True|Boosts the Pokémon's Speed stat in a sandstorm.|2024-08-09 10:49:15.048744
29|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
29|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
29|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
30|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
30|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
30|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
31|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
31|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
31|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
32|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
32|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
32|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
33|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
33|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
33|55|hustle|True|Boosts the Pokémon's Attack stat but lowers its accuracy.|2024-08-09 10:49:15.048744
34|38|poison-point|False|Contact with the Pokémon may poison the attacker.|2024-08-09 10:49:15.048744
34|79|rivalry|False|The Pokémon's competitive spirit makes it deal more damage to Pokémon of the same gender, but less damage to Pokémon of the opposite gender.|2024-08-09 10:49:15.048744
34|125|sheer-force|True|Removes any additional effects from the Pokémon's moves, but increases the moves' power.|2024-08-09 10:49:15.048744
35|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
35|98|magic-guard|False|The Pokémon only takes damage from attacks.|2024-08-09 10:49:15.048744
35|132|friend-guard|True|Reduces damage dealt to allies.|2024-08-09 10:49:15.048744
36|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
36|98|magic-guard|False|The Pokémon only takes damage from attacks.|2024-08-09 10:49:15.048744
36|109|unaware|True|When attacking, the Pokémon ignores the target's stat changes.|2024-08-09 10:49:15.048744
37|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
37|70|drought|True|Turns the sunlight harsh when the Pokémon enters a battle.|2024-08-09 10:49:15.048744
38|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
38|70|drought|True|Turns the sunlight harsh when the Pokémon enters a battle.|2024-08-09 10:49:15.048744
39|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
39|172|competitive|False|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
39|132|friend-guard|True|Reduces damage dealt to allies.|2024-08-09 10:49:15.048744
40|56|cute-charm|False|The Pokémon may infatuate attackers that make direct contact with it.|2024-08-09 10:49:15.048744
40|172|competitive|False|Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.|2024-08-09 10:49:15.048744
40|119|frisk|True|When it enters a battle, the Pokémon can check an opposing Pokémon's held item.|2024-08-09 10:49:15.048744
41|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
41|151|infiltrator|True|The Pokémon's moves are unaffected by the target's barriers, substitutes, and the like.|2024-08-09 10:49:15.048744
42|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
42|151|infiltrator|True|The Pokémon's moves are unaffected by the target's barriers, substitutes, and the like.|2024-08-09 10:49:15.048744
43|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
43|50|run-away|True|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
44|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
44|1|stench|True|By releasing a stench when attacking, the Pokémon may cause the target to flinch.|2024-08-09 10:49:15.048744
45|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
45|27|effect-spore|True|Contact with the Pokémon may inflict poison, sleep, or paralysis on the attacker.|2024-08-09 10:49:15.048744
46|27|effect-spore|False|Contact with the Pokémon may inflict poison, sleep, or paralysis on the attacker.|2024-08-09 10:49:15.048744
46|87|dry-skin|False|Restores the Pokémon's HP in rain or when it is hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.|2024-08-09 10:49:15.048744
46|6|damp|True|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
47|27|effect-spore|False|Contact with the Pokémon may inflict poison, sleep, or paralysis on the attacker.|2024-08-09 10:49:15.048744
47|87|dry-skin|False|Restores the Pokémon's HP in rain or when it is hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.|2024-08-09 10:49:15.048744
47|6|damp|True|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
48|14|compound-eyes|False|The Pokémon's compound eyes boost its accuracy.|2024-08-09 10:49:15.048744
48|110|tinted-lens|False|The Pokémon can use “not very effective” moves to deal regular damage.|2024-08-09 10:49:15.048744
48|50|run-away|True|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
49|19|shield-dust|False|Protective dust shields the Pokémon from the additional effects of moves.|2024-08-09 10:49:15.048744
49|110|tinted-lens|False|The Pokémon can use “not very effective” moves to deal regular damage.|2024-08-09 10:49:15.048744
49|147|wonder-skin|True|Makes status moves more likely to miss the Pokémon.|2024-08-09 10:49:15.048744
50|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
50|71|arena-trap|False|Prevents opposing Pokémon from fleeing from battle.|2024-08-09 10:49:15.048744
50|159|sand-force|True|Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm. |2024-08-09 10:49:15.048744
51|8|sand-veil|False|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
51|71|arena-trap|False|Prevents opposing Pokémon from fleeing from battle.|2024-08-09 10:49:15.048744
51|159|sand-force|True|Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm. |2024-08-09 10:49:15.048744
52|53|pickup|False|The Pokémon may pick up an item another Pokémon used during a battle. It may pick up items outside of battle, too.|2024-08-09 10:49:15.048744
52|101|technician|False|Powers up weak moves so the Pokémon can deal more damage with them.|2024-08-09 10:49:15.048744
52|127|unnerve|True|Unnerves opposing Pokémon and makes them unable to eat Berries.|2024-08-09 10:49:15.048744
53|7|limber|False|The Pokémon's limber body prevents it from being paralyzed.|2024-08-09 10:49:15.048744
53|101|technician|False|Powers up weak moves so the Pokémon can deal more damage with them.|2024-08-09 10:49:15.048744
53|127|unnerve|True|Unnerves opposing Pokémon and makes them unable to eat Berries.|2024-08-09 10:49:15.048744
54|6|damp|False|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
54|13|cloud-nine|False|Eliminates the effects of weather.|2024-08-09 10:49:15.048744
54|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
55|6|damp|False|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
55|13|cloud-nine|False|Eliminates the effects of weather.|2024-08-09 10:49:15.048744
55|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
56|72|vital-spirit|False|The Pokémon is full of vitality, and that prevents it from falling asleep.|2024-08-09 10:49:15.048744
56|83|anger-point|False|The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.|2024-08-09 10:49:15.048744
56|128|defiant|True|If the Pokémon has any stat lowered by an opposing Pokémon, its Attack stat will be boosted sharply.|2024-08-09 10:49:15.048744
57|72|vital-spirit|False|The Pokémon is full of vitality, and that prevents it from falling asleep.|2024-08-09 10:49:15.048744
57|83|anger-point|False|The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.|2024-08-09 10:49:15.048744
57|128|defiant|True|If the Pokémon has any stat lowered by an opposing Pokémon, its Attack stat will be boosted sharply.|2024-08-09 10:49:15.048744
58|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
58|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
58|154|justified|True|When the Pokémon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.|2024-08-09 10:49:15.048744
59|22|intimidate|False|When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.|2024-08-09 10:49:15.048744
59|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
59|154|justified|True|When the Pokémon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.|2024-08-09 10:49:15.048744
60|11|water-absorb|False|If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
60|6|damp|False|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
60|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
61|11|water-absorb|False|If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
61|6|damp|False|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
61|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
62|11|water-absorb|False|If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.|2024-08-09 10:49:15.048744
62|6|damp|False|The Pokémon dampens its surroundings, preventing all Pokémon from using explosive moves such as Self-Destruct.|2024-08-09 10:49:15.048744
62|33|swift-swim|True|Boosts the Pokémon's Speed stat in rain.|2024-08-09 10:49:15.048744
63|28|synchronize|False|If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.|2024-08-09 10:49:15.048744
63|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
63|98|magic-guard|True|The Pokémon only takes damage from attacks.|2024-08-09 10:49:15.048744
64|28|synchronize|False|If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.|2024-08-09 10:49:15.048744
64|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
64|98|magic-guard|True|The Pokémon only takes damage from attacks.|2024-08-09 10:49:15.048744
65|28|synchronize|False|If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.|2024-08-09 10:49:15.048744
65|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
65|98|magic-guard|True|The Pokémon only takes damage from attacks.|2024-08-09 10:49:15.048744
66|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
66|99|no-guard|False|The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land. |2024-08-09 10:49:15.048744
66|80|steadfast|True|The Pokémon's determination boosts its Speed stat every time it flinches.|2024-08-09 10:49:15.048744
67|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
67|99|no-guard|False|The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land. |2024-08-09 10:49:15.048744
67|80|steadfast|True|The Pokémon's determination boosts its Speed stat every time it flinches.|2024-08-09 10:49:15.048744
68|62|guts|False|It's so gutsy that having a status condition boosts the Pokémon's Attack stat.|2024-08-09 10:49:15.048744
68|99|no-guard|False|The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land. |2024-08-09 10:49:15.048744
68|80|steadfast|True|The Pokémon's determination boosts its Speed stat every time it flinches.|2024-08-09 10:49:15.048744
69|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
69|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
70|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
70|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
71|34|chlorophyll|False|Boosts the Pokémon's Speed stat in harsh sunlight.|2024-08-09 10:49:15.048744
71|82|gluttony|True|If the Pokémon is holding a Berry to be eaten when its HP is low, it will instead eat the Berry when its HP drops to half or less.|2024-08-09 10:49:15.048744
72|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
72|64|liquid-ooze|False|The strong stench of the Pokémon's oozed liquid damages attackers that use HP-draining moves.|2024-08-09 10:49:15.048744
72|44|rain-dish|True|The Pokémon gradually regains HP in rain.|2024-08-09 10:49:15.048744
73|29|clear-body|False|Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.|2024-08-09 10:49:15.048744
73|64|liquid-ooze|False|The strong stench of the Pokémon's oozed liquid damages attackers that use HP-draining moves.|2024-08-09 10:49:15.048744
73|44|rain-dish|True|The Pokémon gradually regains HP in rain.|2024-08-09 10:49:15.048744
74|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
74|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
74|8|sand-veil|True|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
75|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
75|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
75|8|sand-veil|True|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
76|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
76|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
76|8|sand-veil|True|Boosts the Pokémon's evasiveness in a sandstorm.|2024-08-09 10:49:15.048744
77|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
77|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
77|49|flame-body|True|Contact with the Pokémon may burn the attacker.|2024-08-09 10:49:15.048744
78|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
78|18|flash-fire|False|If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.|2024-08-09 10:49:15.048744
78|49|flame-body|True|Contact with the Pokémon may burn the attacker.|2024-08-09 10:49:15.048744
79|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
79|20|own-tempo|False|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
79|144|regenerator|True|The Pokémon has a little of its HP restored when withdrawn from battle.|2024-08-09 10:49:15.048744
80|12|oblivious|False|The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.|2024-08-09 10:49:15.048744
80|20|own-tempo|False|The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.|2024-08-09 10:49:15.048744
80|144|regenerator|True|The Pokémon has a little of its HP restored when withdrawn from battle.|2024-08-09 10:49:15.048744
81|42|magnet-pull|False|Prevents Steel-type Pokémon from fleeing by pulling them in with magnetism.|2024-08-09 10:49:15.048744
81|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
81|148|analytic|True|Boosts the power of the Pokémon's move if it is the last to act that turn.|2024-08-09 10:49:15.048744
82|42|magnet-pull|False|Prevents Steel-type Pokémon from fleeing by pulling them in with magnetism.|2024-08-09 10:49:15.048744
82|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
82|148|analytic|True|Boosts the power of the Pokémon's move if it is the last to act that turn.|2024-08-09 10:49:15.048744
83|51|keen-eye|False|The Pokémon's keen eyes prevent its accuracy from being lowered.|2024-08-09 10:49:15.048744
83|39|inner-focus|False|The Pokémon's intense focus prevents it from flinching or being affected by Intimidate.|2024-08-09 10:49:15.048744
83|128|defiant|True|If the Pokémon has any stat lowered by an opposing Pokémon, its Attack stat will be boosted sharply.|2024-08-09 10:49:15.048744
84|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
84|48|early-bird|False|The Pokémon awakens from sleep twice as fast as other Pokémon.|2024-08-09 10:49:15.048744
84|77|tangled-feet|True|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
85|50|run-away|False|Enables a sure getaway from wild Pokémon.|2024-08-09 10:49:15.048744
85|48|early-bird|False|The Pokémon awakens from sleep twice as fast as other Pokémon.|2024-08-09 10:49:15.048744
85|77|tangled-feet|True|Boosts the Pokémon's evasiveness if it is confused.|2024-08-09 10:49:15.048744
86|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
86|93|hydration|False|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
86|115|ice-body|True|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
87|47|thick-fat|False|The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.|2024-08-09 10:49:15.048744
87|93|hydration|False|Cures the Pokémon's status conditions in rain.|2024-08-09 10:49:15.048744
87|115|ice-body|True|The Pokémon gradually regains HP in snow.|2024-08-09 10:49:15.048744
88|1|stench|False|By releasing a stench when attacking, the Pokémon may cause the target to flinch.|2024-08-09 10:49:15.048744
88|60|sticky-hold|False|The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.|2024-08-09 10:49:15.048744
88|143|poison-touch|True|May poison a target when the Pokémon makes contact.|2024-08-09 10:49:15.048744
89|1|stench|False|By releasing a stench when attacking, the Pokémon may cause the target to flinch.|2024-08-09 10:49:15.048744
89|60|sticky-hold|False|The Pokémon's held items cling to its sticky body and cannot be removed by other Pokémon.|2024-08-09 10:49:15.048744
89|143|poison-touch|True|May poison a target when the Pokémon makes contact.|2024-08-09 10:49:15.048744
90|75|shell-armor|False|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
90|92|skill-link|False|Maximizes the number of times multistrike moves hit.|2024-08-09 10:49:15.048744
90|142|overcoat|True|The Pokémon takes no damage from sandstorms. It is also protected from the effects of powders and spores.|2024-08-09 10:49:15.048744
91|75|shell-armor|False|A hard shell protects the Pokémon from critical hits.|2024-08-09 10:49:15.048744
91|92|skill-link|False|Maximizes the number of times multistrike moves hit.|2024-08-09 10:49:15.048744
91|142|overcoat|True|The Pokémon takes no damage from sandstorms. It is also protected from the effects of powders and spores.|2024-08-09 10:49:15.048744
92|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
93|26|levitate|False|By floating in the air, the Pokémon receives full immunity to all Ground-type moves.|2024-08-09 10:49:15.048744
94|130|cursed-body|False|May disable a move that has dealt damage to the Pokémon.|2024-08-09 10:49:15.048744
95|69|rock-head|False|Protects the Pokémon from recoil damage.|2024-08-09 10:49:15.048744
95|5|sturdy|False|The Pokémon cannot be knocked out by a single hit as long as its HP is full. One-hit KO moves will also fail to knock it out.|2024-08-09 10:49:15.048744
