pkmn_id|ability_id|ability_is_hidden|transformar_datetime
96|39|True|2024-08-04 13:58:08.956040
97|15|False|2024-08-04 13:58:08.956040
97|108|False|2024-08-04 13:58:08.956040
97|39|True|2024-08-04 13:58:08.956040
98|52|False|2024-08-04 13:58:08.956040
98|75|False|2024-08-04 13:58:08.956040
98|125|True|2024-08-04 13:58:08.956040
99|52|False|2024-08-04 13:58:08.956040
99|75|False|2024-08-04 13:58:08.956040
99|125|True|2024-08-04 13:58:08.956040
100|43|False|2024-08-04 13:58:08.956040
100|9|False|2024-08-04 13:58:08.956040
100|106|True|2024-08-04 13:58:08.956040
101|43|False|2024-08-04 13:58:08.956040
101|9|False|2024-08-04 13:58:08.956040
101|106|True|2024-08-04 13:58:08.956040
102|34|False|2024-08-04 13:58:08.956040
102|139|True|2024-08-04 13:58:08.956040
103|34|False|2024-08-04 13:58:08.956040
103|139|True|2024-08-04 13:58:08.956040
104|69|False|2024-08-04 13:58:08.956040
104|31|False|2024-08-04 13:58:08.956040
104|4|True|2024-08-04 13:58:08.956040
105|69|False|2024-08-04 13:58:08.956040
105|31|False|2024-08-04 13:58:08.956040
105|4|True|2024-08-04 13:58:08.956040
106|7|False|2024-08-04 13:58:08.956040
106|120|False|2024-08-04 13:58:08.956040
106|84|True|2024-08-04 13:58:08.956040
107|51|False|2024-08-04 13:58:08.956040
107|89|False|2024-08-04 13:58:08.956040
107|39|True|2024-08-04 13:58:08.956040
108|20|False|2024-08-04 13:58:08.956040
108|12|False|2024-08-04 13:58:08.956040
108|13|True|2024-08-04 13:58:08.956040
109|26|False|2024-08-04 13:58:08.956040
109|256|False|2024-08-04 13:58:08.956040
109|1|True|2024-08-04 13:58:08.956040
110|26|False|2024-08-04 13:58:08.956040
110|256|False|2024-08-04 13:58:08.956040
110|1|True|2024-08-04 13:58:08.956040
111|31|False|2024-08-04 13:58:08.956040
111|69|False|2024-08-04 13:58:08.956040
111|120|True|2024-08-04 13:58:08.956040
112|31|False|2024-08-04 13:58:08.956040
112|69|False|2024-08-04 13:58:08.956040
112|120|True|2024-08-04 13:58:08.956040
113|30|False|2024-08-04 13:58:08.956040
113|32|False|2024-08-04 13:58:08.956040
113|131|True|2024-08-04 13:58:08.956040
114|34|False|2024-08-04 13:58:08.956040
114|102|False|2024-08-04 13:58:08.956040
114|144|True|2024-08-04 13:58:08.956040
115|48|False|2024-08-04 13:58:08.956040
115|113|False|2024-08-04 13:58:08.956040
115|39|True|2024-08-04 13:58:08.956040
116|33|False|2024-08-04 13:58:08.956040
116|97|False|2024-08-04 13:58:08.956040
116|6|True|2024-08-04 13:58:08.956040
117|38|False|2024-08-04 13:58:08.956040
117|97|False|2024-08-04 13:58:08.956040
117|6|True|2024-08-04 13:58:08.956040
118|33|False|2024-08-04 13:58:08.956040
118|41|False|2024-08-04 13:58:08.956040
118|31|True|2024-08-04 13:58:08.956040
119|33|False|2024-08-04 13:58:08.956040
119|41|False|2024-08-04 13:58:08.956040
119|31|True|2024-08-04 13:58:08.956040
120|35|False|2024-08-04 13:58:08.956040
120|30|False|2024-08-04 13:58:08.956040
120|148|True|2024-08-04 13:58:08.956040
121|35|False|2024-08-04 13:58:08.956040
121|30|False|2024-08-04 13:58:08.956040
121|148|True|2024-08-04 13:58:08.956040
122|43|False|2024-08-04 13:58:08.956040
122|111|False|2024-08-04 13:58:08.956040
122|101|True|2024-08-04 13:58:08.956040
123|68|False|2024-08-04 13:58:08.956040
123|101|False|2024-08-04 13:58:08.956040
123|80|True|2024-08-04 13:58:08.956040
124|12|False|2024-08-04 13:58:08.956040
124|108|False|2024-08-04 13:58:08.956040
124|87|True|2024-08-04 13:58:08.956040
125|9|False|2024-08-04 13:58:08.956040
125|72|True|2024-08-04 13:58:08.956040
126|49|False|2024-08-04 13:58:08.956040
126|72|True|2024-08-04 13:58:08.956040
127|52|False|2024-08-04 13:58:08.956040
127|104|False|2024-08-04 13:58:08.956040
127|153|True|2024-08-04 13:58:08.956040
128|22|False|2024-08-04 13:58:08.956040
128|83|False|2024-08-04 13:58:08.956040
128|125|True|2024-08-04 13:58:08.956040
129|33|False|2024-08-04 13:58:08.956040
129|155|True|2024-08-04 13:58:08.956040
130|22|False|2024-08-04 13:58:08.956040
130|153|True|2024-08-04 13:58:08.956040
131|11|False|2024-08-04 13:58:08.956040
131|75|False|2024-08-04 13:58:08.956040
131|93|True|2024-08-04 13:58:08.956040
132|7|False|2024-08-04 13:58:08.956040
132|150|True|2024-08-04 13:58:08.956040
133|50|False|2024-08-04 13:58:08.956040
133|91|False|2024-08-04 13:58:08.956040
133|107|True|2024-08-04 13:58:08.956040
134|11|False|2024-08-04 13:58:08.956040
134|93|True|2024-08-04 13:58:08.956040
135|10|False|2024-08-04 13:58:08.956040
135|95|True|2024-08-04 13:58:08.956040
136|18|False|2024-08-04 13:58:08.956040
136|62|True|2024-08-04 13:58:08.956040
137|36|False|2024-08-04 13:58:08.956040
137|88|False|2024-08-04 13:58:08.956040
137|148|True|2024-08-04 13:58:08.956040
138|33|False|2024-08-04 13:58:08.956040
138|75|False|2024-08-04 13:58:08.956040
138|133|True|2024-08-04 13:58:08.956040
139|33|False|2024-08-04 13:58:08.956040
139|75|False|2024-08-04 13:58:08.956040
139|133|True|2024-08-04 13:58:08.956040
140|33|False|2024-08-04 13:58:08.956040
140|4|False|2024-08-04 13:58:08.956040
140|133|True|2024-08-04 13:58:08.956040
141|33|False|2024-08-04 13:58:08.956040
141|4|False|2024-08-04 13:58:08.956040
141|133|True|2024-08-04 13:58:08.956040
142|69|False|2024-08-04 13:58:08.956040
142|46|False|2024-08-04 13:58:08.956040
142|127|True|2024-08-04 13:58:08.956040
143|17|False|2024-08-04 13:58:08.956040
143|47|False|2024-08-04 13:58:08.956040
143|82|True|2024-08-04 13:58:08.956040
144|46|False|2024-08-04 13:58:08.956040
144|81|True|2024-08-04 13:58:08.956040
145|46|False|2024-08-04 13:58:08.956040
145|9|True|2024-08-04 13:58:08.956040
146|46|False|2024-08-04 13:58:08.956040
146|49|True|2024-08-04 13:58:08.956040
147|61|False|2024-08-04 13:58:08.956040
147|63|True|2024-08-04 13:58:08.956040
148|61|False|2024-08-04 13:58:08.956040
148|63|True|2024-08-04 13:58:08.956040
149|39|False|2024-08-04 13:58:08.956040
149|136|True|2024-08-04 13:58:08.956040
150|46|False|2024-08-04 13:58:08.956040
150|127|True|2024-08-04 13:58:08.956040
151|28|False|2024-08-04 13:58:08.956040
152|65|False|2024-08-04 13:58:08.956040
152|102|True|2024-08-04 13:58:08.956040
153|65|False|2024-08-04 13:58:08.956040
153|102|True|2024-08-04 13:58:08.956040
154|65|False|2024-08-04 13:58:08.956040
154|102|True|2024-08-04 13:58:08.956040
155|66|False|2024-08-04 13:58:08.956040
155|18|True|2024-08-04 13:58:08.956040
156|66|False|2024-08-04 13:58:08.956040
156|18|True|2024-08-04 13:58:08.956040
157|66|False|2024-08-04 13:58:08.956040
157|18|True|2024-08-04 13:58:08.956040
158|67|False|2024-08-04 13:58:08.956040
158|125|True|2024-08-04 13:58:08.956040
159|67|False|2024-08-04 13:58:08.956040
159|125|True|2024-08-04 13:58:08.956040
160|67|False|2024-08-04 13:58:08.956040
160|125|True|2024-08-04 13:58:08.956040
161|50|False|2024-08-04 13:58:08.956040
161|51|False|2024-08-04 13:58:08.956040
161|119|True|2024-08-04 13:58:08.956040
162|50|False|2024-08-04 13:58:08.956040
162|51|False|2024-08-04 13:58:08.956040
162|119|True|2024-08-04 13:58:08.956040
163|15|False|2024-08-04 13:58:08.956040
163|51|False|2024-08-04 13:58:08.956040
163|110|True|2024-08-04 13:58:08.956040
164|15|False|2024-08-04 13:58:08.956040
164|51|False|2024-08-04 13:58:08.956040
164|110|True|2024-08-04 13:58:08.956040
165|68|False|2024-08-04 13:58:08.956040
165|48|False|2024-08-04 13:58:08.956040
165|155|True|2024-08-04 13:58:08.956040
166|68|False|2024-08-04 13:58:08.956040
166|48|False|2024-08-04 13:58:08.956040
166|89|True|2024-08-04 13:58:08.956040
167|68|False|2024-08-04 13:58:08.956040
167|15|False|2024-08-04 13:58:08.956040
167|97|True|2024-08-04 13:58:08.956040
168|68|False|2024-08-04 13:58:08.956040
168|15|False|2024-08-04 13:58:08.956040
168|97|True|2024-08-04 13:58:08.956040
169|39|False|2024-08-04 13:58:08.956040
169|151|True|2024-08-04 13:58:08.956040
170|10|False|2024-08-04 13:58:08.956040
170|35|False|2024-08-04 13:58:08.956040
170|11|True|2024-08-04 13:58:08.956040
171|10|False|2024-08-04 13:58:08.956040
171|35|False|2024-08-04 13:58:08.956040
171|11|True|2024-08-04 13:58:08.956040
172|9|False|2024-08-04 13:58:08.956040
172|31|True|2024-08-04 13:58:08.956040
173|56|False|2024-08-04 13:58:08.956040
173|98|False|2024-08-04 13:58:08.956040
173|132|True|2024-08-04 13:58:08.956040
174|56|False|2024-08-04 13:58:08.956040
174|172|False|2024-08-04 13:58:08.956040
174|132|True|2024-08-04 13:58:08.956040
175|55|False|2024-08-04 13:58:08.956040
175|32|False|2024-08-04 13:58:08.956040
175|105|True|2024-08-04 13:58:08.956040
176|55|False|2024-08-04 13:58:08.956040
176|32|False|2024-08-04 13:58:08.956040
176|105|True|2024-08-04 13:58:08.956040
177|28|False|2024-08-04 13:58:08.956040
177|48|False|2024-08-04 13:58:08.956040
177|156|True|2024-08-04 13:58:08.956040
178|28|False|2024-08-04 13:58:08.956040
178|48|False|2024-08-04 13:58:08.956040
178|156|True|2024-08-04 13:58:08.956040
179|9|False|2024-08-04 13:58:08.956040
179|57|True|2024-08-04 13:58:08.956040
180|9|False|2024-08-04 13:58:08.956040
180|57|True|2024-08-04 13:58:08.956040
181|9|False|2024-08-04 13:58:08.956040
181|57|True|2024-08-04 13:58:08.956040
182|34|False|2024-08-04 13:58:08.956040
182|131|True|2024-08-04 13:58:08.956040
183|47|False|2024-08-04 13:58:08.956040
183|37|False|2024-08-04 13:58:08.956040
183|157|True|2024-08-04 13:58:08.956040
184|47|False|2024-08-04 13:58:08.956040
184|37|False|2024-08-04 13:58:08.956040
184|157|True|2024-08-04 13:58:08.956040
185|5|False|2024-08-04 13:58:08.956040
185|69|False|2024-08-04 13:58:08.956040
185|155|True|2024-08-04 13:58:08.956040
186|11|False|2024-08-04 13:58:08.956040
186|6|False|2024-08-04 13:58:08.956040
186|2|True|2024-08-04 13:58:08.956040
187|34|False|2024-08-04 13:58:08.956040
187|102|False|2024-08-04 13:58:08.956040
187|151|True|2024-08-04 13:58:08.956040
188|34|False|2024-08-04 13:58:08.956040
188|102|False|2024-08-04 13:58:08.956040
188|151|True|2024-08-04 13:58:08.956040
189|34|False|2024-08-04 13:58:08.956040
189|102|False|2024-08-04 13:58:08.956040
189|151|True|2024-08-04 13:58:08.956040
190|50|False|2024-08-04 13:58:08.956040
190|53|False|2024-08-04 13:58:08.956040
190|92|True|2024-08-04 13:58:08.956040
191|34|False|2024-08-04 13:58:08.956040
191|94|False|2024-08-04 13:58:08.956040
191|48|True|2024-08-04 13:58:08.956040
192|34|False|2024-08-04 13:58:08.956040
192|94|False|2024-08-04 13:58:08.956040
192|48|True|2024-08-04 13:58:08.956040
193|3|False|2024-08-04 13:58:08.956040
193|14|False|2024-08-04 13:58:08.956040
193|119|True|2024-08-04 13:58:08.956040
194|6|False|2024-08-04 13:58:08.956040
194|11|False|2024-08-04 13:58:08.956040
194|109|True|2024-08-04 13:58:08.956040
195|6|False|2024-08-04 13:58:08.956040
195|11|False|2024-08-04 13:58:08.956040
195|109|True|2024-08-04 13:58:08.956040
196|28|False|2024-08-04 13:58:08.956040
196|156|True|2024-08-04 13:58:08.956040
197|28|False|2024-08-04 13:58:08.956040
197|39|True|2024-08-04 13:58:08.956040
198|15|False|2024-08-04 13:58:08.956040
198|105|False|2024-08-04 13:58:08.956040
198|158|True|2024-08-04 13:58:08.956040
199|12|False|2024-08-04 13:58:08.956040
199|20|False|2024-08-04 13:58:08.956040
199|144|True|2024-08-04 13:58:08.956040
200|26|False|2024-08-04 13:58:08.956040
201|26|False|2024-08-04 13:58:08.956040
202|23|False|2024-08-04 13:58:08.956040
202|140|True|2024-08-04 13:58:08.956040
203|39|False|2024-08-04 13:58:08.956040
203|48|False|2024-08-04 13:58:08.956040
203|157|True|2024-08-04 13:58:08.956040
204|5|False|2024-08-04 13:58:08.956040
204|142|True|2024-08-04 13:58:08.956040
205|5|False|2024-08-04 13:58:08.956040
205|142|True|2024-08-04 13:58:08.956040
206|32|False|2024-08-04 13:58:08.956040
206|50|False|2024-08-04 13:58:08.956040
206|155|True|2024-08-04 13:58:08.956040
207|52|False|2024-08-04 13:58:08.956040
207|8|False|2024-08-04 13:58:08.956040
207|17|True|2024-08-04 13:58:08.956040
208|69|False|2024-08-04 13:58:08.956040
208|5|False|2024-08-04 13:58:08.956040
208|125|True|2024-08-04 13:58:08.956040
209|22|False|2024-08-04 13:58:08.956040
209|50|False|2024-08-04 13:58:08.956040
209|155|True|2024-08-04 13:58:08.956040
210|22|False|2024-08-04 13:58:08.956040
210|95|False|2024-08-04 13:58:08.956040
210|155|True|2024-08-04 13:58:08.956040
211|38|False|2024-08-04 13:58:08.956040
211|33|False|2024-08-04 13:58:08.956040
211|22|True|2024-08-04 13:58:08.956040
212|68|False|2024-08-04 13:58:08.956040
212|101|False|2024-08-04 13:58:08.956040
212|135|True|2024-08-04 13:58:08.956040
213|5|False|2024-08-04 13:58:08.956040
213|82|False|2024-08-04 13:58:08.956040
213|126|True|2024-08-04 13:58:08.956040
214|68|False|2024-08-04 13:58:08.956040
214|62|False|2024-08-04 13:58:08.956040
214|153|True|2024-08-04 13:58:08.956040
215|39|False|2024-08-04 13:58:08.956040
215|51|False|2024-08-04 13:58:08.956040
215|124|True|2024-08-04 13:58:08.956040
216|53|False|2024-08-04 13:58:08.956040
216|95|False|2024-08-04 13:58:08.956040
216|118|True|2024-08-04 13:58:08.956040
217|62|False|2024-08-04 13:58:08.956040
217|95|False|2024-08-04 13:58:08.956040
217|127|True|2024-08-04 13:58:08.956040
218|40|False|2024-08-04 13:58:08.956040
218|49|False|2024-08-04 13:58:08.956040
218|133|True|2024-08-04 13:58:08.956040
219|40|False|2024-08-04 13:58:08.956040
219|49|False|2024-08-04 13:58:08.956040
219|133|True|2024-08-04 13:58:08.956040
220|12|False|2024-08-04 13:58:08.956040
220|81|False|2024-08-04 13:58:08.956040
220|47|True|2024-08-04 13:58:08.956040
221|12|False|2024-08-04 13:58:08.956040
221|81|False|2024-08-04 13:58:08.956040
221|47|True|2024-08-04 13:58:08.956040
222|55|False|2024-08-04 13:58:08.956040
222|30|False|2024-08-04 13:58:08.956040
222|144|True|2024-08-04 13:58:08.956040
223|55|False|2024-08-04 13:58:08.956040
223|97|False|2024-08-04 13:58:08.956040
223|141|True|2024-08-04 13:58:08.956040
224|21|False|2024-08-04 13:58:08.956040
224|97|False|2024-08-04 13:58:08.956040
224|141|True|2024-08-04 13:58:08.956040
225|72|False|2024-08-04 13:58:08.956040
225|55|False|2024-08-04 13:58:08.956040
225|15|True|2024-08-04 13:58:08.956040
226|33|False|2024-08-04 13:58:08.956040
226|11|False|2024-08-04 13:58:08.956040
226|41|True|2024-08-04 13:58:08.956040
227|51|False|2024-08-04 13:58:08.956040
227|5|False|2024-08-04 13:58:08.956040
227|133|True|2024-08-04 13:58:08.956040
228|48|False|2024-08-04 13:58:08.956040
228|18|False|2024-08-04 13:58:08.956040
228|127|True|2024-08-04 13:58:08.956040
229|48|False|2024-08-04 13:58:08.956040
229|18|False|2024-08-04 13:58:08.956040
229|127|True|2024-08-04 13:58:08.956040
230|33|False|2024-08-04 13:58:08.956040
230|97|False|2024-08-04 13:58:08.956040
230|6|True|2024-08-04 13:58:08.956040
231|53|False|2024-08-04 13:58:08.956040
231|8|True|2024-08-04 13:58:08.956040
232|5|False|2024-08-04 13:58:08.956040
232|8|True|2024-08-04 13:58:08.956040
233|36|False|2024-08-04 13:58:08.956040
233|88|False|2024-08-04 13:58:08.956040
233|148|True|2024-08-04 13:58:08.956040
234|22|False|2024-08-04 13:58:08.956040
234|119|False|2024-08-04 13:58:08.956040
234|157|True|2024-08-04 13:58:08.956040
235|20|False|2024-08-04 13:58:08.956040
235|101|False|2024-08-04 13:58:08.956040
235|141|True|2024-08-04 13:58:08.956040
236|62|False|2024-08-04 13:58:08.956040
236|80|False|2024-08-04 13:58:08.956040
236|72|True|2024-08-04 13:58:08.956040
237|22|False|2024-08-04 13:58:08.956040
237|101|False|2024-08-04 13:58:08.956040
237|80|True|2024-08-04 13:58:08.956040
238|12|False|2024-08-04 13:58:08.956040
238|108|False|2024-08-04 13:58:08.956040
238|93|True|2024-08-04 13:58:08.956040
239|9|False|2024-08-04 13:58:08.956040
239|72|True|2024-08-04 13:58:08.956040
240|49|False|2024-08-04 13:58:08.956040
