pkmn_id|ability_id|ability_is_hidden|cargar_datetime
85|50|False|2024-08-04 13:58:21.646308
85|48|False|2024-08-04 13:58:21.646308
85|77|True|2024-08-04 13:58:21.646308
86|47|False|2024-08-04 13:58:21.646308
86|93|False|2024-08-04 13:58:21.646308
86|115|True|2024-08-04 13:58:21.646308
87|47|False|2024-08-04 13:58:21.646308
87|93|False|2024-08-04 13:58:21.646308
87|115|True|2024-08-04 13:58:21.646308
88|1|False|2024-08-04 13:58:21.646308
88|60|False|2024-08-04 13:58:21.646308
88|143|True|2024-08-04 13:58:21.646308
89|1|False|2024-08-04 13:58:21.646308
89|60|False|2024-08-04 13:58:21.646308
89|143|True|2024-08-04 13:58:21.646308
90|75|False|2024-08-04 13:58:21.646308
90|92|False|2024-08-04 13:58:21.646308
90|142|True|2024-08-04 13:58:21.646308
91|75|False|2024-08-04 13:58:21.646308
91|92|False|2024-08-04 13:58:21.646308
91|142|True|2024-08-04 13:58:21.646308
92|26|False|2024-08-04 13:58:21.646308
93|26|False|2024-08-04 13:58:21.646308
94|130|False|2024-08-04 13:58:21.646308
95|69|False|2024-08-04 13:58:21.646308
95|5|False|2024-08-04 13:58:21.646308
95|133|True|2024-08-04 13:58:21.646308
96|15|False|2024-08-04 13:58:21.646308
96|108|False|2024-08-04 13:58:21.646308
96|39|True|2024-08-04 13:58:21.646308
97|15|False|2024-08-04 13:58:21.646308
97|108|False|2024-08-04 13:58:21.646308
97|39|True|2024-08-04 13:58:21.646308
98|52|False|2024-08-04 13:58:21.646308
98|75|False|2024-08-04 13:58:21.646308
98|125|True|2024-08-04 13:58:21.646308
99|52|False|2024-08-04 13:58:21.646308
99|75|False|2024-08-04 13:58:21.646308
99|125|True|2024-08-04 13:58:21.646308
100|43|False|2024-08-04 13:58:21.646308
100|9|False|2024-08-04 13:58:21.646308
100|106|True|2024-08-04 13:58:21.646308
101|43|False|2024-08-04 13:58:21.646308
101|9|False|2024-08-04 13:58:21.646308
101|106|True|2024-08-04 13:58:21.646308
102|34|False|2024-08-04 13:58:21.646308
102|139|True|2024-08-04 13:58:21.646308
103|34|False|2024-08-04 13:58:21.646308
103|139|True|2024-08-04 13:58:21.646308
104|69|False|2024-08-04 13:58:21.646308
104|31|False|2024-08-04 13:58:21.646308
104|4|True|2024-08-04 13:58:21.646308
105|69|False|2024-08-04 13:58:21.646308
105|31|False|2024-08-04 13:58:21.646308
105|4|True|2024-08-04 13:58:21.646308
106|7|False|2024-08-04 13:58:21.646308
106|120|False|2024-08-04 13:58:21.646308
106|84|True|2024-08-04 13:58:21.646308
107|51|False|2024-08-04 13:58:21.646308
107|89|False|2024-08-04 13:58:21.646308
107|39|True|2024-08-04 13:58:21.646308
108|20|False|2024-08-04 13:58:21.646308
108|12|False|2024-08-04 13:58:21.646308
108|13|True|2024-08-04 13:58:21.646308
109|26|False|2024-08-04 13:58:21.646308
109|256|False|2024-08-04 13:58:21.646308
109|1|True|2024-08-04 13:58:21.646308
110|26|False|2024-08-04 13:58:21.646308
110|256|False|2024-08-04 13:58:21.646308
110|1|True|2024-08-04 13:58:21.646308
111|31|False|2024-08-04 13:58:21.646308
111|69|False|2024-08-04 13:58:21.646308
111|120|True|2024-08-04 13:58:21.646308
112|31|False|2024-08-04 13:58:21.646308
112|69|False|2024-08-04 13:58:21.646308
112|120|True|2024-08-04 13:58:21.646308
113|30|False|2024-08-04 13:58:21.646308
113|32|False|2024-08-04 13:58:21.646308
113|131|True|2024-08-04 13:58:21.646308
114|34|False|2024-08-04 13:58:21.646308
114|102|False|2024-08-04 13:58:21.646308
114|144|True|2024-08-04 13:58:21.646308
115|48|False|2024-08-04 13:58:21.646308
115|113|False|2024-08-04 13:58:21.646308
115|39|True|2024-08-04 13:58:21.646308
116|33|False|2024-08-04 13:58:21.646308
116|97|False|2024-08-04 13:58:21.646308
116|6|True|2024-08-04 13:58:21.646308
117|38|False|2024-08-04 13:58:21.646308
117|97|False|2024-08-04 13:58:21.646308
117|6|True|2024-08-04 13:58:21.646308
118|33|False|2024-08-04 13:58:21.646308
118|41|False|2024-08-04 13:58:21.646308
118|31|True|2024-08-04 13:58:21.646308
119|33|False|2024-08-04 13:58:21.646308
119|41|False|2024-08-04 13:58:21.646308
119|31|True|2024-08-04 13:58:21.646308
120|35|False|2024-08-04 13:58:21.646308
120|30|False|2024-08-04 13:58:21.646308
120|148|True|2024-08-04 13:58:21.646308
121|35|False|2024-08-04 13:58:21.646308
121|30|False|2024-08-04 13:58:21.646308
121|148|True|2024-08-04 13:58:21.646308
122|43|False|2024-08-04 13:58:21.646308
122|111|False|2024-08-04 13:58:21.646308
122|101|True|2024-08-04 13:58:21.646308
123|68|False|2024-08-04 13:58:21.646308
123|101|False|2024-08-04 13:58:21.646308
123|80|True|2024-08-04 13:58:21.646308
124|12|False|2024-08-04 13:58:21.646308
124|108|False|2024-08-04 13:58:21.646308
124|87|True|2024-08-04 13:58:21.646308
125|9|False|2024-08-04 13:58:21.646308
125|72|True|2024-08-04 13:58:21.646308
126|49|False|2024-08-04 13:58:21.646308
126|72|True|2024-08-04 13:58:21.646308
127|52|False|2024-08-04 13:58:21.646308
127|104|False|2024-08-04 13:58:21.646308
127|153|True|2024-08-04 13:58:21.646308
128|22|False|2024-08-04 13:58:21.646308
128|83|False|2024-08-04 13:58:21.646308
128|125|True|2024-08-04 13:58:21.646308
129|33|False|2024-08-04 13:58:21.646308
129|155|True|2024-08-04 13:58:21.646308
130|22|False|2024-08-04 13:58:21.646308
130|153|True|2024-08-04 13:58:21.646308
131|11|False|2024-08-04 13:58:21.646308
131|75|False|2024-08-04 13:58:21.646308
131|93|True|2024-08-04 13:58:21.646308
132|7|False|2024-08-04 13:58:21.646308
132|150|True|2024-08-04 13:58:21.646308
133|50|False|2024-08-04 13:58:21.646308
133|91|False|2024-08-04 13:58:21.646308
133|107|True|2024-08-04 13:58:21.646308
134|11|False|2024-08-04 13:58:21.646308
134|93|True|2024-08-04 13:58:21.646308
135|10|False|2024-08-04 13:58:21.646308
135|95|True|2024-08-04 13:58:21.646308
136|18|False|2024-08-04 13:58:21.646308
136|62|True|2024-08-04 13:58:21.646308
137|36|False|2024-08-04 13:58:21.646308
137|88|False|2024-08-04 13:58:21.646308
137|148|True|2024-08-04 13:58:21.646308
138|33|False|2024-08-04 13:58:21.646308
138|75|False|2024-08-04 13:58:21.646308
138|133|True|2024-08-04 13:58:21.646308
139|33|False|2024-08-04 13:58:21.646308
139|75|False|2024-08-04 13:58:21.646308
139|133|True|2024-08-04 13:58:21.646308
140|33|False|2024-08-04 13:58:21.646308
140|4|False|2024-08-04 13:58:21.646308
140|133|True|2024-08-04 13:58:21.646308
141|33|False|2024-08-04 13:58:21.646308
141|4|False|2024-08-04 13:58:21.646308
141|133|True|2024-08-04 13:58:21.646308
142|69|False|2024-08-04 13:58:21.646308
142|46|False|2024-08-04 13:58:21.646308
142|127|True|2024-08-04 13:58:21.646308
143|17|False|2024-08-04 13:58:21.646308
143|47|False|2024-08-04 13:58:21.646308
143|82|True|2024-08-04 13:58:21.646308
144|46|False|2024-08-04 13:58:21.646308
144|81|True|2024-08-04 13:58:21.646308
145|46|False|2024-08-04 13:58:21.646308
145|9|True|2024-08-04 13:58:21.646308
146|46|False|2024-08-04 13:58:21.646308
146|49|True|2024-08-04 13:58:21.646308
147|61|False|2024-08-04 13:58:21.646308
147|63|True|2024-08-04 13:58:21.646308
148|61|False|2024-08-04 13:58:21.646308
148|63|True|2024-08-04 13:58:21.646308
149|39|False|2024-08-04 13:58:21.646308
149|136|True|2024-08-04 13:58:21.646308
150|46|False|2024-08-04 13:58:21.646308
150|127|True|2024-08-04 13:58:21.646308
151|28|False|2024-08-04 13:58:21.646308
152|65|False|2024-08-04 13:58:21.646308
152|102|True|2024-08-04 13:58:21.646308
153|65|False|2024-08-04 13:58:21.646308
153|102|True|2024-08-04 13:58:21.646308
154|65|False|2024-08-04 13:58:21.646308
154|102|True|2024-08-04 13:58:21.646308
155|66|False|2024-08-04 13:58:21.646308
155|18|True|2024-08-04 13:58:21.646308
156|66|False|2024-08-04 13:58:21.646308
156|18|True|2024-08-04 13:58:21.646308
157|66|False|2024-08-04 13:58:21.646308
157|18|True|2024-08-04 13:58:21.646308
158|67|False|2024-08-04 13:58:21.646308
158|125|True|2024-08-04 13:58:21.646308
159|67|False|2024-08-04 13:58:21.646308
159|125|True|2024-08-04 13:58:21.646308
160|67|False|2024-08-04 13:58:21.646308
160|125|True|2024-08-04 13:58:21.646308
161|50|False|2024-08-04 13:58:21.646308
161|51|False|2024-08-04 13:58:21.646308
161|119|True|2024-08-04 13:58:21.646308
162|50|False|2024-08-04 13:58:21.646308
162|51|False|2024-08-04 13:58:21.646308
162|119|True|2024-08-04 13:58:21.646308
163|15|False|2024-08-04 13:58:21.646308
163|51|False|2024-08-04 13:58:21.646308
163|110|True|2024-08-04 13:58:21.646308
164|15|False|2024-08-04 13:58:21.646308
164|51|False|2024-08-04 13:58:21.646308
164|110|True|2024-08-04 13:58:21.646308
165|68|False|2024-08-04 13:58:21.646308
165|48|False|2024-08-04 13:58:21.646308
165|155|True|2024-08-04 13:58:21.646308
166|68|False|2024-08-04 13:58:21.646308
166|48|False|2024-08-04 13:58:21.646308
166|89|True|2024-08-04 13:58:21.646308
167|68|False|2024-08-04 13:58:21.646308
167|15|False|2024-08-04 13:58:21.646308
167|97|True|2024-08-04 13:58:21.646308
168|68|False|2024-08-04 13:58:21.646308
168|15|False|2024-08-04 13:58:21.646308
168|97|True|2024-08-04 13:58:21.646308
169|39|False|2024-08-04 13:58:21.646308
169|151|True|2024-08-04 13:58:21.646308
170|10|False|2024-08-04 13:58:21.646308
170|35|False|2024-08-04 13:58:21.646308
170|11|True|2024-08-04 13:58:21.646308
171|10|False|2024-08-04 13:58:21.646308
171|35|False|2024-08-04 13:58:21.646308
171|11|True|2024-08-04 13:58:21.646308
172|9|False|2024-08-04 13:58:21.646308
172|31|True|2024-08-04 13:58:21.646308
173|56|False|2024-08-04 13:58:21.646308
173|98|False|2024-08-04 13:58:21.646308
173|132|True|2024-08-04 13:58:21.646308
174|56|False|2024-08-04 13:58:21.646308
174|172|False|2024-08-04 13:58:21.646308
174|132|True|2024-08-04 13:58:21.646308
175|55|False|2024-08-04 13:58:21.646308
175|32|False|2024-08-04 13:58:21.646308
175|105|True|2024-08-04 13:58:21.646308
176|55|False|2024-08-04 13:58:21.646308
176|32|False|2024-08-04 13:58:21.646308
176|105|True|2024-08-04 13:58:21.646308
177|28|False|2024-08-04 13:58:21.646308
177|48|False|2024-08-04 13:58:21.646308
177|156|True|2024-08-04 13:58:21.646308
178|28|False|2024-08-04 13:58:21.646308
178|48|False|2024-08-04 13:58:21.646308
178|156|True|2024-08-04 13:58:21.646308
179|9|False|2024-08-04 13:58:21.646308
179|57|True|2024-08-04 13:58:21.646308
180|9|False|2024-08-04 13:58:21.646308
180|57|True|2024-08-04 13:58:21.646308
181|9|False|2024-08-04 13:58:21.646308
181|57|True|2024-08-04 13:58:21.646308
182|34|False|2024-08-04 13:58:21.646308
182|131|True|2024-08-04 13:58:21.646308
183|47|False|2024-08-04 13:58:21.646308
183|37|False|2024-08-04 13:58:21.646308
183|157|True|2024-08-04 13:58:21.646308
184|47|False|2024-08-04 13:58:21.646308
184|37|False|2024-08-04 13:58:21.646308
184|157|True|2024-08-04 13:58:21.646308
185|5|False|2024-08-04 13:58:21.646308
185|69|False|2024-08-04 13:58:21.646308
185|155|True|2024-08-04 13:58:21.646308
186|11|False|2024-08-04 13:58:21.646308
186|6|False|2024-08-04 13:58:21.646308
186|2|True|2024-08-04 13:58:21.646308
187|34|False|2024-08-04 13:58:21.646308
187|102|False|2024-08-04 13:58:21.646308
187|151|True|2024-08-04 13:58:21.646308
188|34|False|2024-08-04 13:58:21.646308
188|102|False|2024-08-04 13:58:21.646308
188|151|True|2024-08-04 13:58:21.646308
189|34|False|2024-08-04 13:58:21.646308
189|102|False|2024-08-04 13:58:21.646308
189|151|True|2024-08-04 13:58:21.646308
190|50|False|2024-08-04 13:58:21.646308
190|53|False|2024-08-04 13:58:21.646308
190|92|True|2024-08-04 13:58:21.646308
191|34|False|2024-08-04 13:58:21.646308
191|94|False|2024-08-04 13:58:21.646308
191|48|True|2024-08-04 13:58:21.646308
192|34|False|2024-08-04 13:58:21.646308
192|94|False|2024-08-04 13:58:21.646308
192|48|True|2024-08-04 13:58:21.646308
193|3|False|2024-08-04 13:58:21.646308
193|14|False|2024-08-04 13:58:21.646308
193|119|True|2024-08-04 13:58:21.646308
194|6|False|2024-08-04 13:58:21.646308
194|11|False|2024-08-04 13:58:21.646308
194|109|True|2024-08-04 13:58:21.646308
195|6|False|2024-08-04 13:58:21.646308
195|11|False|2024-08-04 13:58:21.646308
195|109|True|2024-08-04 13:58:21.646308
196|28|False|2024-08-04 13:58:21.646308
196|156|True|2024-08-04 13:58:21.646308
197|28|False|2024-08-04 13:58:21.646308
197|39|True|2024-08-04 13:58:21.646308
198|15|False|2024-08-04 13:58:21.646308
198|105|False|2024-08-04 13:58:21.646308
198|158|True|2024-08-04 13:58:21.646308
199|12|False|2024-08-04 13:58:21.646308
199|20|False|2024-08-04 13:58:21.646308
199|144|True|2024-08-04 13:58:21.646308
200|26|False|2024-08-04 13:58:21.646308
201|26|False|2024-08-04 13:58:21.646308
202|23|False|2024-08-04 13:58:21.646308
202|140|True|2024-08-04 13:58:21.646308
203|39|False|2024-08-04 13:58:21.646308
203|48|False|2024-08-04 13:58:21.646308
203|157|True|2024-08-04 13:58:21.646308
204|5|False|2024-08-04 13:58:21.646308
204|142|True|2024-08-04 13:58:21.646308
205|5|False|2024-08-04 13:58:21.646308
205|142|True|2024-08-04 13:58:21.646308
206|32|False|2024-08-04 13:58:21.646308
206|50|False|2024-08-04 13:58:21.646308
206|155|True|2024-08-04 13:58:21.646308
207|52|False|2024-08-04 13:58:21.646308
207|8|False|2024-08-04 13:58:21.646308
207|17|True|2024-08-04 13:58:21.646308
208|69|False|2024-08-04 13:58:21.646308
208|5|False|2024-08-04 13:58:21.646308
208|125|True|2024-08-04 13:58:21.646308
209|22|False|2024-08-04 13:58:21.646308
209|50|False|2024-08-04 13:58:21.646308
209|155|True|2024-08-04 13:58:21.646308
210|22|False|2024-08-04 13:58:21.646308
210|95|False|2024-08-04 13:58:21.646308
210|155|True|2024-08-04 13:58:21.646308
211|38|False|2024-08-04 13:58:21.646308
211|33|False|2024-08-04 13:58:21.646308
211|22|True|2024-08-04 13:58:21.646308
212|68|False|2024-08-04 13:58:21.646308
212|101|False|2024-08-04 13:58:21.646308
212|135|True|2024-08-04 13:58:21.646308
213|5|False|2024-08-04 13:58:21.646308
213|82|False|2024-08-04 13:58:21.646308
213|126|True|2024-08-04 13:58:21.646308
214|68|False|2024-08-04 13:58:21.646308
214|62|False|2024-08-04 13:58:21.646308
214|153|True|2024-08-04 13:58:21.646308
215|39|False|2024-08-04 13:58:21.646308
215|51|False|2024-08-04 13:58:21.646308
215|124|True|2024-08-04 13:58:21.646308
216|53|False|2024-08-04 13:58:21.646308
216|95|False|2024-08-04 13:58:21.646308
216|118|True|2024-08-04 13:58:21.646308
217|62|False|2024-08-04 13:58:21.646308
217|95|False|2024-08-04 13:58:21.646308
217|127|True|2024-08-04 13:58:21.646308
218|40|False|2024-08-04 13:58:21.646308
218|49|False|2024-08-04 13:58:21.646308
218|133|True|2024-08-04 13:58:21.646308
219|40|False|2024-08-04 13:58:21.646308
219|49|False|2024-08-04 13:58:21.646308
219|133|True|2024-08-04 13:58:21.646308
220|12|False|2024-08-04 13:58:21.646308
220|81|False|2024-08-04 13:58:21.646308
220|47|True|2024-08-04 13:58:21.646308
221|12|False|2024-08-04 13:58:21.646308
221|81|False|2024-08-04 13:58:21.646308
221|47|True|2024-08-04 13:58:21.646308
222|55|False|2024-08-04 13:58:21.646308
222|30|False|2024-08-04 13:58:21.646308
222|144|True|2024-08-04 13:58:21.646308
223|55|False|2024-08-04 13:58:21.646308
223|97|False|2024-08-04 13:58:21.646308
223|141|True|2024-08-04 13:58:21.646308
224|21|False|2024-08-04 13:58:21.646308
224|97|False|2024-08-04 13:58:21.646308
224|141|True|2024-08-04 13:58:21.646308
225|72|False|2024-08-04 13:58:21.646308
225|55|False|2024-08-04 13:58:21.646308
225|15|True|2024-08-04 13:58:21.646308
226|33|False|2024-08-04 13:58:21.646308
226|11|False|2024-08-04 13:58:21.646308
226|41|True|2024-08-04 13:58:21.646308
227|51|False|2024-08-04 13:58:21.646308
227|5|False|2024-08-04 13:58:21.646308
227|133|True|2024-08-04 13:58:21.646308
228|48|False|2024-08-04 13:58:21.646308
228|18|False|2024-08-04 13:58:21.646308
228|127|True|2024-08-04 13:58:21.646308
229|48|False|2024-08-04 13:58:21.646308
229|18|False|2024-08-04 13:58:21.646308
229|127|True|2024-08-04 13:58:21.646308
230|33|False|2024-08-04 13:58:21.646308
230|97|False|2024-08-04 13:58:21.646308
230|6|True|2024-08-04 13:58:21.646308
231|53|False|2024-08-04 13:58:21.646308
231|8|True|2024-08-04 13:58:21.646308
232|5|False|2024-08-04 13:58:21.646308
232|8|True|2024-08-04 13:58:21.646308
233|36|False|2024-08-04 13:58:21.646308
233|88|False|2024-08-04 13:58:21.646308
233|148|True|2024-08-04 13:58:21.646308
234|22|False|2024-08-04 13:58:21.646308
234|119|False|2024-08-04 13:58:21.646308
234|157|True|2024-08-04 13:58:21.646308
235|20|False|2024-08-04 13:58:21.646308
235|101|False|2024-08-04 13:58:21.646308
235|141|True|2024-08-04 13:58:21.646308
236|62|False|2024-08-04 13:58:21.646308
236|80|False|2024-08-04 13:58:21.646308
236|72|True|2024-08-04 13:58:21.646308
237|22|False|2024-08-04 13:58:21.646308
237|101|False|2024-08-04 13:58:21.646308
237|80|True|2024-08-04 13:58:21.646308
238|12|False|2024-08-04 13:58:21.646308
238|108|False|2024-08-04 13:58:21.646308
238|93|True|2024-08-04 13:58:21.646308
239|9|False|2024-08-04 13:58:21.646308
239|72|True|2024-08-04 13:58:21.646308
240|49|False|2024-08-04 13:58:21.646308
