pkmn_id|name|stat|effort|cargar_datetime
21|defense|30|0|2024-08-04 13:58:21.647308
21|special-attack|31|0|2024-08-04 13:58:21.647308
21|special-defense|31|0|2024-08-04 13:58:21.647308
21|speed|70|1|2024-08-04 13:58:21.647308
22|hp|65|0|2024-08-04 13:58:21.647308
22|attack|90|0|2024-08-04 13:58:21.647308
22|defense|65|0|2024-08-04 13:58:21.647308
22|special-attack|61|0|2024-08-04 13:58:21.647308
22|special-defense|61|0|2024-08-04 13:58:21.647308
22|speed|100|2|2024-08-04 13:58:21.647308
23|hp|35|0|2024-08-04 13:58:21.647308
23|attack|60|1|2024-08-04 13:58:21.647308
23|defense|44|0|2024-08-04 13:58:21.647308
23|special-attack|40|0|2024-08-04 13:58:21.647308
23|special-defense|54|0|2024-08-04 13:58:21.647308
23|speed|55|0|2024-08-04 13:58:21.647308
24|hp|60|0|2024-08-04 13:58:21.647308
24|attack|95|2|2024-08-04 13:58:21.647308
24|defense|69|0|2024-08-04 13:58:21.647308
24|special-attack|65|0|2024-08-04 13:58:21.647308
24|special-defense|79|0|2024-08-04 13:58:21.647308
24|speed|80|0|2024-08-04 13:58:21.647308
25|hp|35|0|2024-08-04 13:58:21.647308
25|attack|55|0|2024-08-04 13:58:21.647308
25|defense|40|0|2024-08-04 13:58:21.647308
25|special-attack|50|0|2024-08-04 13:58:21.647308
25|special-defense|50|0|2024-08-04 13:58:21.647308
25|speed|90|2|2024-08-04 13:58:21.647308
26|hp|60|0|2024-08-04 13:58:21.647308
26|attack|90|0|2024-08-04 13:58:21.647308
26|defense|55|0|2024-08-04 13:58:21.647308
26|special-attack|90|0|2024-08-04 13:58:21.647308
26|special-defense|80|0|2024-08-04 13:58:21.647308
26|speed|110|3|2024-08-04 13:58:21.647308
27|hp|50|0|2024-08-04 13:58:21.647308
27|attack|75|0|2024-08-04 13:58:21.647308
27|defense|85|1|2024-08-04 13:58:21.647308
27|special-attack|20|0|2024-08-04 13:58:21.647308
27|special-defense|30|0|2024-08-04 13:58:21.647308
27|speed|40|0|2024-08-04 13:58:21.647308
28|hp|75|0|2024-08-04 13:58:21.647308
28|attack|100|0|2024-08-04 13:58:21.647308
28|defense|110|2|2024-08-04 13:58:21.647308
28|special-attack|45|0|2024-08-04 13:58:21.647308
28|special-defense|55|0|2024-08-04 13:58:21.647308
28|speed|65|0|2024-08-04 13:58:21.647308
29|hp|55|1|2024-08-04 13:58:21.647308
29|attack|47|0|2024-08-04 13:58:21.647308
29|defense|52|0|2024-08-04 13:58:21.647308
29|special-attack|40|0|2024-08-04 13:58:21.647308
29|special-defense|40|0|2024-08-04 13:58:21.647308
29|speed|41|0|2024-08-04 13:58:21.647308
30|hp|70|2|2024-08-04 13:58:21.647308
30|attack|62|0|2024-08-04 13:58:21.647308
30|defense|67|0|2024-08-04 13:58:21.647308
30|special-attack|55|0|2024-08-04 13:58:21.647308
30|special-defense|55|0|2024-08-04 13:58:21.647308
30|speed|56|0|2024-08-04 13:58:21.647308
31|hp|90|3|2024-08-04 13:58:21.647308
31|attack|92|0|2024-08-04 13:58:21.647308
31|defense|87|0|2024-08-04 13:58:21.647308
31|special-attack|75|0|2024-08-04 13:58:21.647308
31|special-defense|85|0|2024-08-04 13:58:21.647308
31|speed|76|0|2024-08-04 13:58:21.647308
32|hp|46|0|2024-08-04 13:58:21.647308
32|attack|57|1|2024-08-04 13:58:21.647308
32|defense|40|0|2024-08-04 13:58:21.647308
32|special-attack|40|0|2024-08-04 13:58:21.647308
32|special-defense|40|0|2024-08-04 13:58:21.647308
32|speed|50|0|2024-08-04 13:58:21.647308
33|hp|61|0|2024-08-04 13:58:21.647308
33|attack|72|2|2024-08-04 13:58:21.647308
33|defense|57|0|2024-08-04 13:58:21.647308
33|special-attack|55|0|2024-08-04 13:58:21.647308
33|special-defense|55|0|2024-08-04 13:58:21.647308
33|speed|65|0|2024-08-04 13:58:21.647308
34|hp|81|0|2024-08-04 13:58:21.647308
34|attack|102|3|2024-08-04 13:58:21.647308
34|defense|77|0|2024-08-04 13:58:21.647308
34|special-attack|85|0|2024-08-04 13:58:21.647308
34|special-defense|75|0|2024-08-04 13:58:21.647308
34|speed|85|0|2024-08-04 13:58:21.647308
35|hp|70|2|2024-08-04 13:58:21.647308
35|attack|45|0|2024-08-04 13:58:21.647308
35|defense|48|0|2024-08-04 13:58:21.647308
35|special-attack|60|0|2024-08-04 13:58:21.647308
35|special-defense|65|0|2024-08-04 13:58:21.647308
35|speed|35|0|2024-08-04 13:58:21.647308
36|hp|95|3|2024-08-04 13:58:21.647308
36|attack|70|0|2024-08-04 13:58:21.647308
36|defense|73|0|2024-08-04 13:58:21.647308
36|special-attack|95|0|2024-08-04 13:58:21.647308
36|special-defense|90|0|2024-08-04 13:58:21.647308
36|speed|60|0|2024-08-04 13:58:21.647308
37|hp|38|0|2024-08-04 13:58:21.647308
37|attack|41|0|2024-08-04 13:58:21.647308
37|defense|40|0|2024-08-04 13:58:21.647308
37|special-attack|50|0|2024-08-04 13:58:21.647308
37|special-defense|65|0|2024-08-04 13:58:21.647308
37|speed|65|1|2024-08-04 13:58:21.647308
38|hp|73|0|2024-08-04 13:58:21.647308
38|attack|76|0|2024-08-04 13:58:21.647308
38|defense|75|0|2024-08-04 13:58:21.647308
38|special-attack|81|0|2024-08-04 13:58:21.647308
38|special-defense|100|1|2024-08-04 13:58:21.647308
38|speed|100|1|2024-08-04 13:58:21.647308
39|hp|115|2|2024-08-04 13:58:21.647308
39|attack|45|0|2024-08-04 13:58:21.647308
39|defense|20|0|2024-08-04 13:58:21.647308
39|special-attack|45|0|2024-08-04 13:58:21.647308
39|special-defense|25|0|2024-08-04 13:58:21.647308
39|speed|20|0|2024-08-04 13:58:21.647308
40|hp|140|3|2024-08-04 13:58:21.647308
40|attack|70|0|2024-08-04 13:58:21.647308
40|defense|45|0|2024-08-04 13:58:21.647308
40|special-attack|85|0|2024-08-04 13:58:21.647308
40|special-defense|50|0|2024-08-04 13:58:21.647308
40|speed|45|0|2024-08-04 13:58:21.647308
41|hp|40|0|2024-08-04 13:58:21.647308
41|attack|45|0|2024-08-04 13:58:21.647308
41|defense|35|0|2024-08-04 13:58:21.647308
41|special-attack|30|0|2024-08-04 13:58:21.647308
41|special-defense|40|0|2024-08-04 13:58:21.647308
41|speed|55|1|2024-08-04 13:58:21.647308
42|hp|75|0|2024-08-04 13:58:21.647308
42|attack|80|0|2024-08-04 13:58:21.647308
42|defense|70|0|2024-08-04 13:58:21.647308
42|special-attack|65|0|2024-08-04 13:58:21.647308
42|special-defense|75|0|2024-08-04 13:58:21.647308
42|speed|90|2|2024-08-04 13:58:21.647308
43|hp|45|0|2024-08-04 13:58:21.647308
43|attack|50|0|2024-08-04 13:58:21.647308
43|defense|55|0|2024-08-04 13:58:21.647308
43|special-attack|75|1|2024-08-04 13:58:21.647308
43|special-defense|65|0|2024-08-04 13:58:21.647308
43|speed|30|0|2024-08-04 13:58:21.647308
44|hp|60|0|2024-08-04 13:58:21.647308
44|attack|65|0|2024-08-04 13:58:21.647308
44|defense|70|0|2024-08-04 13:58:21.647308
44|special-attack|85|2|2024-08-04 13:58:21.647308
44|special-defense|75|0|2024-08-04 13:58:21.647308
44|speed|40|0|2024-08-04 13:58:21.647308
45|hp|75|0|2024-08-04 13:58:21.647308
45|attack|80|0|2024-08-04 13:58:21.647308
45|defense|85|0|2024-08-04 13:58:21.647308
45|special-attack|110|3|2024-08-04 13:58:21.647308
45|special-defense|90|0|2024-08-04 13:58:21.647308
45|speed|50|0|2024-08-04 13:58:21.647308
46|hp|35|0|2024-08-04 13:58:21.647308
46|attack|70|1|2024-08-04 13:58:21.647308
46|defense|55|0|2024-08-04 13:58:21.647308
46|special-attack|45|0|2024-08-04 13:58:21.647308
46|special-defense|55|0|2024-08-04 13:58:21.647308
46|speed|25|0|2024-08-04 13:58:21.647308
47|hp|60|0|2024-08-04 13:58:21.647308
47|attack|95|2|2024-08-04 13:58:21.647308
47|defense|80|1|2024-08-04 13:58:21.647308
47|special-attack|60|0|2024-08-04 13:58:21.647308
47|special-defense|80|0|2024-08-04 13:58:21.647308
47|speed|30|0|2024-08-04 13:58:21.647308
48|hp|60|0|2024-08-04 13:58:21.647308
48|attack|55|0|2024-08-04 13:58:21.647308
48|defense|50|0|2024-08-04 13:58:21.647308
48|special-attack|40|0|2024-08-04 13:58:21.647308
48|special-defense|55|1|2024-08-04 13:58:21.647308
48|speed|45|0|2024-08-04 13:58:21.647308
49|hp|70|0|2024-08-04 13:58:21.647308
49|attack|65|0|2024-08-04 13:58:21.647308
49|defense|60|0|2024-08-04 13:58:21.647308
49|special-attack|90|1|2024-08-04 13:58:21.647308
49|special-defense|75|0|2024-08-04 13:58:21.647308
49|speed|90|1|2024-08-04 13:58:21.647308
50|hp|10|0|2024-08-04 13:58:21.647308
50|attack|55|0|2024-08-04 13:58:21.647308
50|defense|25|0|2024-08-04 13:58:21.647308
50|special-attack|35|0|2024-08-04 13:58:21.647308
50|special-defense|45|0|2024-08-04 13:58:21.647308
50|speed|95|1|2024-08-04 13:58:21.647308
51|hp|35|0|2024-08-04 13:58:21.647308
51|attack|100|0|2024-08-04 13:58:21.647308
51|defense|50|0|2024-08-04 13:58:21.647308
51|special-attack|50|0|2024-08-04 13:58:21.647308
51|special-defense|70|0|2024-08-04 13:58:21.647308
51|speed|120|2|2024-08-04 13:58:21.647308
52|hp|40|0|2024-08-04 13:58:21.647308
52|attack|45|0|2024-08-04 13:58:21.647308
52|defense|35|0|2024-08-04 13:58:21.647308
52|special-attack|40|0|2024-08-04 13:58:21.647308
52|special-defense|40|0|2024-08-04 13:58:21.647308
52|speed|90|1|2024-08-04 13:58:21.647308
53|hp|65|0|2024-08-04 13:58:21.647308
53|attack|70|0|2024-08-04 13:58:21.647308
53|defense|60|0|2024-08-04 13:58:21.647308
53|special-attack|65|0|2024-08-04 13:58:21.647308
53|special-defense|65|0|2024-08-04 13:58:21.647308
53|speed|115|2|2024-08-04 13:58:21.647308
54|hp|50|0|2024-08-04 13:58:21.647308
54|attack|52|0|2024-08-04 13:58:21.647308
54|defense|48|0|2024-08-04 13:58:21.647308
54|special-attack|65|1|2024-08-04 13:58:21.647308
54|special-defense|50|0|2024-08-04 13:58:21.647308
54|speed|55|0|2024-08-04 13:58:21.647308
55|hp|80|0|2024-08-04 13:58:21.647308
55|attack|82|0|2024-08-04 13:58:21.647308
55|defense|78|0|2024-08-04 13:58:21.647308
55|special-attack|95|2|2024-08-04 13:58:21.647308
55|special-defense|80|0|2024-08-04 13:58:21.647308
55|speed|85|0|2024-08-04 13:58:21.647308
56|hp|40|0|2024-08-04 13:58:21.647308
56|attack|80|1|2024-08-04 13:58:21.647308
56|defense|35|0|2024-08-04 13:58:21.647308
56|special-attack|35|0|2024-08-04 13:58:21.647308
56|special-defense|45|0|2024-08-04 13:58:21.647308
56|speed|70|0|2024-08-04 13:58:21.647308
57|hp|65|0|2024-08-04 13:58:21.647308
57|attack|105|2|2024-08-04 13:58:21.647308
57|defense|60|0|2024-08-04 13:58:21.647308
57|special-attack|60|0|2024-08-04 13:58:21.647308
57|special-defense|70|0|2024-08-04 13:58:21.647308
57|speed|95|0|2024-08-04 13:58:21.647308
58|hp|55|0|2024-08-04 13:58:21.647308
58|attack|70|1|2024-08-04 13:58:21.647308
58|defense|45|0|2024-08-04 13:58:21.647308
58|special-attack|70|0|2024-08-04 13:58:21.647308
58|special-defense|50|0|2024-08-04 13:58:21.647308
58|speed|60|0|2024-08-04 13:58:21.647308
59|hp|90|0|2024-08-04 13:58:21.647308
59|attack|110|2|2024-08-04 13:58:21.647308
59|defense|80|0|2024-08-04 13:58:21.647308
59|special-attack|100|0|2024-08-04 13:58:21.647308
59|special-defense|80|0|2024-08-04 13:58:21.647308
59|speed|95|0|2024-08-04 13:58:21.647308
60|hp|40|0|2024-08-04 13:58:21.647308
60|attack|50|0|2024-08-04 13:58:21.647308
60|defense|40|0|2024-08-04 13:58:21.647308
60|special-attack|40|0|2024-08-04 13:58:21.647308
60|special-defense|40|0|2024-08-04 13:58:21.647308
60|speed|90|1|2024-08-04 13:58:21.647308
61|hp|65|0|2024-08-04 13:58:21.647308
61|attack|65|0|2024-08-04 13:58:21.647308
61|defense|65|0|2024-08-04 13:58:21.647308
61|special-attack|50|0|2024-08-04 13:58:21.647308
61|special-defense|50|0|2024-08-04 13:58:21.647308
61|speed|90|2|2024-08-04 13:58:21.647308
62|hp|90|0|2024-08-04 13:58:21.647308
62|attack|95|0|2024-08-04 13:58:21.647308
62|defense|95|3|2024-08-04 13:58:21.647308
62|special-attack|70|0|2024-08-04 13:58:21.647308
62|special-defense|90|0|2024-08-04 13:58:21.647308
62|speed|70|0|2024-08-04 13:58:21.647308
63|hp|25|0|2024-08-04 13:58:21.647308
63|attack|20|0|2024-08-04 13:58:21.647308
63|defense|15|0|2024-08-04 13:58:21.647308
63|special-attack|105|1|2024-08-04 13:58:21.647308
63|special-defense|55|0|2024-08-04 13:58:21.647308
63|speed|90|0|2024-08-04 13:58:21.647308
64|hp|40|0|2024-08-04 13:58:21.647308
64|attack|35|0|2024-08-04 13:58:21.647308
64|defense|30|0|2024-08-04 13:58:21.647308
64|special-attack|120|2|2024-08-04 13:58:21.647308
64|special-defense|70|0|2024-08-04 13:58:21.647308
64|speed|105|0|2024-08-04 13:58:21.647308
65|hp|55|0|2024-08-04 13:58:21.647308
65|attack|50|0|2024-08-04 13:58:21.647308
65|defense|45|0|2024-08-04 13:58:21.647308
65|special-attack|135|3|2024-08-04 13:58:21.647308
65|special-defense|95|0|2024-08-04 13:58:21.647308
65|speed|120|0|2024-08-04 13:58:21.647308
66|hp|70|0|2024-08-04 13:58:21.647308
66|attack|80|1|2024-08-04 13:58:21.647308
66|defense|50|0|2024-08-04 13:58:21.647308
66|special-attack|35|0|2024-08-04 13:58:21.647308
66|special-defense|35|0|2024-08-04 13:58:21.647308
66|speed|35|0|2024-08-04 13:58:21.647308
67|hp|80|0|2024-08-04 13:58:21.647308
67|attack|100|2|2024-08-04 13:58:21.647308
67|defense|70|0|2024-08-04 13:58:21.647308
67|special-attack|50|0|2024-08-04 13:58:21.647308
67|special-defense|60|0|2024-08-04 13:58:21.647308
67|speed|45|0|2024-08-04 13:58:21.647308
68|hp|90|0|2024-08-04 13:58:21.647308
68|attack|130|3|2024-08-04 13:58:21.647308
68|defense|80|0|2024-08-04 13:58:21.647308
68|special-attack|65|0|2024-08-04 13:58:21.647308
68|special-defense|85|0|2024-08-04 13:58:21.647308
68|speed|55|0|2024-08-04 13:58:21.647308
69|hp|50|0|2024-08-04 13:58:21.647308
69|attack|75|1|2024-08-04 13:58:21.647308
69|defense|35|0|2024-08-04 13:58:21.647308
69|special-attack|70|0|2024-08-04 13:58:21.647308
69|special-defense|30|0|2024-08-04 13:58:21.647308
69|speed|40|0|2024-08-04 13:58:21.647308
70|hp|65|0|2024-08-04 13:58:21.647308
70|attack|90|2|2024-08-04 13:58:21.647308
70|defense|50|0|2024-08-04 13:58:21.647308
70|special-attack|85|0|2024-08-04 13:58:21.647308
70|special-defense|45|0|2024-08-04 13:58:21.647308
70|speed|55|0|2024-08-04 13:58:21.647308
71|hp|80|0|2024-08-04 13:58:21.647308
71|attack|105|3|2024-08-04 13:58:21.647308
71|defense|65|0|2024-08-04 13:58:21.647308
71|special-attack|100|0|2024-08-04 13:58:21.647308
71|special-defense|70|0|2024-08-04 13:58:21.647308
71|speed|70|0|2024-08-04 13:58:21.647308
72|hp|40|0|2024-08-04 13:58:21.647308
72|attack|40|0|2024-08-04 13:58:21.647308
72|defense|35|0|2024-08-04 13:58:21.647308
72|special-attack|50|0|2024-08-04 13:58:21.647308
72|special-defense|100|1|2024-08-04 13:58:21.647308
72|speed|70|0|2024-08-04 13:58:21.647308
73|hp|80|0|2024-08-04 13:58:21.647308
73|attack|70|0|2024-08-04 13:58:21.647308
73|defense|65|0|2024-08-04 13:58:21.647308
73|special-attack|80|0|2024-08-04 13:58:21.647308
73|special-defense|120|2|2024-08-04 13:58:21.647308
73|speed|100|0|2024-08-04 13:58:21.647308
74|hp|40|0|2024-08-04 13:58:21.647308
74|attack|80|0|2024-08-04 13:58:21.647308
74|defense|100|1|2024-08-04 13:58:21.647308
74|special-attack|30|0|2024-08-04 13:58:21.647308
74|special-defense|30|0|2024-08-04 13:58:21.647308
74|speed|20|0|2024-08-04 13:58:21.647308
75|hp|55|0|2024-08-04 13:58:21.647308
75|attack|95|0|2024-08-04 13:58:21.647308
75|defense|115|2|2024-08-04 13:58:21.647308
75|special-attack|45|0|2024-08-04 13:58:21.647308
75|special-defense|45|0|2024-08-04 13:58:21.647308
75|speed|35|0|2024-08-04 13:58:21.647308
76|hp|80|0|2024-08-04 13:58:21.647308
76|attack|120|0|2024-08-04 13:58:21.647308
76|defense|130|3|2024-08-04 13:58:21.647308
76|special-attack|55|0|2024-08-04 13:58:21.647308
76|special-defense|65|0|2024-08-04 13:58:21.647308
76|speed|45|0|2024-08-04 13:58:21.647308
77|hp|50|0|2024-08-04 13:58:21.647308
77|attack|85|0|2024-08-04 13:58:21.647308
77|defense|55|0|2024-08-04 13:58:21.647308
77|special-attack|65|0|2024-08-04 13:58:21.647308
77|special-defense|65|0|2024-08-04 13:58:21.647308
77|speed|90|1|2024-08-04 13:58:21.647308
78|hp|65|0|2024-08-04 13:58:21.647308
78|attack|100|0|2024-08-04 13:58:21.647308
78|defense|70|0|2024-08-04 13:58:21.647308
78|special-attack|80|0|2024-08-04 13:58:21.647308
78|special-defense|80|0|2024-08-04 13:58:21.647308
78|speed|105|2|2024-08-04 13:58:21.647308
79|hp|90|1|2024-08-04 13:58:21.647308
79|attack|65|0|2024-08-04 13:58:21.647308
79|defense|65|0|2024-08-04 13:58:21.647308
79|special-attack|40|0|2024-08-04 13:58:21.647308
79|special-defense|40|0|2024-08-04 13:58:21.647308
79|speed|15|0|2024-08-04 13:58:21.647308
80|hp|95|0|2024-08-04 13:58:21.647308
80|attack|75|0|2024-08-04 13:58:21.647308
80|defense|110|2|2024-08-04 13:58:21.647308
80|special-attack|100|0|2024-08-04 13:58:21.647308
80|special-defense|80|0|2024-08-04 13:58:21.647308
80|speed|30|0|2024-08-04 13:58:21.647308
81|hp|25|0|2024-08-04 13:58:21.647308
81|attack|35|0|2024-08-04 13:58:21.647308
81|defense|70|0|2024-08-04 13:58:21.647308
81|special-attack|95|1|2024-08-04 13:58:21.647308
81|special-defense|55|0|2024-08-04 13:58:21.647308
81|speed|45|0|2024-08-04 13:58:21.647308
82|hp|50|0|2024-08-04 13:58:21.647308
82|attack|60|0|2024-08-04 13:58:21.647308
82|defense|95|0|2024-08-04 13:58:21.647308
82|special-attack|120|2|2024-08-04 13:58:21.647308
82|special-defense|70|0|2024-08-04 13:58:21.647308
82|speed|70|0|2024-08-04 13:58:21.647308
83|hp|52|0|2024-08-04 13:58:21.647308
83|attack|90|1|2024-08-04 13:58:21.647308
83|defense|55|0|2024-08-04 13:58:21.647308
83|special-attack|58|0|2024-08-04 13:58:21.647308
83|special-defense|62|0|2024-08-04 13:58:21.647308
83|speed|60|0|2024-08-04 13:58:21.647308
84|hp|35|0|2024-08-04 13:58:21.647308
84|attack|85|1|2024-08-04 13:58:21.647308
84|defense|45|0|2024-08-04 13:58:21.647308
84|special-attack|35|0|2024-08-04 13:58:21.647308
84|special-defense|35|0|2024-08-04 13:58:21.647308
84|speed|75|0|2024-08-04 13:58:21.647308
85|hp|60|0|2024-08-04 13:58:21.647308
85|attack|110|2|2024-08-04 13:58:21.647308
85|defense|70|0|2024-08-04 13:58:21.647308
85|special-attack|60|0|2024-08-04 13:58:21.647308
85|special-defense|60|0|2024-08-04 13:58:21.647308
85|speed|110|0|2024-08-04 13:58:21.647308
86|hp|65|0|2024-08-04 13:58:21.647308
86|attack|45|0|2024-08-04 13:58:21.647308
86|defense|55|0|2024-08-04 13:58:21.647308
86|special-attack|45|0|2024-08-04 13:58:21.647308
86|special-defense|70|1|2024-08-04 13:58:21.647308
86|speed|45|0|2024-08-04 13:58:21.647308
87|hp|90|0|2024-08-04 13:58:21.647308
87|attack|70|0|2024-08-04 13:58:21.647308
87|defense|80|0|2024-08-04 13:58:21.647308
87|special-attack|70|0|2024-08-04 13:58:21.647308
87|special-defense|95|2|2024-08-04 13:58:21.647308
87|speed|70|0|2024-08-04 13:58:21.647308
88|hp|80|1|2024-08-04 13:58:21.647308
88|attack|80|0|2024-08-04 13:58:21.647308
88|defense|50|0|2024-08-04 13:58:21.647308
88|special-attack|40|0|2024-08-04 13:58:21.647308
88|special-defense|50|0|2024-08-04 13:58:21.647308
88|speed|25|0|2024-08-04 13:58:21.647308
89|hp|105|1|2024-08-04 13:58:21.647308
89|attack|105|1|2024-08-04 13:58:21.647308
89|defense|75|0|2024-08-04 13:58:21.647308
89|special-attack|65|0|2024-08-04 13:58:21.647308
89|special-defense|100|0|2024-08-04 13:58:21.647308
89|speed|50|0|2024-08-04 13:58:21.647308
90|hp|30|0|2024-08-04 13:58:21.647308
90|attack|65|0|2024-08-04 13:58:21.647308
90|defense|100|1|2024-08-04 13:58:21.647308
90|special-attack|45|0|2024-08-04 13:58:21.647308
90|special-defense|25|0|2024-08-04 13:58:21.647308
90|speed|40|0|2024-08-04 13:58:21.647308
91|hp|50|0|2024-08-04 13:58:21.647308
91|attack|95|0|2024-08-04 13:58:21.647308
91|defense|180|2|2024-08-04 13:58:21.647308
